	Rhodotorula_mucilaginosa_CHIFNET_18NJ590.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000035	CHIFNET18NJ590_001813-T1	DBVPG3775_006388-T1
GF00000036	CHIFNET18NJ590_004987-T1	DBVPG3775_002046-T1
GF00000037	CHIFNET18NJ590_012594-T1	DBVPG3775_003326-T1
GF00000038	CHIFNET18NJ590_008086-T1	DBVPG3775_001719-T1
GF00000039	CHIFNET18NJ590_012160-T1	DBVPG3775_000387-T1
GF00000040	CHIFNET18NJ590_000627-T1	DBVPG3775_000170-T1
GF00000041	CHIFNET18NJ590_009248-T1	DBVPG3775_005960-T1
GF00000042	CHIFNET18NJ590_005881-T1	DBVPG3775_004622-T1
GF00000043	CHIFNET18NJ590_001853-T1	DBVPG3775_006345-T1
GF00000044	CHIFNET18NJ590_008314-T1	DBVPG3775_005321-T1
GF00000045	CHIFNET18NJ590_010176-T1	DBVPG3775_002328-T1
GF00000046	CHIFNET18NJ590_011272-T1	DBVPG3775_004252-T1
GF00000047	CHIFNET18NJ590_006005-T1	DBVPG3775_003255-T1
GF00000048	CHIFNET18NJ590_006809-T1	DBVPG3775_006954-T1
GF00000049	CHIFNET18NJ590_003787-T1	DBVPG3775_004293-T1
GF00000050	CHIFNET18NJ590_006193-T1	DBVPG3775_000026-T1
GF00000051	CHIFNET18NJ590_002232-T1	DBVPG3775_004080-T1
GF00000052	CHIFNET18NJ590_012835-T1	DBVPG3775_001897-T1
GF00000053	CHIFNET18NJ590_000440-T1	DBVPG3775_001088-T1
GF00000054	CHIFNET18NJ590_015208-T1	DBVPG3775_001018-T1
GF00000055	CHIFNET18NJ590_000648-T1	DBVPG3775_000191-T1
GF00000056	CHIFNET18NJ590_006760-T1	DBVPG3775_006444-T1
GF00000057	CHIFNET18NJ590_002129-T1	DBVPG3775_002206-T1
GF00000058	CHIFNET18NJ590_005719-T1	DBVPG3775_003746-T1
GF00000059	CHIFNET18NJ590_002648-T1	DBVPG3775_003520-T1
GF00000060	CHIFNET18NJ590_008267-T1	DBVPG3775_004521-T1
GF00000061	CHIFNET18NJ590_012337-T1	DBVPG3775_004141-T1
GF00000062	CHIFNET18NJ590_008974-T1	DBVPG3775_002577-T1
GF00000063	CHIFNET18NJ590_000331-T1	DBVPG3775_004181-T1
GF00000064	CHIFNET18NJ590_013022-T1	DBVPG3775_003686-T1
GF00000065	CHIFNET18NJ590_011752-T1	DBVPG3775_007105-T1
GF00000066	CHIFNET18NJ590_014983-T1	DBVPG3775_001451-T1
GF00000067	CHIFNET18NJ590_003829-T1	DBVPG3775_002941-T1
GF00000068	CHIFNET18NJ590_008339-T1	DBVPG3775_006584-T1
GF00000069	CHIFNET18NJ590_011881-T1	DBVPG3775_002043-T1
GF00000070	CHIFNET18NJ590_005784-T1	DBVPG3775_005736-T1
GF00000071	CHIFNET18NJ590_007748-T1	DBVPG3775_003785-T1
GF00000072	CHIFNET18NJ590_005006-T1	DBVPG3775_000368-T1
GF00000073	CHIFNET18NJ590_013378-T1	DBVPG3775_006421-T1
GF00000074	CHIFNET18NJ590_006364-T1	DBVPG3775_000842-T1
GF00000075	CHIFNET18NJ590_002117-T1	DBVPG3775_002218-T1
GF00000076	CHIFNET18NJ590_012250-T1	DBVPG3775_001479-T1
GF00000077	CHIFNET18NJ590_006532-T1	DBVPG3775_006948-T1
GF00000078	CHIFNET18NJ590_010143-T1	DBVPG3775_002435-T1
GF00000079	CHIFNET18NJ590_001354-T1	DBVPG3775_000759-T1
GF00000080	CHIFNET18NJ590_012850-T1	DBVPG3775_004308-T1
GF00000081	CHIFNET18NJ590_006021-T1	DBVPG3775_000467-T1
GF00000082	CHIFNET18NJ590_005987-T1	DBVPG3775_003273-T1
GF00000083	CHIFNET18NJ590_000099-T1	DBVPG3775_001065-T1
GF00000084	CHIFNET18NJ590_001950-T1	DBVPG3775_001230-T1
GF00000085	CHIFNET18NJ590_006014-T1	DBVPG3775_000475-T1
GF00000086	CHIFNET18NJ590_009353-T1	DBVPG3775_002579-T1
GF00000087	CHIFNET18NJ590_008867-T1	DBVPG3775_006818-T1
GF00000088	CHIFNET18NJ590_010756-T1	DBVPG3775_007226-T1
GF00000089	CHIFNET18NJ590_004663-T1	DBVPG3775_003162-T1
GF00000090	CHIFNET18NJ590_003548-T1	DBVPG3775_005166-T1
GF00000091	CHIFNET18NJ590_003545-T1	DBVPG3775_005163-T1
GF00000092	CHIFNET18NJ590_001920-T1	DBVPG3775_001266-T1
GF00000093	CHIFNET18NJ590_002276-T1	DBVPG3775_004339-T1
GF00000094	CHIFNET18NJ590_005766-T1	DBVPG3775_003794-T1
GF00000095	CHIFNET18NJ590_008130-T1	DBVPG3775_001677-T1
GF00000096	CHIFNET18NJ590_004748-T1	DBVPG3775_007241-T1
GF00000097	CHIFNET18NJ590_005299-T1	DBVPG3775_001529-T1
GF00000098	CHIFNET18NJ590_006002-T1	DBVPG3775_003251-T1
GF00000099	CHIFNET18NJ590_000063-T1	DBVPG3775_002226-T1
GF00000100	CHIFNET18NJ590_011227-T1	DBVPG3775_006031-T1
GF00000101	CHIFNET18NJ590_000225-T1	DBVPG3775_004004-T1
GF00000102	CHIFNET18NJ590_010854-T1	DBVPG3775_006977-T1
GF00000103	CHIFNET18NJ590_000321-T1	DBVPG3775_004172-T1
GF00000104	CHIFNET18NJ590_010676-T1	DBVPG3775_002694-T1
GF00000105	CHIFNET18NJ590_007609-T1	DBVPG3775_003358-T1
GF00000106	CHIFNET18NJ590_007175-T1	DBVPG3775_001795-T1
GF00000107	CHIFNET18NJ590_011456-T1	DBVPG3775_002338-T1
GF00000108	CHIFNET18NJ590_007584-T1	DBVPG3775_003386-T1
GF00000109	CHIFNET18NJ590_009080-T1	DBVPG3775_003881-T1
GF00000110	CHIFNET18NJ590_003505-T1	DBVPG3775_005157-T1
GF00000111	CHIFNET18NJ590_005229-T1	DBVPG3775_001452-T1
GF00000112	CHIFNET18NJ590_004673-T1	DBVPG3775_003172-T1
GF00000113	CHIFNET18NJ590_005802-T1	DBVPG3775_005753-T1
GF00000114	CHIFNET18NJ590_009885-T1	DBVPG3775_006959-T1
GF00000115	CHIFNET18NJ590_006725-T1	DBVPG3775_005599-T1
GF00000116	CHIFNET18NJ590_000025-T1	DBVPG3775_005080-T1
GF00000117	CHIFNET18NJ590_007793-T1	DBVPG3775_003742-T1
GF00000118	CHIFNET18NJ590_010341-T1	DBVPG3775_006438-T1
GF00000119	CHIFNET18NJ590_000283-T1	DBVPG3775_004136-T1
GF00000120	CHIFNET18NJ590_003093-T1	DBVPG3775_000814-T1
GF00000121	CHIFNET18NJ590_003659-T1	DBVPG3775_001962-T1
GF00000122	CHIFNET18NJ590_002399-T1	DBVPG3775_002257-T1
GF00000123	CHIFNET18NJ590_006920-T1	DBVPG3775_001140-T1
GF00000124	CHIFNET18NJ590_005358-T1	DBVPG3775_000082-T1
GF00000125	CHIFNET18NJ590_000610-T1	DBVPG3775_000153-T1
GF00000126	CHIFNET18NJ590_012615-T1	DBVPG3775_003411-T1
GF00000127	CHIFNET18NJ590_000750-T1	DBVPG3775_007059-T1
GF00000128	CHIFNET18NJ590_001585-T1	DBVPG3775_001020-T1
GF00000129	CHIFNET18NJ590_000990-T1	DBVPG3775_001002-T1
GF00000130	CHIFNET18NJ590_007509-T1	DBVPG3775_007483-T1
GF00000131	CHIFNET18NJ590_001177-T1	DBVPG3775_002526-T1
GF00000132	CHIFNET18NJ590_010715-T1	DBVPG3775_005359-T1
GF00000133	CHIFNET18NJ590_003169-T1	DBVPG3775_005033-T1
GF00000134	CHIFNET18NJ590_009582-T1	DBVPG3775_007022-T1
GF00000135	CHIFNET18NJ590_011957-T1	DBVPG3775_006594-T1
GF00000136	CHIFNET18NJ590_009981-T1	DBVPG3775_006519-T1
GF00000137	CHIFNET18NJ590_004464-T1	DBVPG3775_004717-T1
GF00000138	CHIFNET18NJ590_000103-T1	DBVPG3775_005054-T1
GF00000139	CHIFNET18NJ590_000847-T1	DBVPG3775_007088-T1
GF00000140	CHIFNET18NJ590_000965-T1	DBVPG3775_001025-T1
GF00000141	CHIFNET18NJ590_006422-T1	DBVPG3775_006673-T1
GF00000142	CHIFNET18NJ590_009064-T1	DBVPG3775_003865-T1
GF00000143	CHIFNET18NJ590_001962-T1	DBVPG3775_001221-T1
GF00000144	CHIFNET18NJ590_010179-T1	DBVPG3775_002326-T1
GF00000145	CHIFNET18NJ590_011150-T1	DBVPG3775_006133-T1
GF00000146	CHIFNET18NJ590_010250-T1	DBVPG3775_003229-T1
GF00000147	CHIFNET18NJ590_004498-T1	DBVPG3775_004754-T1
GF00000148	CHIFNET18NJ590_009719-T1	DBVPG3775_001853-T1
GF00000149	CHIFNET18NJ590_008356-T1	DBVPG3775_000737-T1
GF00000150	CHIFNET18NJ590_000035-T1	DBVPG3775_003102-T1
GF00000151	CHIFNET18NJ590_003803-T1	DBVPG3775_003081-T1
GF00000152	CHIFNET18NJ590_008292-T1	DBVPG3775_004545-T1
GF00000153	CHIFNET18NJ590_003623-T1	DBVPG3775_005238-T1
GF00000154	CHIFNET18NJ590_010168-T1	DBVPG3775_002336-T1
GF00000155	CHIFNET18NJ590_000194-T1	DBVPG3775_005082-T1
GF00000156	CHIFNET18NJ590_014218-T1	DBVPG3775_005109-T1
GF00000157	CHIFNET18NJ590_007741-T1	DBVPG3775_003792-T1
GF00000158	CHIFNET18NJ590_000273-T1	DBVPG3775_004124-T1
GF00000159	CHIFNET18NJ590_000315-T1	DBVPG3775_004167-T1
GF00000160	CHIFNET18NJ590_000325-T1	DBVPG3775_004176-T1
GF00000161	CHIFNET18NJ590_007861-T1	DBVPG3775_006015-T1
GF00000162	CHIFNET18NJ590_004198-T1	DBVPG3775_001671-T1
GF00000163	CHIFNET18NJ590_000754-T1	DBVPG3775_007063-T1
GF00000164	CHIFNET18NJ590_000820-T1	DBVPG3775_007187-T1
GF00000165	CHIFNET18NJ590_006630-T1	DBVPG3775_004520-T1
GF00000166	CHIFNET18NJ590_005738-T1	DBVPG3775_003767-T1
GF00000167	CHIFNET18NJ590_005985-T1	DBVPG3775_003280-T1
GF00000168	CHIFNET18NJ590_001059-T1	DBVPG3775_000934-T1
GF00000169	CHIFNET18NJ590_003408-T1	DBVPG3775_001163-T1
GF00000170	CHIFNET18NJ590_009040-T1	DBVPG3775_003841-T1
GF00000171	CHIFNET18NJ590_009869-T1	DBVPG3775_006241-T1
GF00000172	CHIFNET18NJ590_011963-T1	DBVPG3775_007423-T1
GF00000173	CHIFNET18NJ590_001352-T1	DBVPG3775_000757-T1
GF00000174	CHIFNET18NJ590_007834-T1	DBVPG3775_002838-T1
GF00000175	CHIFNET18NJ590_001607-T1	DBVPG3775_001902-T1
GF00000176	CHIFNET18NJ590_001922-T1	DBVPG3775_001264-T1
GF00000177	CHIFNET18NJ590_015435-T1	DBVPG3775_003741-T1
GF00000178	CHIFNET18NJ590_013370-T1	DBVPG3775_003143-T1
GF00000179	CHIFNET18NJ590_007863-T1	DBVPG3775_006014-T1
GF00000180	CHIFNET18NJ590_003026-T1	DBVPG3775_006573-T1
GF00000181	CHIFNET18NJ590_014808-T1	DBVPG3775_007577-T1
GF00000182	CHIFNET18NJ590_007605-T1	DBVPG3775_003362-T1
GF00000183	CHIFNET18NJ590_004660-T1	DBVPG3775_001961-T1
GF00000184	CHIFNET18NJ590_005166-T1	DBVPG3775_004544-T1
GF00000185	CHIFNET18NJ590_009378-T1	DBVPG3775_006738-T1
GF00000186	CHIFNET18NJ590_006795-T1	DBVPG3775_006416-T1
GF00000187	CHIFNET18NJ590_004360-T1	DBVPG3775_000399-T1
GF00000188	CHIFNET18NJ590_006730-T1	DBVPG3775_005603-T1
GF00000189	CHIFNET18NJ590_005224-T1	DBVPG3775_004484-T1
GF00000190	CHIFNET18NJ590_005239-T1	DBVPG3775_001462-T1
GF00000191	CHIFNET18NJ590_013159-T1	DBVPG3775_002690-T1
GF00000192	CHIFNET18NJ590_010996-T1	DBVPG3775_001549-T1
GF00000193	CHIFNET18NJ590_005436-T1	DBVPG3775_002751-T1
GF00000194	CHIFNET18NJ590_013452-T1	DBVPG3775_006418-T1
GF00000195	CHIFNET18NJ590_007594-T1	DBVPG3775_003375-T1
GF00000196	CHIFNET18NJ590_007611-T1	DBVPG3775_005533-T1
GF00000197	CHIFNET18NJ590_012565-T1	DBVPG3775_000593-T1
GF00000198	CHIFNET18NJ590_010681-T1	DBVPG3775_002700-T1
GF00000199	CHIFNET18NJ590_000005-T1	DBVPG3775_003135-T1
GF00000200	CHIFNET18NJ590_000034-T1	DBVPG3775_003104-T1
GF00000201	CHIFNET18NJ590_003046-T1	DBVPG3775_003007-T1
GF00000202	CHIFNET18NJ590_000039-T1	DBVPG3775_003098-T1
GF00000203	CHIFNET18NJ590_010255-T1	DBVPG3775_006331-T1
GF00000204	CHIFNET18NJ590_003652-T1	DBVPG3775_001970-T1
GF00000205	CHIFNET18NJ590_000073-T1	DBVPG3775_003065-T1
GF00000206	CHIFNET18NJ590_003270-T1	DBVPG3775_003051-T1
GF00000207	CHIFNET18NJ590_000152-T1	DBVPG3775_005106-T1
GF00000208	CHIFNET18NJ590_012053-T1	DBVPG3775_000449-T1
GF00000209	CHIFNET18NJ590_000196-T1	DBVPG3775_005145-T1
GF00000210	CHIFNET18NJ590_000211-T1	DBVPG3775_003987-T1
GF00000211	CHIFNET18NJ590_014258-T1	DBVPG3775_004009-T1
GF00000212	CHIFNET18NJ590_000292-T1	DBVPG3775_004731-T1
GF00000213	CHIFNET18NJ590_012062-T1	DBVPG3775_007442-T1
GF00000214	CHIFNET18NJ590_003962-T1	DBVPG3775_003861-T1
GF00000215	CHIFNET18NJ590_003852-T1	DBVPG3775_002965-T1
GF00000216	CHIFNET18NJ590_000455-T1	DBVPG3775_001104-T1
GF00000217	CHIFNET18NJ590_000538-T1	DBVPG3775_003390-T1
GF00000218	CHIFNET18NJ590_002249-T1	DBVPG3775_004097-T1
GF00000219	CHIFNET18NJ590_005499-T1	DBVPG3775_005546-T1
GF00000220	CHIFNET18NJ590_002386-T1	DBVPG3775_002271-T1
GF00000221	CHIFNET18NJ590_012821-T1	DBVPG3775_003643-T1
GF00000222	CHIFNET18NJ590_000728-T1	DBVPG3775_000268-T1
GF00000223	CHIFNET18NJ590_003231-T1	DBVPG3775_000271-T1
GF00000224	CHIFNET18NJ590_000827-T1	DBVPG3775_005893-T1
GF00000225	CHIFNET18NJ590_012471-T1	DBVPG3775_005884-T1
GF00000226	CHIFNET18NJ590_008900-T1	DBVPG3775_006850-T1
GF00000227	CHIFNET18NJ590_007305-T1	DBVPG3775_005324-T1
GF00000228	CHIFNET18NJ590_012272-T1	DBVPG3775_006220-T1
GF00000229	CHIFNET18NJ590_000900-T1	DBVPG3775_005942-T1
GF00000230	CHIFNET18NJ590_000928-T1	DBVPG3775_005915-T1
GF00000231	CHIFNET18NJ590_009503-T1	DBVPG3775_003677-T1
GF00000232	CHIFNET18NJ590_001095-T1	DBVPG3775_000894-T1
GF00000233	CHIFNET18NJ590_001220-T1	DBVPG3775_002488-T1
GF00000234	CHIFNET18NJ590_003947-T1	DBVPG3775_003877-T1
GF00000235	CHIFNET18NJ590_001305-T1	DBVPG3775_002398-T1
GF00000236	CHIFNET18NJ590_008021-T1	DBVPG3775_001393-T1
GF00000237	CHIFNET18NJ590_012864-T1	DBVPG3775_001517-T1
GF00000238	CHIFNET18NJ590_012031-T1	DBVPG3775_003422-T1
GF00000239	CHIFNET18NJ590_002365-T1	DBVPG3775_002291-T1
GF00000240	CHIFNET18NJ590_010686-T1	DBVPG3775_002706-T1
GF00000241	CHIFNET18NJ590_004631-T1	DBVPG3775_005626-T1
GF00000242	CHIFNET18NJ590_005956-T1	DBVPG3775_003306-T1
GF00000243	CHIFNET18NJ590_009003-T1	DBVPG3775_000680-T1
GF00000244	CHIFNET18NJ590_009555-T1	DBVPG3775_006357-T1
GF00000245	CHIFNET18NJ590_003791-T1	DBVPG3775_003496-T1
GF00000246	CHIFNET18NJ590_001923-T1	DBVPG3775_001263-T1
GF00000247	CHIFNET18NJ590_001939-T1	DBVPG3775_001245-T1
GF00000248	CHIFNET18NJ590_001969-T1	DBVPG3775_001212-T1
GF00000249	CHIFNET18NJ590_001989-T1	DBVPG3775_001192-T1
GF00000250	CHIFNET18NJ590_001996-T1	DBVPG3775_001184-T1
GF00000251	CHIFNET18NJ590_005947-T1	DBVPG3775_003315-T1
GF00000252	CHIFNET18NJ590_009158-T1	DBVPG3775_001993-T1
GF00000253	CHIFNET18NJ590_002150-T1	DBVPG3775_002180-T1
GF00000254	CHIFNET18NJ590_002474-T1	DBVPG3775_002177-T1
GF00000255	CHIFNET18NJ590_006048-T1	DBVPG3775_000439-T1
GF00000256	CHIFNET18NJ590_002282-T1	DBVPG3775_004335-T1
GF00000257	CHIFNET18NJ590_004458-T1	DBVPG3775_004711-T1
GF00000258	CHIFNET18NJ590_004929-T1	DBVPG3775_004387-T1
GF00000259	CHIFNET18NJ590_009928-T1	DBVPG3775_005038-T1
GF00000260	CHIFNET18NJ590_003045-T1	DBVPG3775_006121-T1
GF00000261	CHIFNET18NJ590_012121-T1	DBVPG3775_004809-T1
GF00000262	CHIFNET18NJ590_004504-T1	DBVPG3775_004760-T1
GF00000263	CHIFNET18NJ590_004322-T1	DBVPG3775_007400-T1
GF00000264	CHIFNET18NJ590_010342-T1	DBVPG3775_006439-T1
GF00000265	CHIFNET18NJ590_003646-T1	DBVPG3775_001976-T1
GF00000266	CHIFNET18NJ590_009178-T1	DBVPG3775_006806-T1
GF00000267	CHIFNET18NJ590_007401-T1	DBVPG3775_000376-T1
GF00000268	CHIFNET18NJ590_004438-T1	DBVPG3775_000312-T1
GF00000269	CHIFNET18NJ590_004509-T1	DBVPG3775_004721-T1
GF00000270	CHIFNET18NJ590_004477-T1	DBVPG3775_000695-T1
GF00000271	CHIFNET18NJ590_011075-T1	DBVPG3775_002858-T1
GF00000272	CHIFNET18NJ590_005220-T1	DBVPG3775_004488-T1
GF00000273	CHIFNET18NJ590_007582-T1	DBVPG3775_003607-T1
GF00000274	CHIFNET18NJ590_007294-T1	DBVPG3775_005314-T1
GF00000275	CHIFNET18NJ590_011374-T1	DBVPG3775_005534-T1
GF00000276	CHIFNET18NJ590_009031-T1	DBVPG3775_000654-T1
GF00000277	CHIFNET18NJ590_014518-T1	DBVPG3775_000649-T1
GF00000278	CHIFNET18NJ590_009712-T1	DBVPG3775_001834-T1
GF00000279	CHIFNET18NJ590_011025-T1	DBVPG3775_002745-T1
GF00000280	CHIFNET18NJ590_011996-T1	DBVPG3775_000591-T1
GF00000281	CHIFNET18NJ590_013487-T1	DBVPG3775_007270-T1
GF00000282	CHIFNET18NJ590_000051-T1	DBVPG3775_003086-T1
GF00000283	CHIFNET18NJ590_000055-T1	DBVPG3775_003082-T1
GF00000284	CHIFNET18NJ590_000067-T1	DBVPG3775_003072-T1
GF00000285	CHIFNET18NJ590_000072-T1	DBVPG3775_003066-T1
GF00000286	CHIFNET18NJ590_000077-T1	DBVPG3775_003060-T1
GF00000287	CHIFNET18NJ590_002037-T1	DBVPG3775_002301-T1
GF00000288	CHIFNET18NJ590_013397-T1	DBVPG3775_005051-T1
GF00000289	CHIFNET18NJ590_000162-T1	DBVPG3775_000263-T1
GF00000290	CHIFNET18NJ590_000303-T1	DBVPG3775_004155-T1
GF00000291	CHIFNET18NJ590_005124-T1	DBVPG3775_000577-T1
GF00000292	CHIFNET18NJ590_010045-T1	DBVPG3775_001049-T1
GF00000293	CHIFNET18NJ590_008454-T1	DBVPG3775_006076-T1
GF00000294	CHIFNET18NJ590_000947-T1	DBVPG3775_005897-T1
GF00000295	CHIFNET18NJ590_001894-T1	DBVPG3775_001296-T1
GF00000296	CHIFNET18NJ590_007572-T1	DBVPG3775_003596-T1
GF00000297	CHIFNET18NJ590_000708-T1	DBVPG3775_000249-T1
GF00000298	CHIFNET18NJ590_000718-T1	DBVPG3775_000258-T1
GF00000299	CHIFNET18NJ590_000738-T1	DBVPG3775_004116-T1
GF00000300	CHIFNET18NJ590_001978-T1	DBVPG3775_001203-T1
GF00000301	CHIFNET18NJ590_004317-T1	DBVPG3775_007395-T1
GF00000302	CHIFNET18NJ590_000821-T1	DBVPG3775_007186-T1
GF00000303	CHIFNET18NJ590_000897-T1	DBVPG3775_005945-T1
GF00000304	CHIFNET18NJ590_011859-T1	DBVPG3775_003242-T1
GF00000305	CHIFNET18NJ590_001089-T1	DBVPG3775_000900-T1
GF00000306	CHIFNET18NJ590_001109-T1	DBVPG3775_000879-T1
GF00000307	CHIFNET18NJ590_001115-T1	DBVPG3775_000873-T1
GF00000308	CHIFNET18NJ590_009853-T1	DBVPG3775_007207-T1
GF00000309	CHIFNET18NJ590_001134-T1	DBVPG3775_000855-T1
GF00000310	CHIFNET18NJ590_002358-T1	DBVPG3775_002298-T1
GF00000311	CHIFNET18NJ590_009825-T1	DBVPG3775_005857-T1
GF00000312	CHIFNET18NJ590_001310-T1	DBVPG3775_002392-T1
GF00000313	CHIFNET18NJ590_006171-T1	DBVPG3775_000003-T1
GF00000314	CHIFNET18NJ590_001326-T1	DBVPG3775_002375-T1
GF00000315	CHIFNET18NJ590_004978-T1	DBVPG3775_002037-T1
GF00000316	CHIFNET18NJ590_010692-T1	DBVPG3775_005383-T1
GF00000317	CHIFNET18NJ590_009033-T1	DBVPG3775_000653-T1
GF00000318	CHIFNET18NJ590_009375-T1	DBVPG3775_006741-T1
GF00000319	CHIFNET18NJ590_001636-T1	DBVPG3775_006859-T1
GF00000320	CHIFNET18NJ590_001663-T1	DBVPG3775_006896-T1
GF00000321	CHIFNET18NJ590_003683-T1	DBVPG3775_001936-T1
GF00000322	CHIFNET18NJ590_001860-T1	DBVPG3775_001335-T1
GF00000323	CHIFNET18NJ590_001869-T1	DBVPG3775_001326-T1
GF00000324	CHIFNET18NJ590_001891-T1	DBVPG3775_001298-T1
GF00000325	CHIFNET18NJ590_006549-T1	DBVPG3775_006228-T1
GF00000326	CHIFNET18NJ590_009144-T1	DBVPG3775_002006-T1
GF00000327	CHIFNET18NJ590_002081-T1	DBVPG3775_002256-T1
GF00000328	CHIFNET18NJ590_002235-T1	DBVPG3775_004083-T1
GF00000329	CHIFNET18NJ590_002594-T1	DBVPG3775_005842-T1
GF00000330	CHIFNET18NJ590_005227-T1	DBVPG3775_006509-T1
GF00000331	CHIFNET18NJ590_010739-T1	DBVPG3775_003503-T1
GF00000332	CHIFNET18NJ590_002713-T1	DBVPG3775_005702-T1
GF00000333	CHIFNET18NJ590_002774-T1	DBVPG3775_005638-T1
GF00000334	CHIFNET18NJ590_014351-T1	DBVPG3775_007277-T1
GF00000335	CHIFNET18NJ590_012936-T1	DBVPG3775_007293-T1
GF00000336	CHIFNET18NJ590_003055-T1	DBVPG3775_003017-T1
GF00000337	CHIFNET18NJ590_006564-T1	DBVPG3775_006248-T1
GF00000338	CHIFNET18NJ590_010422-T1	DBVPG3775_007364-T1
GF00000339	CHIFNET18NJ590_003400-T1	DBVPG3775_004880-T1
GF00000340	CHIFNET18NJ590_004088-T1	DBVPG3775_007454-T1
GF00000341	CHIFNET18NJ590_008744-T1	DBVPG3775_003599-T1
GF00000342	CHIFNET18NJ590_005012-T1	DBVPG3775_002917-T1
GF00000343	CHIFNET18NJ590_003912-T1	DBVPG3775_001813-T1
GF00000344	CHIFNET18NJ590_004199-T1	DBVPG3775_001670-T1
GF00000345	CHIFNET18NJ590_008121-T1	DBVPG3775_001667-T1
GF00000346	CHIFNET18NJ590_004679-T1	DBVPG3775_003179-T1
GF00000347	CHIFNET18NJ590_012076-T1	DBVPG3775_001832-T1
GF00000348	CHIFNET18NJ590_005217-T1	DBVPG3775_004491-T1
GF00000349	CHIFNET18NJ590_005324-T1	DBVPG3775_001554-T1
GF00000350	CHIFNET18NJ590_005515-T1	DBVPG3775_002672-T1
GF00000351	CHIFNET18NJ590_005575-T1	DBVPG3775_002610-T1
GF00000352	CHIFNET18NJ590_009291-T1	DBVPG3775_002596-T1
GF00000353	CHIFNET18NJ590_008232-T1	DBVPG3775_006611-T1
GF00000354	CHIFNET18NJ590_006169-T1	DBVPG3775_000001-T1
GF00000355	CHIFNET18NJ590_006808-T1	DBVPG3775_006965-T1
GF00000356	CHIFNET18NJ590_006402-T1	DBVPG3775_006652-T1
GF00000357	CHIFNET18NJ590_010417-T1	DBVPG3775_007359-T1
GF00000358	CHIFNET18NJ590_007635-T1	DBVPG3775_003331-T1
GF00000359	CHIFNET18NJ590_008360-T1	DBVPG3775_000733-T1
GF00000360	CHIFNET18NJ590_008399-T1	DBVPG3775_000696-T1
GF00000361	CHIFNET18NJ590_009975-T1	DBVPG3775_006512-T1
GF00000362	CHIFNET18NJ590_009994-T1	DBVPG3775_006533-T1
GF00000363	CHIFNET18NJ590_010135-T1	DBVPG3775_000624-T1
GF00000364	CHIFNET18NJ590_010149-T1	DBVPG3775_000608-T1
