	Rhodotorula_mucilaginosa_CHIFNET_18NJ590.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000849	CHIFNET18NJ590_007607-T1, CHIFNET18NJ590_015499-T1, CHIFNET18NJ590_015993-T1, CHIFNET18NJ590_017421-T1, CHIFNET18NJ590_016759-T1	DBVPG3775_003360-T1
GF00000850	CHIFNET18NJ590_007610-T1, CHIFNET18NJ590_013868-T1, CHIFNET18NJ590_013857-T1, CHIFNET18NJ590_014078-T1, CHIFNET18NJ590_017517-T1	DBVPG3775_003357-T1
GF00000851	CHIFNET18NJ590_007613-T1, CHIFNET18NJ590_013466-T1, CHIFNET18NJ590_014312-T1, CHIFNET18NJ590_013974-T1, CHIFNET18NJ590_014114-T1	DBVPG3775_003353-T1
GF00000852	CHIFNET18NJ590_007615-T1, CHIFNET18NJ590_014779-T1, CHIFNET18NJ590_015860-T1, CHIFNET18NJ590_013468-T1, CHIFNET18NJ590_016334-T1	DBVPG3775_003351-T1
GF00000853	CHIFNET18NJ590_007617-T1, CHIFNET18NJ590_014099-T1, CHIFNET18NJ590_014110-T1, CHIFNET18NJ590_015574-T1, CHIFNET18NJ590_016253-T1	DBVPG3775_003349-T1
GF00000854	CHIFNET18NJ590_007622-T1, CHIFNET18NJ590_014477-T1, CHIFNET18NJ590_015034-T1, CHIFNET18NJ590_017071-T1	DBVPG3775_003343-T1, DBVPG3775_003345-T1
GF00000855	CHIFNET18NJ590_007629-T1, CHIFNET18NJ590_016596-T1, CHIFNET18NJ590_016769-T1, CHIFNET18NJ590_016790-T1, CHIFNET18NJ590_015699-T1	DBVPG3775_003336-T1
GF00000856	CHIFNET18NJ590_007630-T1, CHIFNET18NJ590_014754-T1, CHIFNET18NJ590_014825-T1, CHIFNET18NJ590_015392-T1, CHIFNET18NJ590_015601-T1	DBVPG3775_003337-T1
GF00000857	CHIFNET18NJ590_007663-T1, CHIFNET18NJ590_009175-T1, CHIFNET18NJ590_007673-T1, CHIFNET18NJ590_012060-T1	DBVPG3775_006810-T1, DBVPG3775_007444-T1
GF00000858	CHIFNET18NJ590_007664-T1, CHIFNET18NJ590_009174-T1, CHIFNET18NJ590_007665-T1, CHIFNET18NJ590_009173-T1	DBVPG3775_006811-T1, DBVPG3775_006812-T1
GF00000859	CHIFNET18NJ590_007699-T1, CHIFNET18NJ590_008629-T1, CHIFNET18NJ590_011736-T1, CHIFNET18NJ590_007905-T1	DBVPG3775_003952-T1, DBVPG3775_005968-T1
GF00000860	CHIFNET18NJ590_008367-T1, CHIFNET18NJ590_016320-T1, CHIFNET18NJ590_014947-T1, CHIFNET18NJ590_015702-T1, CHIFNET18NJ590_016257-T1	DBVPG3775_000726-T1
GF00000861	CHIFNET18NJ590_008394-T1, CHIFNET18NJ590_013982-T1, CHIFNET18NJ590_010957-T1, CHIFNET18NJ590_010876-T1	DBVPG3775_000701-T1, DBVPG3775_006998-T1
GF00000862	CHIFNET18NJ590_008395-T1, CHIFNET18NJ590_013305-T1, CHIFNET18NJ590_015712-T1, CHIFNET18NJ590_016360-T1, CHIFNET18NJ590_013981-T1	DBVPG3775_000700-T1
GF00000863	CHIFNET18NJ590_008850-T1, CHIFNET18NJ590_008851-T1, CHIFNET18NJ590_010880-T1	DBVPG3775_001751-T1, DBVPG3775_001764-T1, DBVPG3775_001765-T1
GF00000864	CHIFNET18NJ590_008962-T1, CHIFNET18NJ590_009338-T1, CHIFNET18NJ590_013541-T1, CHIFNET18NJ590_011701-T1	DBVPG3775_001855-T1, DBVPG3775_002564-T1
GF00000865	CHIFNET18NJ590_008970-T1, CHIFNET18NJ590_009347-T1, CHIFNET18NJ590_012560-T1, CHIFNET18NJ590_011988-T1	DBVPG3775_000599-T1, DBVPG3775_002573-T1
GF00000866	CHIFNET18NJ590_009035-T1, CHIFNET18NJ590_014377-T1, CHIFNET18NJ590_014657-T1, CHIFNET18NJ590_015139-T1, CHIFNET18NJ590_017040-T1	DBVPG3775_000651-T1
GF00000867	CHIFNET18NJ590_012284-T1, CHIFNET18NJ590_015344-T1, CHIFNET18NJ590_017025-T1, CHIFNET18NJ590_017353-T1, CHIFNET18NJ590_016861-T1	DBVPG3775_006744-T1
GF00000868	CHIFNET18NJ590_009701-T1, CHIFNET18NJ590_012081-T1, CHIFNET18NJ590_009702-T1, CHIFNET18NJ590_017399-T1, CHIFNET18NJ590_017402-T1	DBVPG3775_001844-T1
GF00000869	CHIFNET18NJ590_009974-T1, CHIFNET18NJ590_015333-T1, CHIFNET18NJ590_016705-T1, CHIFNET18NJ590_017503-T1, CHIFNET18NJ590_013497-T1	DBVPG3775_006511-T1
GF00000870	CHIFNET18NJ590_009989-T1, CHIFNET18NJ590_013081-T1, CHIFNET18NJ590_009991-T1, CHIFNET18NJ590_016821-T1	DBVPG3775_006528-T1, DBVPG3775_006530-T1
GF00000871	CHIFNET18NJ590_010119-T1, CHIFNET18NJ590_014253-T1, CHIFNET18NJ590_014876-T1, CHIFNET18NJ590_017167-T1, CHIFNET18NJ590_013123-T1	DBVPG3775_000641-T1
GF00000872	CHIFNET18NJ590_010130-T1, CHIFNET18NJ590_015397-T1, CHIFNET18NJ590_014588-T1, CHIFNET18NJ590_010131-T1, CHIFNET18NJ590_014953-T1	DBVPG3775_000629-T1
GF00000873	CHIFNET18NJ590_010147-T1, CHIFNET18NJ590_014964-T1, CHIFNET18NJ590_015230-T1, CHIFNET18NJ590_014200-T1, CHIFNET18NJ590_010148-T1	DBVPG3775_000610-T1
GF00000874	CHIFNET18NJ590_010622-T1, CHIFNET18NJ590_014414-T1, CHIFNET18NJ590_014415-T1	DBVPG3775_001338-T1, DBVPG3775_001339-T1, DBVPG3775_005668-T1
GF00000875	CHIFNET18NJ590_010665-T1, CHIFNET18NJ590_015328-T1, CHIFNET18NJ590_014923-T1, CHIFNET18NJ590_013984-T1, CHIFNET18NJ590_016255-T1	DBVPG3775_002683-T1
GF00000876	CHIFNET18NJ590_010666-T1, CHIFNET18NJ590_016449-T1, CHIFNET18NJ590_015958-T1, CHIFNET18NJ590_017462-T1, CHIFNET18NJ590_014924-T1	DBVPG3775_002684-T1
GF00000877	CHIFNET18NJ590_010670-T1, CHIFNET18NJ590_017080-T1, CHIFNET18NJ590_015588-T1, CHIFNET18NJ590_014879-T1, CHIFNET18NJ590_017267-T1	DBVPG3775_002688-T1
GF00000878	CHIFNET18NJ590_010674-T1, CHIFNET18NJ590_014448-T1, CHIFNET18NJ590_013979-T1, CHIFNET18NJ590_016172-T1, CHIFNET18NJ590_017005-T1	DBVPG3775_002692-T1
GF00000879	CHIFNET18NJ590_010865-T1, CHIFNET18NJ590_010947-T1, CHIFNET18NJ590_012350-T1, CHIFNET18NJ590_012404-T1	DBVPG3775_006988-T1, DBVPG3775_007470-T1
GF00000880	CHIFNET18NJ590_010878-T1, CHIFNET18NJ590_010959-T1, CHIFNET18NJ590_010985-T1, CHIFNET18NJ590_013110-T1, CHIFNET18NJ590_017366-T1	DBVPG3775_007000-T1
GF00000881	CHIFNET18NJ590_011707-T1, CHIFNET18NJ590_016880-T1, CHIFNET18NJ590_014867-T1, CHIFNET18NJ590_014800-T1, CHIFNET18NJ590_017334-T1	DBVPG3775_001862-T1
GF00000882	CHIFNET18NJ590_011715-T1, CHIFNET18NJ590_015148-T1, CHIFNET18NJ590_016812-T1, CHIFNET18NJ590_016039-T1, CHIFNET18NJ590_015321-T1	DBVPG3775_001871-T1
GF00000883	CHIFNET18NJ590_011866-T1, CHIFNET18NJ590_014611-T1, CHIFNET18NJ590_015225-T1, CHIFNET18NJ590_016651-T1	DBVPG3775_003248-T1, DBVPG3775_003249-T1
GF00000884	CHIFNET18NJ590_011867-T1, CHIFNET18NJ590_014483-T1, CHIFNET18NJ590_014610-T1, CHIFNET18NJ590_017472-T1, CHIFNET18NJ590_014968-T1	DBVPG3775_003250-T1
GF00000885	CHIFNET18NJ590_011956-T1, CHIFNET18NJ590_015632-T1, CHIFNET18NJ590_015644-T1, CHIFNET18NJ590_016946-T1, CHIFNET18NJ590_015920-T1	DBVPG3775_006593-T1
GF00000886	CHIFNET18NJ590_011959-T1, CHIFNET18NJ590_012547-T1, CHIFNET18NJ590_017162-T1, CHIFNET18NJ590_017191-T1, CHIFNET18NJ590_016241-T1	DBVPG3775_007419-T1
GF00000887	CHIFNET18NJ590_012196-T1, CHIFNET18NJ590_016046-T1, CHIFNET18NJ590_015752-T1, CHIFNET18NJ590_016350-T1, CHIFNET18NJ590_017358-T1	DBVPG3775_003157-T1
GF00000888	CHIFNET18NJ590_012204-T1, CHIFNET18NJ590_014510-T1, CHIFNET18NJ590_015815-T1, CHIFNET18NJ590_015810-T1	DBVPG3775_003147-T1, DBVPG3775_003149-T1
GF00000889	CHIFNET18NJ590_012206-T1, CHIFNET18NJ590_014094-T1, CHIFNET18NJ590_016893-T1, CHIFNET18NJ590_015814-T1, CHIFNET18NJ590_015809-T1	DBVPG3775_003146-T1
GF00000890	CHIFNET18NJ590_012357-T1, CHIFNET18NJ590_013800-T1, CHIFNET18NJ590_015304-T1, CHIFNET18NJ590_014981-T1, CHIFNET18NJ590_017369-T1	DBVPG3775_003388-T1
GF00000891	CHIFNET18NJ590_012361-T1, CHIFNET18NJ590_014704-T1, CHIFNET18NJ590_015730-T1, CHIFNET18NJ590_015600-T1, CHIFNET18NJ590_017197-T1	DBVPG3775_003391-T1
GF00000892	CHIFNET18NJ590_014302-T1, CHIFNET18NJ590_014933-T1, CHIFNET18NJ590_014932-T1	DBVPG3775_000421-T1, DBVPG3775_004134-T1, DBVPG3775_004135-T1
GF00000893	CHIFNET18NJ590_008617-T1, CHIFNET18NJ590_007689-T1, CHIFNET18NJ590_007688-T1	DBVPG3775_003939-T1, DBVPG3775_003941-T1
GF00000894	CHIFNET18NJ590_000008-T1, CHIFNET18NJ590_013776-T1, CHIFNET18NJ590_013271-T1, CHIFNET18NJ590_000009-T1	DBVPG3775_003132-T1
GF00000895	CHIFNET18NJ590_000012-T1, CHIFNET18NJ590_013274-T1, CHIFNET18NJ590_015558-T1, CHIFNET18NJ590_017140-T1	DBVPG3775_003129-T1
GF00000896	CHIFNET18NJ590_000017-T1, CHIFNET18NJ590_014919-T1, CHIFNET18NJ590_014950-T1, CHIFNET18NJ590_015450-T1	DBVPG3775_003124-T1
GF00000897	CHIFNET18NJ590_000019-T1, CHIFNET18NJ590_015037-T1, CHIFNET18NJ590_015152-T1, CHIFNET18NJ590_014695-T1	DBVPG3775_003122-T1
GF00000898	CHIFNET18NJ590_000021-T1, CHIFNET18NJ590_015906-T1, CHIFNET18NJ590_016414-T1, CHIFNET18NJ590_017131-T1	DBVPG3775_003120-T1
GF00000899	CHIFNET18NJ590_002214-T1, CHIFNET18NJ590_014554-T1, CHIFNET18NJ590_017052-T1, CHIFNET18NJ590_015488-T1	DBVPG3775_004061-T1
GF00000900	CHIFNET18NJ590_014711-T1, CHIFNET18NJ590_007621-T1, CHIFNET18NJ590_016556-T1, CHIFNET18NJ590_017210-T1	DBVPG3775_003344-T1
GF00000901	CHIFNET18NJ590_000036-T1, CHIFNET18NJ590_015919-T1, CHIFNET18NJ590_013959-T1, CHIFNET18NJ590_016497-T1	DBVPG3775_003101-T1
GF00000902	CHIFNET18NJ590_000037-T1, CHIFNET18NJ590_013958-T1, CHIFNET18NJ590_017200-T1, CHIFNET18NJ590_017171-T1	DBVPG3775_003100-T1
GF00000903	CHIFNET18NJ590_000040-T1, CHIFNET18NJ590_015175-T1, CHIFNET18NJ590_017081-T1, CHIFNET18NJ590_015747-T1	DBVPG3775_003097-T1
GF00000904	CHIFNET18NJ590_000048-T1, CHIFNET18NJ590_013326-T1, CHIFNET18NJ590_016599-T1, CHIFNET18NJ590_017408-T1	DBVPG3775_003089-T1
GF00000905	CHIFNET18NJ590_000050-T1, CHIFNET18NJ590_013844-T1, CHIFNET18NJ590_014958-T1, CHIFNET18NJ590_017079-T1	DBVPG3775_003087-T1
GF00000906	CHIFNET18NJ590_013742-T1, CHIFNET18NJ590_008337-T1, CHIFNET18NJ590_014030-T1, CHIFNET18NJ590_014319-T1	DBVPG3775_006582-T1
GF00000907	CHIFNET18NJ590_000064-T1, CHIFNET18NJ590_015964-T1, CHIFNET18NJ590_017407-T1, CHIFNET18NJ590_017180-T1	DBVPG3775_003074-T1
GF00000908	CHIFNET18NJ590_000094-T1, CHIFNET18NJ590_014361-T1	DBVPG3775_005044-T1, DBVPG3775_007589-T1, DBVPG3775_007590-T1
GF00000909	CHIFNET18NJ590_000076-T1, CHIFNET18NJ590_014577-T1, CHIFNET18NJ590_015596-T1, CHIFNET18NJ590_015777-T1	DBVPG3775_003061-T1
GF00000910	CHIFNET18NJ590_000078-T1, CHIFNET18NJ590_014739-T1, CHIFNET18NJ590_016030-T1, CHIFNET18NJ590_016958-T1	DBVPG3775_003059-T1
GF00000911	CHIFNET18NJ590_000080-T1, CHIFNET18NJ590_016507-T1, CHIFNET18NJ590_014552-T1, CHIFNET18NJ590_016737-T1	DBVPG3775_003057-T1
GF00000912	CHIFNET18NJ590_000093-T1, CHIFNET18NJ590_013606-T1, CHIFNET18NJ590_013647-T1	DBVPG3775_003048-T1, DBVPG3775_007570-T1
GF00000913	CHIFNET18NJ590_000096-T1, CHIFNET18NJ590_014480-T1, CHIFNET18NJ590_016978-T1, CHIFNET18NJ590_016381-T1	DBVPG3775_005046-T1
GF00000914	CHIFNET18NJ590_000097-T1, CHIFNET18NJ590_015251-T1, CHIFNET18NJ590_016753-T1, CHIFNET18NJ590_016382-T1	DBVPG3775_005047-T1
GF00000915	CHIFNET18NJ590_000098-T1, CHIFNET18NJ590_015990-T1, CHIFNET18NJ590_015252-T1, CHIFNET18NJ590_016865-T1	DBVPG3775_005048-T1
GF00000916	CHIFNET18NJ590_000108-T1, CHIFNET18NJ590_014087-T1, CHIFNET18NJ590_014594-T1, CHIFNET18NJ590_017256-T1	DBVPG3775_005059-T1
GF00000917	CHIFNET18NJ590_000122-T1, CHIFNET18NJ590_014130-T1, CHIFNET18NJ590_017442-T1, CHIFNET18NJ590_016122-T1	DBVPG3775_005073-T1
GF00000918	CHIFNET18NJ590_000125-T1, CHIFNET18NJ590_014675-T1, CHIFNET18NJ590_016385-T1, CHIFNET18NJ590_017529-T1	DBVPG3775_005076-T1
GF00000919	CHIFNET18NJ590_000138-T1, CHIFNET18NJ590_014541-T1, CHIFNET18NJ590_015897-T1, CHIFNET18NJ590_017108-T1	DBVPG3775_005091-T1
GF00000920	CHIFNET18NJ590_000139-T1, CHIFNET18NJ590_013607-T1, CHIFNET18NJ590_015769-T1, CHIFNET18NJ590_015898-T1	DBVPG3775_005092-T1
GF00000921	CHIFNET18NJ590_000147-T1, CHIFNET18NJ590_013424-T1, CHIFNET18NJ590_014838-T1, CHIFNET18NJ590_017516-T1	DBVPG3775_005100-T1
GF00000922	CHIFNET18NJ590_000150-T1, CHIFNET18NJ590_013911-T1, CHIFNET18NJ590_015838-T1, CHIFNET18NJ590_016655-T1	DBVPG3775_005103-T1
GF00000923	CHIFNET18NJ590_000156-T1, CHIFNET18NJ590_016359-T1, CHIFNET18NJ590_014217-T1, CHIFNET18NJ590_016136-T1	DBVPG3775_005110-T1
GF00000924	CHIFNET18NJ590_000157-T1, CHIFNET18NJ590_013227-T1, CHIFNET18NJ590_014638-T1, CHIFNET18NJ590_017258-T1	DBVPG3775_005111-T1
GF00000925	CHIFNET18NJ590_000163-T1, CHIFNET18NJ590_012515-T1, CHIFNET18NJ590_017279-T1, CHIFNET18NJ590_015324-T1	DBVPG3775_005117-T1
GF00000926	CHIFNET18NJ590_000167-T1, CHIFNET18NJ590_012510-T1, CHIFNET18NJ590_012511-T1, CHIFNET18NJ590_012509-T1	DBVPG3775_005121-T1
GF00000927	CHIFNET18NJ590_000183-T1, CHIFNET18NJ590_013295-T1, CHIFNET18NJ590_013411-T1, CHIFNET18NJ590_014678-T1	DBVPG3775_005136-T1
GF00000928	CHIFNET18NJ590_000184-T1, CHIFNET18NJ590_013296-T1, CHIFNET18NJ590_014677-T1, CHIFNET18NJ590_014676-T1	DBVPG3775_005137-T1
GF00000929	CHIFNET18NJ590_000201-T1, CHIFNET18NJ590_014936-T1, CHIFNET18NJ590_015162-T1, CHIFNET18NJ590_015457-T1	DBVPG3775_003977-T1
GF00000930	CHIFNET18NJ590_000202-T1, CHIFNET18NJ590_014975-T1, CHIFNET18NJ590_016243-T1, CHIFNET18NJ590_016947-T1	DBVPG3775_003978-T1
GF00000931	CHIFNET18NJ590_000206-T1, CHIFNET18NJ590_014608-T1, CHIFNET18NJ590_015554-T1, CHIFNET18NJ590_015303-T1	DBVPG3775_003983-T1
GF00000932	CHIFNET18NJ590_000210-T1, CHIFNET18NJ590_014828-T1, CHIFNET18NJ590_014905-T1, CHIFNET18NJ590_016731-T1	DBVPG3775_003986-T1
GF00000933	CHIFNET18NJ590_000219-T1, CHIFNET18NJ590_015560-T1, CHIFNET18NJ590_014525-T1, CHIFNET18NJ590_014115-T1	DBVPG3775_003998-T1
GF00000934	CHIFNET18NJ590_000234-T1, CHIFNET18NJ590_016250-T1, CHIFNET18NJ590_015615-T1, CHIFNET18NJ590_016588-T1	DBVPG3775_004011-T1
GF00000935	CHIFNET18NJ590_000237-T1, CHIFNET18NJ590_014058-T1, CHIFNET18NJ590_013965-T1, CHIFNET18NJ590_017003-T1	DBVPG3775_004014-T1
GF00000936	CHIFNET18NJ590_000243-T1, CHIFNET18NJ590_016619-T1, CHIFNET18NJ590_014856-T1, CHIFNET18NJ590_017513-T1	DBVPG3775_004020-T1
GF00000937	CHIFNET18NJ590_000245-T1, CHIFNET18NJ590_014805-T1, CHIFNET18NJ590_017523-T1, CHIFNET18NJ590_015936-T1	DBVPG3775_004022-T1
GF00000938	CHIFNET18NJ590_000247-T1, CHIFNET18NJ590_014685-T1, CHIFNET18NJ590_014688-T1, CHIFNET18NJ590_017049-T1	DBVPG3775_004024-T1
GF00000939	CHIFNET18NJ590_000275-T1, CHIFNET18NJ590_015594-T1, CHIFNET18NJ590_016375-T1, CHIFNET18NJ590_016013-T1	DBVPG3775_004126-T1
GF00000940	CHIFNET18NJ590_000280-T1, CHIFNET18NJ590_015255-T1, CHIFNET18NJ590_015544-T1, CHIFNET18NJ590_016959-T1	DBVPG3775_004131-T1
GF00000941	CHIFNET18NJ590_000291-T1, CHIFNET18NJ590_015711-T1, CHIFNET18NJ590_015000-T1, CHIFNET18NJ590_017306-T1	DBVPG3775_004143-T1
GF00000942	CHIFNET18NJ590_000297-T1, CHIFNET18NJ590_016650-T1, CHIFNET18NJ590_016061-T1, CHIFNET18NJ590_016054-T1	DBVPG3775_004150-T1
GF00000943	CHIFNET18NJ590_000305-T1, CHIFNET18NJ590_015024-T1, CHIFNET18NJ590_009741-T1, CHIFNET18NJ590_016406-T1	DBVPG3775_004157-T1
GF00000944	CHIFNET18NJ590_000314-T1, CHIFNET18NJ590_014925-T1, CHIFNET18NJ590_015247-T1, CHIFNET18NJ590_017246-T1	DBVPG3775_004166-T1
GF00000945	CHIFNET18NJ590_000316-T1, CHIFNET18NJ590_015071-T1, CHIFNET18NJ590_017398-T1, CHIFNET18NJ590_016886-T1	DBVPG3775_004168-T1
GF00000946	CHIFNET18NJ590_000320-T1, CHIFNET18NJ590_014368-T1, CHIFNET18NJ590_016712-T1, CHIFNET18NJ590_016746-T1	DBVPG3775_004171-T1
GF00000947	CHIFNET18NJ590_000322-T1, CHIFNET18NJ590_015505-T1, CHIFNET18NJ590_014246-T1, CHIFNET18NJ590_016802-T1	DBVPG3775_004173-T1
GF00000948	CHIFNET18NJ590_000338-T1, CHIFNET18NJ590_016732-T1, CHIFNET18NJ590_016839-T1, CHIFNET18NJ590_016498-T1	DBVPG3775_004191-T1
GF00000949	CHIFNET18NJ590_000457-T1, CHIFNET18NJ590_011843-T1, CHIFNET18NJ590_011844-T1	DBVPG3775_001106-T1, DBVPG3775_001107-T1
GF00000950	CHIFNET18NJ590_000476-T1, CHIFNET18NJ590_006934-T1, CHIFNET18NJ590_006933-T1	DBVPG3775_001126-T1, DBVPG3775_001127-T1
GF00000951	CHIFNET18NJ590_000514-T1, CHIFNET18NJ590_005336-T1, CHIFNET18NJ590_000515-T1	DBVPG3775_000057-T1, DBVPG3775_000058-T1
GF00000952	CHIFNET18NJ590_000606-T1, CHIFNET18NJ590_003347-T1, CHIFNET18NJ590_000607-T1	DBVPG3775_000149-T1, DBVPG3775_000150-T1
GF00000953	CHIFNET18NJ590_000624-T1, CHIFNET18NJ590_000625-T1, CHIFNET18NJ590_003330-T1	DBVPG3775_000167-T1, DBVPG3775_000168-T1
GF00000954	CHIFNET18NJ590_000674-T1, CHIFNET18NJ590_003284-T1, CHIFNET18NJ590_011737-T1	DBVPG3775_000216-T1, DBVPG3775_005969-T1
GF00000955	CHIFNET18NJ590_002120-T1, CHIFNET18NJ590_002441-T1, CHIFNET18NJ590_004079-T1, CHIFNET18NJ590_006971-T1	DBVPG3775_005476-T1
GF00000956	CHIFNET18NJ590_000736-T1, CHIFNET18NJ590_014585-T1, CHIFNET18NJ590_015431-T1, CHIFNET18NJ590_013256-T1	DBVPG3775_004118-T1
GF00000957	CHIFNET18NJ590_000746-T1, CHIFNET18NJ590_016313-T1, CHIFNET18NJ590_015189-T1, CHIFNET18NJ590_013730-T1	DBVPG3775_007055-T1
GF00000958	CHIFNET18NJ590_000756-T1, CHIFNET18NJ590_016841-T1, CHIFNET18NJ590_015817-T1, CHIFNET18NJ590_016486-T1	DBVPG3775_007065-T1
GF00000959	CHIFNET18NJ590_000757-T1, CHIFNET18NJ590_016283-T1, CHIFNET18NJ590_017428-T1, CHIFNET18NJ590_016487-T1	DBVPG3775_007066-T1
GF00000960	CHIFNET18NJ590_000761-T1, CHIFNET18NJ590_015395-T1, CHIFNET18NJ590_016767-T1, CHIFNET18NJ590_016205-T1	DBVPG3775_007070-T1
GF00000961	CHIFNET18NJ590_000762-T1, CHIFNET18NJ590_017057-T1, CHIFNET18NJ590_015394-T1, CHIFNET18NJ590_016204-T1	DBVPG3775_007071-T1
GF00000962	CHIFNET18NJ590_000763-T1, CHIFNET18NJ590_015524-T1, CHIFNET18NJ590_016694-T1, CHIFNET18NJ590_016965-T1	DBVPG3775_007072-T1
GF00000963	CHIFNET18NJ590_000764-T1, CHIFNET18NJ590_016055-T1, CHIFNET18NJ590_017124-T1, CHIFNET18NJ590_016849-T1	DBVPG3775_007073-T1
GF00000964	CHIFNET18NJ590_000796-T1, CHIFNET18NJ590_011321-T1, CHIFNET18NJ590_011322-T1	DBVPG3775_006161-T1, DBVPG3775_006162-T1
GF00000965	CHIFNET18NJ590_000809-T1, CHIFNET18NJ590_011336-T1, CHIFNET18NJ590_016156-T1, CHIFNET18NJ590_013882-T1	DBVPG3775_006148-T1
GF00000966	CHIFNET18NJ590_000813-T1, CHIFNET18NJ590_013878-T1, CHIFNET18NJ590_014385-T1, CHIFNET18NJ590_017429-T1	DBVPG3775_007195-T1
GF00000967	CHIFNET18NJ590_000818-T1, CHIFNET18NJ590_016695-T1, CHIFNET18NJ590_016284-T1, CHIFNET18NJ590_016287-T1	DBVPG3775_007189-T1
GF00000968	CHIFNET18NJ590_000822-T1, CHIFNET18NJ590_013361-T1, CHIFNET18NJ590_015191-T1, CHIFNET18NJ590_016620-T1	DBVPG3775_007185-T1
GF00000969	CHIFNET18NJ590_000824-T1, CHIFNET18NJ590_014311-T1, CHIFNET18NJ590_014149-T1, CHIFNET18NJ590_016021-T1	DBVPG3775_005896-T1
GF00000970	CHIFNET18NJ590_000838-T1, CHIFNET18NJ590_012474-T1, CHIFNET18NJ590_012473-T1	DBVPG3775_005881-T1, DBVPG3775_005882-T1
GF00000971	CHIFNET18NJ590_009012-T1, CHIFNET18NJ590_013919-T1, CHIFNET18NJ590_016164-T1, CHIFNET18NJ590_015211-T1	DBVPG3775_000659-T1
GF00000972	CHIFNET18NJ590_000910-T1, CHIFNET18NJ590_015767-T1, CHIFNET18NJ590_014254-T1, CHIFNET18NJ590_015561-T1	DBVPG3775_005930-T1
GF00000973	CHIFNET18NJ590_000913-T1, CHIFNET18NJ590_015326-T1, CHIFNET18NJ590_015376-T1, CHIFNET18NJ590_015373-T1	DBVPG3775_005927-T1
GF00000974	CHIFNET18NJ590_000924-T1, CHIFNET18NJ590_014548-T1, CHIFNET18NJ590_017119-T1, CHIFNET18NJ590_017075-T1	DBVPG3775_005917-T1
GF00000975	CHIFNET18NJ590_000930-T1, CHIFNET18NJ590_013654-T1, CHIFNET18NJ590_014101-T1, CHIFNET18NJ590_014100-T1	DBVPG3775_005913-T1
GF00000976	CHIFNET18NJ590_000936-T1, CHIFNET18NJ590_015411-T1, CHIFNET18NJ590_017085-T1, CHIFNET18NJ590_015686-T1	DBVPG3775_005907-T1
GF00000977	CHIFNET18NJ590_000938-T1, CHIFNET18NJ590_014718-T1, CHIFNET18NJ590_015950-T1, CHIFNET18NJ590_015951-T1	DBVPG3775_005905-T1
GF00000978	CHIFNET18NJ590_000940-T1, CHIFNET18NJ590_013094-T1, CHIFNET18NJ590_014334-T1, CHIFNET18NJ590_009820-T1	DBVPG3775_006084-T1
GF00000979	CHIFNET18NJ590_000943-T1, CHIFNET18NJ590_013657-T1, CHIFNET18NJ590_013892-T1, CHIFNET18NJ590_016658-T1	DBVPG3775_005901-T1
GF00000980	CHIFNET18NJ590_000950-T1, CHIFNET18NJ590_014644-T1, CHIFNET18NJ590_015234-T1, CHIFNET18NJ590_017464-T1	DBVPG3775_007181-T1
GF00000981	CHIFNET18NJ590_000964-T1, CHIFNET18NJ590_013169-T1, CHIFNET18NJ590_016526-T1, CHIFNET18NJ590_014421-T1	DBVPG3775_001026-T1
GF00000982	CHIFNET18NJ590_000966-T1, CHIFNET18NJ590_013171-T1, CHIFNET18NJ590_017298-T1, CHIFNET18NJ590_017286-T1	DBVPG3775_001024-T1
GF00000983	CHIFNET18NJ590_000984-T1, CHIFNET18NJ590_013888-T1, CHIFNET18NJ590_013966-T1, CHIFNET18NJ590_016460-T1	DBVPG3775_001008-T1
GF00000984	CHIFNET18NJ590_000987-T1, CHIFNET18NJ590_013885-T1, CHIFNET18NJ590_013969-T1, CHIFNET18NJ590_015798-T1	DBVPG3775_001005-T1
GF00000985	CHIFNET18NJ590_000994-T1, CHIFNET18NJ590_016040-T1, CHIFNET18NJ590_015405-T1, CHIFNET18NJ590_016567-T1	DBVPG3775_000998-T1
GF00000986	CHIFNET18NJ590_000995-T1, CHIFNET18NJ590_015183-T1, CHIFNET18NJ590_015404-T1, CHIFNET18NJ590_017152-T1	DBVPG3775_000997-T1
GF00000987	CHIFNET18NJ590_000996-T1, CHIFNET18NJ590_015182-T1, CHIFNET18NJ590_017174-T1, CHIFNET18NJ590_017450-T1	DBVPG3775_000996-T1
GF00000988	CHIFNET18NJ590_001014-T1, CHIFNET18NJ590_011598-T1, CHIFNET18NJ590_001015-T1, CHIFNET18NJ590_011599-T1	DBVPG3775_000980-T1
GF00000989	CHIFNET18NJ590_001000-T1, CHIFNET18NJ590_015957-T1, CHIFNET18NJ590_016887-T1, CHIFNET18NJ590_016586-T1	DBVPG3775_000992-T1
GF00000990	CHIFNET18NJ590_001006-T1, CHIFNET18NJ590_014338-T1, CHIFNET18NJ590_016519-T1, CHIFNET18NJ590_015673-T1	DBVPG3775_000987-T1
GF00000991	CHIFNET18NJ590_001007-T1, CHIFNET18NJ590_014245-T1, CHIFNET18NJ590_014401-T1, CHIFNET18NJ590_015672-T1	DBVPG3775_000988-T1
GF00000992	CHIFNET18NJ590_001054-T1, CHIFNET18NJ590_015786-T1, CHIFNET18NJ590_015581-T1, CHIFNET18NJ590_015580-T1	DBVPG3775_000939-T1
