	Rhodotorula_mucilaginosa_DBVPG_3856.cds.fa
GF00000011	DBVPG3856_013996-T1, DBVPG3856_013273-T1, DBVPG3856_002762-T1, DBVPG3856_000092-T1, DBVPG3856_002632-T1, DBVPG3856_014153-T1, DBVPG3856_003749-T1, DBVPG3856_009689-T1, DBVPG3856_007274-T1, DBVPG3856_003283-T1, DBVPG3856_005188-T1, DBVPG3856_010373-T1, DBVPG3856_009591-T1, DBVPG3856_007281-T1, DBVPG3856_007287-T1, DBVPG3856_013991-T1, DBVPG3856_007286-T1
GF00000012	DBVPG3856_001529-T1, DBVPG3856_014386-T1, DBVPG3856_011023-T1, DBVPG3856_001533-T1, DBVPG3856_013255-T1, DBVPG3856_014814-T1, DBVPG3856_001496-T1, DBVPG3856_007256-T1, DBVPG3856_005574-T1, DBVPG3856_006733-T1, DBVPG3856_012349-T1, DBVPG3856_004038-T1, DBVPG3856_004039-T1, DBVPG3856_012348-T1, DBVPG3856_013297-T1, DBVPG3856_007701-T1
GF00000013	DBVPG3856_009231-T1, DBVPG3856_006921-T1, DBVPG3856_009232-T1, DBVPG3856_009233-T1, DBVPG3856_005836-T1, DBVPG3856_002186-T1, DBVPG3856_007662-T1, DBVPG3856_009236-T1, DBVPG3856_006271-T1, DBVPG3856_007661-T1, DBVPG3856_003134-T1, DBVPG3856_009235-T1, DBVPG3856_009234-T1, DBVPG3856_002185-T1, DBVPG3856_008984-T1, DBVPG3856_005835-T1
GF00000014	DBVPG3856_009948-T1, DBVPG3856_012427-T1, DBVPG3856_012432-T1, DBVPG3856_012424-T1, DBVPG3856_005191-T1, DBVPG3856_005192-T1, DBVPG3856_009963-T1, DBVPG3856_009962-T1, DBVPG3856_009966-T1, DBVPG3856_012433-T1, DBVPG3856_009965-T1, DBVPG3856_009964-T1, DBVPG3856_014742-T1, DBVPG3856_009686-T1, DBVPG3856_009967-T1, DBVPG3856_015146-T1
GF00000015	DBVPG3856_010240-T1, DBVPG3856_012959-T1, DBVPG3856_004509-T1, DBVPG3856_007505-T1, DBVPG3856_001668-T1, DBVPG3856_005751-T1, DBVPG3856_008771-T1, DBVPG3856_012743-T1, DBVPG3856_006636-T1, DBVPG3856_005216-T1, DBVPG3856_013715-T1, DBVPG3856_012007-T1, DBVPG3856_008628-T1, DBVPG3856_001062-T1, DBVPG3856_007969-T1, DBVPG3856_004751-T1
GF00000016	DBVPG3856_003180-T1, DBVPG3856_000992-T1, DBVPG3856_001938-T1, DBVPG3856_003322-T1, DBVPG3856_001644-T1, DBVPG3856_013819-T1, DBVPG3856_001572-T1, DBVPG3856_014969-T1, DBVPG3856_009148-T1, DBVPG3856_009730-T1, DBVPG3856_003681-T1, DBVPG3856_004619-T1, DBVPG3856_004319-T1, DBVPG3856_012544-T1, DBVPG3856_000175-T1
GF00000017	DBVPG3856_002703-T1, DBVPG3856_005509-T1, DBVPG3856_013777-T1, DBVPG3856_011018-T1, DBVPG3856_007813-T1, DBVPG3856_013158-T1, DBVPG3856_010399-T1, DBVPG3856_004394-T1, DBVPG3856_006530-T1, DBVPG3856_005721-T1, DBVPG3856_012824-T1, DBVPG3856_006819-T1, DBVPG3856_010977-T1, DBVPG3856_004393-T1, DBVPG3856_015181-T1
GF00000018	DBVPG3856_013519-T1, DBVPG3856_002137-T1, DBVPG3856_002177-T1, DBVPG3856_002136-T1, DBVPG3856_008917-T1, DBVPG3856_002138-T1, DBVPG3856_010895-T1, DBVPG3856_010896-T1, DBVPG3856_010898-T1, DBVPG3856_010894-T1, DBVPG3856_002176-T1, DBVPG3856_010897-T1, DBVPG3856_013517-T1, DBVPG3856_003457-T1, DBVPG3856_007015-T1
GF00000019	DBVPG3856_005314-T1, DBVPG3856_011204-T1, DBVPG3856_002154-T1, DBVPG3856_008183-T1, DBVPG3856_001739-T1, DBVPG3856_006075-T1, DBVPG3856_008479-T1, DBVPG3856_008398-T1, DBVPG3856_001258-T1, DBVPG3856_006593-T1, DBVPG3856_009846-T1, DBVPG3856_000922-T1, DBVPG3856_001196-T1, DBVPG3856_010487-T1
GF00000020	DBVPG3856_009765-T1, DBVPG3856_014088-T1, DBVPG3856_010704-T1, DBVPG3856_007355-T1, DBVPG3856_011936-T1, DBVPG3856_011935-T1, DBVPG3856_002827-T1, DBVPG3856_003818-T1, DBVPG3856_010703-T1, DBVPG3856_003602-T1, DBVPG3856_009757-T1, DBVPG3856_007354-T1, DBVPG3856_012523-T1, DBVPG3856_009417-T1
GF00000021	DBVPG3856_002854-T1, DBVPG3856_013489-T1, DBVPG3856_014601-T1, DBVPG3856_013205-T1, DBVPG3856_010236-T1, DBVPG3856_012956-T1, DBVPG3856_003099-T1, DBVPG3856_009244-T1, DBVPG3856_002006-T1, DBVPG3856_006890-T1, DBVPG3856_010867-T1, DBVPG3856_012851-T1, DBVPG3856_012850-T1, DBVPG3856_010868-T1
GF00000022	DBVPG3856_003363-T1, DBVPG3856_002262-T1, DBVPG3856_002258-T1, DBVPG3856_003364-T1, DBVPG3856_002263-T1, DBVPG3856_002261-T1, DBVPG3856_003362-T1, DBVPG3856_002257-T1, DBVPG3856_002259-T1, DBVPG3856_003361-T1, DBVPG3856_002260-T1, DBVPG3856_003358-T1, DBVPG3856_003359-T1, DBVPG3856_003360-T1
GF00000023	DBVPG3856_008664-T1, DBVPG3856_013125-T1, DBVPG3856_002299-T1, DBVPG3856_008999-T1, DBVPG3856_001056-T1, DBVPG3856_004503-T1, DBVPG3856_010468-T1, DBVPG3856_012629-T1, DBVPG3856_010738-T1, DBVPG3856_004291-T1, DBVPG3856_003720-T1, DBVPG3856_012241-T1, DBVPG3856_015051-T1
GF00000024	DBVPG3856_007273-T1, DBVPG3856_003282-T1, DBVPG3856_008007-T1, DBVPG3856_009350-T1, DBVPG3856_000192-T1, DBVPG3856_006547-T1, DBVPG3856_001992-T1, DBVPG3856_014460-T1, DBVPG3856_002107-T1, DBVPG3856_009385-T1, DBVPG3856_008516-T1, DBVPG3856_005994-T1, DBVPG3856_009685-T1
GF00000025	DBVPG3856_003957-T1, DBVPG3856_001099-T1, DBVPG3856_010510-T1, DBVPG3856_003956-T1, DBVPG3856_000697-T1, DBVPG3856_001362-T1, DBVPG3856_011421-T1, DBVPG3856_013087-T1, DBVPG3856_010147-T1, DBVPG3856_001098-T1, DBVPG3856_011158-T1, DBVPG3856_001097-T1, DBVPG3856_011157-T1
GF00000026	DBVPG3856_013237-T1, DBVPG3856_009166-T1, DBVPG3856_009714-T1, DBVPG3856_002589-T1, DBVPG3856_001427-T1, DBVPG3856_014120-T1, DBVPG3856_010290-T1, DBVPG3856_011976-T1, DBVPG3856_008970-T1, DBVPG3856_006256-T1, DBVPG3856_007319-T1, DBVPG3856_014238-T1, DBVPG3856_007318-T1
GF00000027	DBVPG3856_014812-T1, DBVPG3856_001531-T1, DBVPG3856_000614-T1, DBVPG3856_009262-T1, DBVPG3856_009261-T1, DBVPG3856_000140-T1, DBVPG3856_009260-T1, DBVPG3856_000141-T1, DBVPG3856_011594-T1, DBVPG3856_000139-T1, DBVPG3856_000431-T1, DBVPG3856_006217-T1
GF00000028	DBVPG3856_003576-T1, DBVPG3856_005799-T1, DBVPG3856_005605-T1, DBVPG3856_004735-T1, DBVPG3856_002939-T1, DBVPG3856_004139-T1, DBVPG3856_004232-T1, DBVPG3856_006092-T1, DBVPG3856_002934-T1, DBVPG3856_013355-T1, DBVPG3856_014478-T1, DBVPG3856_004134-T1
GF00000029	DBVPG3856_003159-T1, DBVPG3856_010834-T1, DBVPG3856_002671-T1, DBVPG3856_013552-T1, DBVPG3856_012136-T1, DBVPG3856_005394-T1, DBVPG3856_000055-T1, DBVPG3856_000053-T1, DBVPG3856_007896-T1, DBVPG3856_002673-T1, DBVPG3856_012135-T1, DBVPG3856_013551-T1
GF00000030	DBVPG3856_012426-T1, DBVPG3856_005194-T1, DBVPG3856_012425-T1, DBVPG3856_009958-T1, DBVPG3856_014743-T1, DBVPG3856_009961-T1, DBVPG3856_014039-T1, DBVPG3856_005193-T1, DBVPG3856_009949-T1, DBVPG3856_009960-T1, DBVPG3856_005161-T1, DBVPG3856_014744-T1
GF00000031	DBVPG3856_001370-T1, DBVPG3856_001353-T1, DBVPG3856_001371-T1, DBVPG3856_000693-T1, DBVPG3856_000706-T1, DBVPG3856_001899-T1, DBVPG3856_000707-T1, DBVPG3856_000692-T1, DBVPG3856_000694-T1, DBVPG3856_000950-T1, DBVPG3856_000949-T1
GF00000032	DBVPG3856_000447-T1, DBVPG3856_005159-T1, DBVPG3856_014037-T1, DBVPG3856_012434-T1, DBVPG3856_009744-T1, DBVPG3856_003586-T1, DBVPG3856_014745-T1, DBVPG3856_003592-T1, DBVPG3856_003595-T1, DBVPG3856_003596-T1, DBVPG3856_009750-T1
GF00000033	DBVPG3856_012812-T1, DBVPG3856_003542-T1, DBVPG3856_014779-T1, DBVPG3856_002439-T1, DBVPG3856_011028-T1, DBVPG3856_011426-T1, DBVPG3856_013436-T1, DBVPG3856_009123-T1, DBVPG3856_003760-T1, DBVPG3856_010878-T1, DBVPG3856_015076-T1
GF00000034	DBVPG3856_007246-T1, DBVPG3856_001553-T1, DBVPG3856_013849-T1, DBVPG3856_009063-T1, DBVPG3856_005148-T1, DBVPG3856_002357-T1, DBVPG3856_005150-T1, DBVPG3856_005149-T1, DBVPG3856_002358-T1, DBVPG3856_002359-T1
GF00000035	DBVPG3856_011136-T1, DBVPG3856_011886-T1, DBVPG3856_011135-T1, DBVPG3856_011885-T1, DBVPG3856_011132-T1, DBVPG3856_011882-T1, DBVPG3856_011134-T1, DBVPG3856_011884-T1, DBVPG3856_011881-T1, DBVPG3856_011131-T1
GF00000036	DBVPG3856_004485-T1, DBVPG3856_010488-T1, DBVPG3856_011464-T1, DBVPG3856_006556-T1, DBVPG3856_001197-T1, DBVPG3856_001040-T1, DBVPG3856_004605-T1, DBVPG3856_011073-T1, DBVPG3856_009631-T1, DBVPG3856_009632-T1
GF00000037	DBVPG3856_003653-T1, DBVPG3856_004628-T1, DBVPG3856_004642-T1, DBVPG3856_003666-T1, DBVPG3856_003670-T1, DBVPG3856_003667-T1, DBVPG3856_003683-T1, DBVPG3856_003669-T1, DBVPG3856_003682-T1, DBVPG3856_003668-T1
GF00000038	DBVPG3856_000009-T1, DBVPG3856_012976-T1, DBVPG3856_006751-T1, DBVPG3856_011636-T1, DBVPG3856_005853-T1, DBVPG3856_006936-T1, DBVPG3856_009696-T1, DBVPG3856_005181-T1, DBVPG3856_002983-T1, DBVPG3856_015100-T1
GF00000039	DBVPG3856_008152-T1, DBVPG3856_008146-T1, DBVPG3856_012513-T1, DBVPG3856_012512-T1, DBVPG3856_008150-T1, DBVPG3856_012516-T1, DBVPG3856_008151-T1, DBVPG3856_012515-T1, DBVPG3856_008145-T1, DBVPG3856_012514-T1
GF00000040	DBVPG3856_005834-T1, DBVPG3856_006920-T1, DBVPG3856_002401-T1, DBVPG3856_007307-T1, DBVPG3856_002579-T1, DBVPG3856_000521-T1, DBVPG3856_005119-T1, DBVPG3856_008323-T1, DBVPG3856_005837-T1, DBVPG3856_014846-T1
GF00000041	DBVPG3856_002860-T1, DBVPG3856_009674-T1, DBVPG3856_002859-T1, DBVPG3856_009677-T1, DBVPG3856_009671-T1, DBVPG3856_009676-T1, DBVPG3856_009672-T1, DBVPG3856_002858-T1, DBVPG3856_009675-T1, DBVPG3856_009673-T1
GF00000042	DBVPG3856_004179-T1, DBVPG3856_007753-T1, DBVPG3856_007717-T1, DBVPG3856_007754-T1, DBVPG3856_007756-T1, DBVPG3856_007755-T1, DBVPG3856_006585-T1, DBVPG3856_006263-T1, DBVPG3856_006262-T1, DBVPG3856_008976-T1
GF00000043	DBVPG3856_001075-T1, DBVPG3856_004523-T1, DBVPG3856_004522-T1, DBVPG3856_000761-T1, DBVPG3856_009319-T1, DBVPG3856_015108-T1, DBVPG3856_005081-T1, DBVPG3856_011172-T1, DBVPG3856_010067-T1, DBVPG3856_012215-T1
GF00000044	DBVPG3856_004633-T1, DBVPG3856_003661-T1, DBVPG3856_003671-T1, DBVPG3856_004627-T1, DBVPG3856_014918-T1, DBVPG3856_015061-T1, DBVPG3856_014919-T1, DBVPG3856_015115-T1, DBVPG3856_015114-T1
GF00000045	DBVPG3856_010007-T1, DBVPG3856_003343-T1, DBVPG3856_003449-T1, DBVPG3856_007007-T1, DBVPG3856_007909-T1, DBVPG3856_015134-T1, DBVPG3856_015141-T1, DBVPG3856_015142-T1, DBVPG3856_012091-T1
GF00000046	DBVPG3856_009491-T1, DBVPG3856_013363-T1, DBVPG3856_011580-T1, DBVPG3856_013367-T1, DBVPG3856_012204-T1, DBVPG3856_012205-T1, DBVPG3856_013369-T1, DBVPG3856_011581-T1, DBVPG3856_013368-T1
GF00000047	DBVPG3856_009010-T1, DBVPG3856_012638-T1, DBVPG3856_000977-T1, DBVPG3856_001924-T1, DBVPG3856_008958-T1, DBVPG3856_001690-T1, DBVPG3856_007992-T1, DBVPG3856_014413-T1, DBVPG3856_011638-T1
GF00000048	DBVPG3856_008313-T1, DBVPG3856_008312-T1, DBVPG3856_000354-T1, DBVPG3856_002480-T1, DBVPG3856_002224-T1, DBVPG3856_001753-T1, DBVPG3856_006059-T1, DBVPG3856_006388-T1, DBVPG3856_006387-T1
GF00000049	DBVPG3856_007794-T1, DBVPG3856_011265-T1, DBVPG3856_010999-T1, DBVPG3856_008243-T1, DBVPG3856_003730-T1, DBVPG3856_012249-T1, DBVPG3856_014901-T1, DBVPG3856_008242-T1, DBVPG3856_011815-T1
GF00000050	DBVPG3856_005761-T1, DBVPG3856_008774-T1, DBVPG3856_005754-T1, DBVPG3856_005760-T1, DBVPG3856_008781-T1, DBVPG3856_008782-T1, DBVPG3856_005764-T1, DBVPG3856_014978-T1, DBVPG3856_014977-T1
GF00000051	DBVPG3856_006577-T1, DBVPG3856_014860-T1, DBVPG3856_011475-T1, DBVPG3856_006566-T1, DBVPG3856_006576-T1, DBVPG3856_006582-T1, DBVPG3856_013981-T1, DBVPG3856_007750-T1, DBVPG3856_006567-T1
GF00000052	DBVPG3856_001173-T1, DBVPG3856_005755-T1, DBVPG3856_008775-T1, DBVPG3856_001210-T1, DBVPG3856_011084-T1, DBVPG3856_009044-T1, DBVPG3856_000472-T1, DBVPG3856_009788-T1, DBVPG3856_008776-T1
GF00000053	DBVPG3856_008734-T1, DBVPG3856_006105-T1, DBVPG3856_001779-T1, DBVPG3856_004245-T1, DBVPG3856_002916-T1, DBVPG3856_007502-T1, DBVPG3856_012746-T1, DBVPG3856_010504-T1, DBVPG3856_011164-T1
GF00000054	DBVPG3856_005737-T1, DBVPG3856_002756-T1, DBVPG3856_012368-T1, DBVPG3856_004871-T1, DBVPG3856_004457-T1, DBVPG3856_015016-T1, DBVPG3856_013878-T1, DBVPG3856_009181-T1, DBVPG3856_009180-T1
GF00000055	DBVPG3856_000012-T1, DBVPG3856_012979-T1, DBVPG3856_002679-T1, DBVPG3856_000046-T1, DBVPG3856_000047-T1, DBVPG3856_002678-T1, DBVPG3856_014580-T1, DBVPG3856_012980-T1, DBVPG3856_000013-T1
GF00000056	DBVPG3856_014551-T1, DBVPG3856_005660-T1, DBVPG3856_009582-T1, DBVPG3856_006119-T1, DBVPG3856_000223-T1, DBVPG3856_012870-T1, DBVPG3856_005173-T1, DBVPG3856_009703-T1
GF00000057	DBVPG3856_003739-T1, DBVPG3856_010693-T1, DBVPG3856_003735-T1, DBVPG3856_010688-T1, DBVPG3856_011020-T1, DBVPG3856_015106-T1, DBVPG3856_010687-T1, DBVPG3856_014878-T1
GF00000058	DBVPG3856_007410-T1, DBVPG3856_007370-T1, DBVPG3856_003786-T1, DBVPG3856_007371-T1, DBVPG3856_007372-T1, DBVPG3856_007412-T1, DBVPG3856_007411-T1, DBVPG3856_015132-T1
GF00000059	DBVPG3856_003182-T1, DBVPG3856_003320-T1, DBVPG3856_002114-T1, DBVPG3856_013734-T1, DBVPG3856_002009-T1, DBVPG3856_012847-T1, DBVPG3856_014737-T1, DBVPG3856_014741-T1
GF00000060	DBVPG3856_011582-T1, DBVPG3856_011576-T1, DBVPG3856_013370-T1, DBVPG3856_012203-T1, DBVPG3856_009493-T1, DBVPG3856_009483-T1, DBVPG3856_012212-T1, DBVPG3856_009492-T1
GF00000061	DBVPG3856_011370-T1, DBVPG3856_003495-T1, DBVPG3856_004596-T1, DBVPG3856_008458-T1, DBVPG3856_004837-T1, DBVPG3856_008457-T1, DBVPG3856_003707-T1, DBVPG3856_003706-T1
GF00000062	DBVPG3856_001727-T1, DBVPG3856_004913-T1, DBVPG3856_001725-T1, DBVPG3856_004915-T1, DBVPG3856_001906-T1, DBVPG3856_000958-T1, DBVPG3856_004922-T1, DBVPG3856_001718-T1
GF00000063	DBVPG3856_005400-T1, DBVPG3856_010526-T1, DBVPG3856_005448-T1, DBVPG3856_010097-T1, DBVPG3856_009558-T1, DBVPG3856_012726-T1, DBVPG3856_007733-T1, DBVPG3856_013043-T1
GF00000064	DBVPG3856_005622-T1, DBVPG3856_004716-T1, DBVPG3856_000927-T1, DBVPG3856_009841-T1, DBVPG3856_010718-T1, DBVPG3856_007366-T1, DBVPG3856_011452-T1, DBVPG3856_007625-T1
GF00000065	DBVPG3856_012906-T1, DBVPG3856_012988-T1, DBVPG3856_013270-T1, DBVPG3856_002765-T1, DBVPG3856_011494-T1, DBVPG3856_005504-T1, DBVPG3856_000714-T1, DBVPG3856_001346-T1
GF00000066	DBVPG3856_002389-T1, DBVPG3856_002410-T1, DBVPG3856_002404-T1, DBVPG3856_014320-T1, DBVPG3856_013105-T1, DBVPG3856_014815-T1, DBVPG3856_014326-T1, DBVPG3856_002414-T1
GF00000067	DBVPG3856_011154-T1, DBVPG3856_001180-T1, DBVPG3856_010513-T1, DBVPG3856_010515-T1, DBVPG3856_010514-T1, DBVPG3856_001181-T1, DBVPG3856_010471-T1, DBVPG3856_011153-T1
GF00000068	DBVPG3856_000576-T1, DBVPG3856_004025-T1, DBVPG3856_014522-T1, DBVPG3856_002594-T1, DBVPG3856_011962-T1, DBVPG3856_005525-T1, DBVPG3856_007323-T1, DBVPG3856_007055-T1
GF00000069	DBVPG3856_009088-T1, DBVPG3856_011897-T1, DBVPG3856_000150-T1, DBVPG3856_000156-T1, DBVPG3856_009092-T1, DBVPG3856_000152-T1, DBVPG3856_009897-T1, DBVPG3856_000151-T1
GF00000070	DBVPG3856_010214-T1, DBVPG3856_000325-T1, DBVPG3856_000324-T1, DBVPG3856_010211-T1, DBVPG3856_010212-T1, DBVPG3856_010213-T1, DBVPG3856_000323-T1, DBVPG3856_000322-T1
GF00000071	DBVPG3856_007084-T1, DBVPG3856_001936-T1, DBVPG3856_007085-T1, DBVPG3856_007086-T1, DBVPG3856_004368-T1, DBVPG3856_000990-T1, DBVPG3856_004367-T1, DBVPG3856_004369-T1
GF00000072	DBVPG3856_010770-T1, DBVPG3856_005537-T1, DBVPG3856_005747-T1, DBVPG3856_008768-T1, DBVPG3856_011999-T1, DBVPG3856_001540-T1, DBVPG3856_011702-T1, DBVPG3856_011559-T1
GF00000073	DBVPG3856_011668-T1, DBVPG3856_014168-T1, DBVPG3856_012055-T1, DBVPG3856_014167-T1, DBVPG3856_012830-T1, DBVPG3856_012829-T1, DBVPG3856_014810-T1
GF00000074	DBVPG3856_000834-T1, DBVPG3856_003922-T1, DBVPG3856_014975-T1, DBVPG3856_005284-T1, DBVPG3856_005287-T1, DBVPG3856_005286-T1, DBVPG3856_011318-T1
GF00000075	DBVPG3856_001126-T1, DBVPG3856_004964-T1, DBVPG3856_004962-T1, DBVPG3856_004963-T1, DBVPG3856_001123-T1, DBVPG3856_001124-T1, DBVPG3856_001125-T1
GF00000076	DBVPG3856_007730-T1, DBVPG3856_009565-T1, DBVPG3856_007728-T1, DBVPG3856_009566-T1, DBVPG3856_007729-T1, DBVPG3856_009563-T1, DBVPG3856_009564-T1
GF00000077	DBVPG3856_010245-T1, DBVPG3856_007041-T1, DBVPG3856_012964-T1, DBVPG3856_000562-T1, DBVPG3856_014899-T1, DBVPG3856_014932-T1, DBVPG3856_015161-T1
GF00000078	DBVPG3856_005738-T1, DBVPG3856_012369-T1, DBVPG3856_005938-T1, DBVPG3856_008873-T1, DBVPG3856_015143-T1, DBVPG3856_015160-T1, DBVPG3856_015157-T1
GF00000079	DBVPG3856_008271-T1, DBVPG3856_009926-T1, DBVPG3856_006988-T1, DBVPG3856_014967-T1, DBVPG3856_012967-T1, DBVPG3856_000386-T1, DBVPG3856_004113-T1
