	Rhodotorula_mucilaginosa_DBVPG_3855.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000051	DBVPG3855_006705-T1	DBVPG3775_002206-T1
GF00000052	DBVPG3855_003007-T1	DBVPG3775_002043-T1
GF00000053	DBVPG3855_011158-T1	DBVPG3775_000993-T1
GF00000054	DBVPG3855_006706-T1	DBVPG3775_002218-T1
GF00000055	DBVPG3855_001907-T1	DBVPG3775_000170-T1
GF00000056	DBVPG3855_005483-T1	DBVPG3775_002941-T1
GF00000057	DBVPG3855_011605-T1	DBVPG3775_007158-T1
GF00000058	DBVPG3855_006719-T1	DBVPG3775_001479-T1
GF00000059	DBVPG3855_013740-T1	DBVPG3775_006241-T1
GF00000060	DBVPG3855_006996-T1	DBVPG3775_007226-T1
GF00000061	DBVPG3855_011183-T1	DBVPG3775_001018-T1
GF00000062	DBVPG3855_011550-T1	DBVPG3775_005166-T1
GF00000063	DBVPG3855_005946-T1	DBVPG3775_000467-T1
GF00000064	DBVPG3855_007471-T1	DBVPG3775_006345-T1
GF00000065	DBVPG3855_004135-T1	DBVPG3775_005295-T1
GF00000066	DBVPG3855_009279-T1	DBVPG3775_005163-T1
GF00000067	DBVPG3855_000666-T1	DBVPG3775_001088-T1
GF00000068	DBVPG3855_000488-T1	DBVPG3775_004521-T1
GF00000069	DBVPG3855_010910-T1	DBVPG3775_004502-T1
GF00000070	DBVPG3855_000512-T1	DBVPG3775_001251-T1
GF00000071	DBVPG3855_001601-T1	DBVPG3775_001426-T1
GF00000072	DBVPG3855_002236-T1	DBVPG3775_001667-T1
GF00000073	DBVPG3855_005400-T1	DBVPG3775_002336-T1
GF00000074	DBVPG3855_009310-T1	DBVPG3775_007241-T1
GF00000075	DBVPG3855_012502-T1	DBVPG3775_004308-T1
GF00000076	DBVPG3855_012253-T1	DBVPG3775_002579-T1
GF00000077	DBVPG3855_006313-T1	DBVPG3775_002177-T1
GF00000078	DBVPG3855_002704-T1	DBVPG3775_004181-T1
GF00000079	DBVPG3855_010867-T1	DBVPG3775_006818-T1
GF00000080	DBVPG3855_002308-T1	DBVPG3775_004376-T1
GF00000081	DBVPG3855_010464-T1	DBVPG3775_006133-T1
GF00000082	DBVPG3855_010715-T1	DBVPG3775_002745-T1
GF00000083	DBVPG3855_007891-T1	DBVPG3775_003881-T1
GF00000084	DBVPG3855_009125-T1	DBVPG3775_004808-T1
GF00000085	DBVPG3855_013435-T1	DBVPG3775_003251-T1
GF00000086	DBVPG3855_012525-T1	DBVPG3775_000368-T1
GF00000087	DBVPG3855_008767-T1	DBVPG3775_003794-T1
GF00000088	DBVPG3855_003871-T1	DBVPG3775_001902-T1
GF00000089	DBVPG3855_013898-T1	DBVPG3775_000562-T1
GF00000090	DBVPG3855_000688-T1	DBVPG3775_001065-T1
GF00000091	DBVPG3855_000538-T1	DBVPG3775_003741-T1
GF00000092	DBVPG3855_006670-T1	DBVPG3775_002257-T1
GF00000093	DBVPG3855_012270-T1	DBVPG3775_006016-T1
GF00000094	DBVPG3855_009971-T1	DBVPG3775_002226-T1
GF00000095	DBVPG3855_001267-T1	DBVPG3775_000842-T1
GF00000096	DBVPG3855_001216-T1	DBVPG3775_000792-T1
GF00000097	DBVPG3855_002594-T1	DBVPG3775_007088-T1
GF00000098	DBVPG3855_004165-T1	DBVPG3775_005324-T1
GF00000099	DBVPG3855_000999-T1	DBVPG3775_002526-T1
GF00000100	DBVPG3855_008904-T1	DBVPG3775_007105-T1
GF00000101	DBVPG3855_008765-T1	DBVPG3775_003792-T1
GF00000102	DBVPG3855_009828-T1	DBVPG3775_006948-T1
GF00000103	DBVPG3855_007388-T1	DBVPG3775_005626-T1
GF00000104	DBVPG3855_001694-T1	DBVPG3775_001529-T1
GF00000105	DBVPG3855_003241-T1	DBVPG3775_004080-T1
GF00000106	DBVPG3855_012685-T1	DBVPG3775_007270-T1
GF00000107	DBVPG3855_008758-T1	DBVPG3775_003785-T1
GF00000108	DBVPG3855_008715-T1	DBVPG3775_003742-T1
GF00000109	DBVPG3855_008020-T1	DBVPG3775_002677-T1
GF00000110	DBVPG3855_004974-T1	DBVPG3775_004339-T1
GF00000111	DBVPG3855_006632-T1	DBVPG3775_003686-T1
GF00000112	DBVPG3855_006305-T1	DBVPG3775_003172-T1
GF00000113	DBVPG3855_007689-T1	DBVPG3775_005157-T1
GF00000114	DBVPG3855_011453-T1	DBVPG3775_002338-T1
GF00000115	DBVPG3855_000459-T1	DBVPG3775_004549-T1
GF00000116	DBVPG3855_000974-T1	DBVPG3775_006210-T1
GF00000117	DBVPG3855_009179-T1	DBVPG3775_003877-T1
GF00000118	DBVPG3855_002876-T1	DBVPG3775_003520-T1
GF00000119	DBVPG3855_005409-T1	DBVPG3775_006031-T1
GF00000120	DBVPG3855_013362-T1	DBVPG3775_001549-T1
GF00000121	DBVPG3855_011511-T1	DBVPG3775_003411-T1
GF00000122	DBVPG3855_004771-T1	DBVPG3775_000153-T1
GF00000123	DBVPG3855_002245-T1	DBVPG3775_001677-T1
GF00000124	DBVPG3855_012357-T1	DBVPG3775_005915-T1
GF00000125	DBVPG3855_010722-T1	DBVPG3775_002749-T1
GF00000126	DBVPG3855_009855-T1	DBVPG3775_006418-T1
GF00000127	DBVPG3855_013669-T1	DBVPG3775_004717-T1
GF00000128	DBVPG3855_009834-T1	DBVPG3775_006954-T1
GF00000129	DBVPG3855_009839-T1	DBVPG3775_006959-T1
GF00000130	DBVPG3855_009535-T1	DBVPG3775_003709-T1
GF00000131	DBVPG3855_011925-T1	DBVPG3775_002326-T1
GF00000132	DBVPG3855_000157-T1	DBVPG3775_001962-T1
GF00000133	DBVPG3855_010413-T1	DBVPG3775_004520-T1
GF00000134	DBVPG3855_008448-T1	DBVPG3775_000439-T1
GF00000135	DBVPG3855_009473-T1	DBVPG3775_006076-T1
GF00000136	DBVPG3855_000805-T1	DBVPG3775_004731-T1
GF00000137	DBVPG3855_002621-T1	DBVPG3775_007063-T1
GF00000138	DBVPG3855_006065-T1	DBVPG3775_002435-T1
GF00000139	DBVPG3855_011386-T1	DBVPG3775_007423-T1
GF00000140	DBVPG3855_011190-T1	DBVPG3775_001025-T1
GF00000141	DBVPG3855_001453-T1	DBVPG3775_005603-T1
GF00000142	DBVPG3855_004323-T1	DBVPG3775_001517-T1
GF00000143	DBVPG3855_005803-T1	DBVPG3775_002210-T1
GF00000144	DBVPG3855_007987-T1	DBVPG3775_007575-T1
GF00000145	DBVPG3855_007806-T1	DBVPG3775_003328-T1
GF00000146	DBVPG3855_005600-T1	DBVPG3775_004880-T1
GF00000147	DBVPG3855_003592-T1	DBVPG3775_002596-T1
GF00000148	DBVPG3855_006742-T1	DBVPG3775_002180-T1
GF00000149	DBVPG3855_008587-T1	DBVPG3775_000376-T1
GF00000150	DBVPG3855_008143-T1	DBVPG3775_000966-T1
GF00000151	DBVPG3855_008600-T1	DBVPG3775_000399-T1
GF00000152	DBVPG3855_010254-T1	DBVPG3775_005383-T1
GF00000153	DBVPG3855_014534-T1	DBVPG3775_006856-T1
GF00000154	DBVPG3855_006709-T1	DBVPG3775_003051-T1
GF00000155	DBVPG3855_003057-T1	DBVPG3775_001993-T1
GF00000156	DBVPG3855_011681-T1	DBVPG3775_006584-T1
GF00000157	DBVPG3855_003117-T1	DBVPG3775_000814-T1
GF00000158	DBVPG3855_006635-T1	DBVPG3775_002291-T1
GF00000159	DBVPG3855_000286-T1	DBVPG3775_003677-T1
GF00000160	DBVPG3855_004256-T1	DBVPG3775_001452-T1
GF00000161	DBVPG3855_000316-T1	DBVPG3775_003643-T1
GF00000162	DBVPG3855_002956-T1	DBVPG3775_003422-T1
GF00000163	DBVPG3855_000350-T1	DBVPG3775_003607-T1
GF00000164	DBVPG3855_008413-T1	DBVPG3775_001719-T1
GF00000165	DBVPG3855_010856-T1	DBVPG3775_003865-T1
GF00000166	DBVPG3855_003960-T1	DBVPG3775_004642-T1
GF00000167	DBVPG3855_007298-T1	DBVPG3775_001140-T1
GF00000168	DBVPG3855_004642-T1	DBVPG3775_002965-T1
GF00000169	DBVPG3855_014197-T1	DBVPG3775_007442-T1
GF00000170	DBVPG3855_012076-T1	DBVPG3775_001795-T1
GF00000171	DBVPG3855_001037-T1	DBVPG3775_002488-T1
GF00000172	DBVPG3855_006352-T1	DBVPG3775_006439-T1
GF00000173	DBVPG3855_011482-T1	DBVPG3775_006673-T1
GF00000174	DBVPG3855_014346-T1	DBVPG3775_005942-T1
GF00000175	DBVPG3855_006580-T1	DBVPG3775_000271-T1
GF00000176	DBVPG3855_011494-T1	DBVPG3775_006662-T1
GF00000177	DBVPG3855_005954-T1	DBVPG3775_000475-T1
GF00000178	DBVPG3855_006230-T1	DBVPG3775_003098-T1
GF00000179	DBVPG3855_004839-T1	DBVPG3775_000082-T1
GF00000180	DBVPG3855_001830-T1	DBVPG3775_000258-T1
GF00000181	DBVPG3855_005741-T1	DBVPG3775_002271-T1
GF00000182	DBVPG3855_008568-T1	DBVPG3775_000395-T1
GF00000183	DBVPG3855_014042-T1	DBVPG3775_005546-T1
GF00000184	DBVPG3855_002251-T1	DBVPG3775_001671-T1
GF00000185	DBVPG3855_007175-T1	DBVPG3775_005082-T1
GF00000186	DBVPG3855_013498-T1	DBVPG3775_001832-T1
GF00000187	DBVPG3855_008344-T1	DBVPG3775_001830-T1
GF00000188	DBVPG3855_004514-T1	DBVPG3775_002751-T1
GF00000189	DBVPG3855_009201-T1	DBVPG3775_004711-T1
GF00000190	DBVPG3855_002785-T1	DBVPG3775_001020-T1
GF00000191	DBVPG3855_007149-T1	DBVPG3775_005109-T1
GF00000192	DBVPG3855_011261-T1	DBVPG3775_006014-T1
GF00000193	DBVPG3855_003961-T1	DBVPG3775_003496-T1
GF00000194	DBVPG3855_005927-T1	DBVPG3775_000449-T1
GF00000195	DBVPG3855_010963-T1	DBVPG3775_001266-T1
GF00000196	DBVPG3855_003800-T1	DBVPG3775_002756-T1
GF00000197	DBVPG3855_009277-T1	DBVPG3775_003255-T1
GF00000198	DBVPG3855_004154-T1	DBVPG3775_005314-T1
GF00000199	DBVPG3855_012824-T1	DBVPG3775_006806-T1
GF00000200	DBVPG3855_009806-T1	DBVPG3775_005038-T1
GF00000201	DBVPG3855_006265-T1	DBVPG3775_003134-T1
GF00000202	DBVPG3855_012912-T1	DBVPG3775_007022-T1
GF00000203	DBVPG3855_013342-T1	DBVPG3775_003229-T1
GF00000204	DBVPG3855_010303-T1	DBVPG3775_004335-T1
GF00000205	DBVPG3855_012563-T1	DBVPG3775_000632-T1
GF00000206	DBVPG3855_011497-T1	DBVPG3775_006643-T1
GF00000207	DBVPG3855_005856-T1	DBVPG3775_002157-T1
GF00000208	DBVPG3855_009157-T1	DBVPG3775_004760-T1
GF00000209	DBVPG3855_012710-T1	DBVPG3775_000312-T1
GF00000210	DBVPG3855_009152-T1	DBVPG3775_004721-T1
GF00000211	DBVPG3855_009069-T1	DBVPG3775_005771-T1
GF00000212	DBVPG3855_006899-T1	DBVPG3775_003841-T1
GF00000213	DBVPG3855_000040-T1	DBVPG3775_002917-T1
GF00000214	DBVPG3855_000465-T1	DBVPG3775_004544-T1
GF00000215	DBVPG3855_003013-T1	DBVPG3775_002037-T1
GF00000216	DBVPG3855_000111-T1	DBVPG3775_002006-T1
GF00000217	DBVPG3855_010389-T1	DBVPG3775_006624-T1
GF00000218	DBVPG3855_004560-T1	DBVPG3775_002882-T1
GF00000219	DBVPG3855_000506-T1	DBVPG3775_004503-T1
GF00000220	DBVPG3855_000360-T1	DBVPG3775_003596-T1
GF00000221	DBVPG3855_002874-T1	DBVPG3775_006548-T1
GF00000222	DBVPG3855_007992-T1	DBVPG3775_002706-T1
GF00000223	DBVPG3855_000452-T1	DBVPG3775_004556-T1
GF00000224	DBVPG3855_008893-T1	DBVPG3775_004545-T1
GF00000225	DBVPG3855_004944-T1	DBVPG3775_004097-T1
GF00000226	DBVPG3855_010423-T1	DBVPG3775_007483-T1
GF00000227	DBVPG3855_012817-T1	DBVPG3775_006799-T1
GF00000228	DBVPG3855_005447-T1	DBVPG3775_005884-T1
GF00000229	DBVPG3855_005322-T1	DBVPG3775_000775-T1
GF00000230	DBVPG3855_001551-T1	DBVPG3775_001377-T1
GF00000231	DBVPG3855_008435-T1	DBVPG3775_001743-T1
GF00000232	DBVPG3855_007853-T1	DBVPG3775_003280-T1
GF00000233	DBVPG3855_001839-T1	DBVPG3775_000249-T1
GF00000234	DBVPG3855_001897-T1	DBVPG3775_000191-T1
GF00000235	DBVPG3855_002102-T1	DBVPG3775_001819-T1
GF00000236	DBVPG3855_008383-T1	DBVPG3775_001670-T1
GF00000237	DBVPG3855_005067-T1	DBVPG3775_005645-T1
GF00000238	DBVPG3855_002519-T1	DBVPG3775_007277-T1
GF00000239	DBVPG3855_009975-T1	DBVPG3775_003072-T1
GF00000240	DBVPG3855_006197-T1	DBVPG3775_003066-T1
GF00000241	DBVPG3855_013454-T1	DBVPG3775_007099-T1
GF00000242	DBVPG3855_003734-T1	DBVPG3775_005534-T1
GF00000243	DBVPG3855_004428-T1	DBVPG3775_002840-T1
GF00000244	DBVPG3855_014588-T1	DBVPG3775_007093-T1
GF00000245	DBVPG3855_009455-T1	DBVPG3775_006388-T1
GF00000246	DBVPG3855_010696-T1	DBVPG3775_002723-T1
GF00000247	DBVPG3855_004680-T1	DBVPG3775_006121-T1
GF00000248	DBVPG3855_005583-T1	DBVPG3775_004865-T1
GF00000249	DBVPG3855_005789-T1	DBVPG3775_002224-T1
GF00000250	DBVPG3855_013982-T1	DBVPG3775_000431-T1
GF00000251	DBVPG3855_006236-T1	DBVPG3775_003104-T1
GF00000252	DBVPG3855_007481-T1	DBVPG3775_006357-T1
GF00000253	DBVPG3855_007828-T1	DBVPG3775_003306-T1
GF00000254	DBVPG3855_007855-T1	DBVPG3775_003278-T1
GF00000255	DBVPG3855_012313-T1	DBVPG3775_005970-T1
GF00000256	DBVPG3855_013129-T1	DBVPG3775_004963-T1
GF00000257	DBVPG3855_010787-T1	DBVPG3775_006611-T1
GF00000258	DBVPG3855_014479-T1	DBVPG3775_006842-T1
GF00000259	DBVPG3855_005607-T1	DBVPG3775_004887-T1
GF00000260	DBVPG3855_005498-T1	DBVPG3775_002925-T1
GF00000261	DBVPG3855_006732-T1	DBVPG3775_002196-T1
GF00000262	DBVPG3855_013037-T1	DBVPG3775_007454-T1
GF00000263	DBVPG3855_014366-T1	DBVPG3775_003601-T1
GF00000264	DBVPG3855_002625-T1	DBVPG3775_007059-T1
GF00000265	DBVPG3855_013349-T1	DBVPG3775_003223-T1
GF00000266	DBVPG3855_001539-T1	DBVPG3775_001367-T1
GF00000267	DBVPG3855_000563-T1	DBVPG3775_001192-T1
GF00000268	DBVPG3855_007818-T1	DBVPG3775_003315-T1
GF00000269	DBVPG3855_006371-T1	DBVPG3775_004122-T1
GF00000270	DBVPG3855_000635-T1	DBVPG3775_001117-T1
GF00000271	DBVPG3855_010666-T1	DBVPG3775_005745-T1
GF00000272	DBVPG3855_000703-T1	DBVPG3775_001049-T1
GF00000273	DBVPG3855_012970-T1	DBVPG3775_006802-T1
GF00000274	DBVPG3855_013162-T1	DBVPG3775_002522-T1
GF00000275	DBVPG3855_002838-T1	DBVPG3775_005857-T1
GF00000276	DBVPG3855_005329-T1	DBVPG3775_002405-T1
GF00000277	DBVPG3855_014076-T1	DBVPG3775_000818-T1
GF00000278	DBVPG3855_009172-T1	DBVPG3775_004741-T1
GF00000279	DBVPG3855_014084-T1	DBVPG3775_007344-T1
GF00000280	DBVPG3855_007326-T1	DBVPG3775_005633-T1
GF00000281	DBVPG3855_010624-T1	DBVPG3775_005791-T1
GF00000282	DBVPG3855_011636-T1	DBVPG3775_006924-T1
GF00000283	DBVPG3855_001769-T1	DBVPG3775_001607-T1
GF00000284	DBVPG3855_012249-T1	DBVPG3775_002575-T1
GF00000285	DBVPG3855_003986-T1	DBVPG3775_003471-T1
GF00000286	DBVPG3855_006544-T1	DBVPG3775_000234-T1
GF00000287	DBVPG3855_002038-T1	DBVPG3775_001887-T1
GF00000288	DBVPG3855_002108-T1	DBVPG3775_001813-T1
GF00000289	DBVPG3855_006379-T1	DBVPG3775_006416-T1
GF00000290	DBVPG3855_007832-T1	DBVPG3775_003302-T1
GF00000291	DBVPG3855_007069-T1	DBVPG3775_004019-T1
GF00000292	DBVPG3855_002789-T1	DBVPG3775_007378-T1
GF00000293	DBVPG3855_003841-T1	DBVPG3775_007375-T1
GF00000294	DBVPG3855_003954-T1	DBVPG3775_003503-T1
GF00000295	DBVPG3855_003993-T1	DBVPG3775_003466-T1
GF00000296	DBVPG3855_007771-T1	DBVPG3775_003362-T1
GF00000297	DBVPG3855_003288-T1	DBVPG3775_004034-T1
GF00000298	DBVPG3855_003353-T1	DBVPG3775_005145-T1
GF00000299	DBVPG3855_008087-T1	DBVPG3775_002610-T1
GF00000300	DBVPG3855_012259-T1	DBVPG3775_002585-T1
GF00000301	DBVPG3855_004498-T1	DBVPG3775_002768-T1
GF00000302	DBVPG3855_010433-T1	DBVPG3775_007522-T1
GF00000303	DBVPG3855_005493-T1	DBVPG3775_002930-T1
GF00000304	DBVPG3855_004662-T1	DBVPG3775_006573-T1
GF00000305	DBVPG3855_010485-T1	DBVPG3775_003965-T1
GF00000306	DBVPG3855_004968-T1	DBVPG3775_004347-T1
GF00000307	DBVPG3855_005001-T1	DBVPG3775_004311-T1
GF00000308	DBVPG3855_010814-T1	DBVPG3775_007524-T1
GF00000309	DBVPG3855_013062-T1	DBVPG3775_004253-T1
GF00000310	DBVPG3855_010120-T1	DBVPG3775_004876-T1
GF00000311	DBVPG3855_011690-T1	DBVPG3775_006594-T1
GF00000312	DBVPG3855_005659-T1	DBVPG3775_007548-T1
GF00000313	DBVPG3855_005662-T1	DBVPG3775_007517-T1
GF00000314	DBVPG3855_006334-T1	DBVPG3775_006456-T1
GF00000315	DBVPG3855_005929-T1	DBVPG3775_000451-T1
GF00000316	DBVPG3855_010183-T1	DBVPG3775_002145-T1
GF00000317	DBVPG3855_005989-T1	DBVPG3775_000514-T1
GF00000318	DBVPG3855_006317-T1	DBVPG3775_003187-T1
GF00000319	DBVPG3855_006457-T1	DBVPG3775_006252-T1
GF00000320	DBVPG3855_008968-T1	DBVPG3775_006325-T1
GF00000321	DBVPG3855_006782-T1	DBVPG3775_003952-T1
GF00000322	DBVPG3855_008809-T1	DBVPG3775_005203-T1
GF00000323	DBVPG3855_009148-T1	DBVPG3775_004779-T1
GF00000324	DBVPG3855_009265-T1	DBVPG3775_003268-T1
GF00000325	DBVPG3855_013335-T1	DBVPG3775_003236-T1
GF00000326	DBVPG3855_009626-T1	DBVPG3775_000733-T1
GF00000327	DBVPG3855_010227-T1	DBVPG3775_005355-T1
GF00000328	DBVPG3855_010861-T1	DBVPG3775_006896-T1
GF00000329	DBVPG3855_012440-T1	DBVPG3775_006525-T1
GF00000330	DBVPG3855_012827-T1	DBVPG3775_006810-T1
GF00000331	DBVPG3855_012480-T1	DBVPG3775_002111-T1
GF00000332	DBVPG3855_000313-T1	DBVPG3775_003646-T1
GF00000333	DBVPG3855_012518-T1	DBVPG3775_002074-T1
GF00000334	DBVPG3855_000045-T1	DBVPG3775_002071-T1
GF00000335	DBVPG3855_005166-T1	DBVPG3775_004459-T1
GF00000336	DBVPG3855_000059-T1	DBVPG3775_002056-T1
GF00000337	DBVPG3855_014178-T1	DBVPG3775_006972-T1
GF00000338	DBVPG3855_013231-T1	DBVPG3775_004659-T1
GF00000339	DBVPG3855_003012-T1	DBVPG3775_002028-T1
GF00000340	DBVPG3855_005446-T1	DBVPG3775_002978-T1
GF00000341	DBVPG3855_009466-T1	DBVPG3775_006399-T1
GF00000342	DBVPG3855_000086-T1	DBVPG3775_002031-T1
GF00000343	DBVPG3855_011716-T1	DBVPG3775_000027-T1
GF00000344	DBVPG3855_003026-T1	DBVPG3775_002024-T1
GF00000345	DBVPG3855_002115-T1	DBVPG3775_001806-T1
GF00000346	DBVPG3855_003034-T1	DBVPG3775_002016-T1
GF00000347	DBVPG3855_003055-T1	DBVPG3775_001995-T1
GF00000348	DBVPG3855_000126-T1	DBVPG3775_001991-T1
GF00000349	DBVPG3855_012534-T1	DBVPG3775_000594-T1
GF00000350	DBVPG3855_000144-T1	DBVPG3775_001976-T1
GF00000351	DBVPG3855_007982-T1	DBVPG3775_003968-T1
GF00000352	DBVPG3855_003091-T1	DBVPG3775_001961-T1
GF00000353	DBVPG3855_014364-T1	DBVPG3775_003599-T1
GF00000354	DBVPG3855_012715-T1	DBVPG3775_001936-T1
GF00000355	DBVPG3855_013457-T1	DBVPG3775_007103-T1
GF00000356	DBVPG3855_003167-T1	DBVPG3775_006738-T1
GF00000357	DBVPG3855_000237-T1	DBVPG3775_006737-T1
GF00000358	DBVPG3855_004692-T1	DBVPG3775_003018-T1
GF00000359	DBVPG3855_010991-T1	DBVPG3775_003671-T1
GF00000360	DBVPG3855_003293-T1	DBVPG3775_004029-T1
GF00000361	DBVPG3855_005976-T1	DBVPG3775_000500-T1
GF00000362	DBVPG3855_000346-T1	DBVPG3775_003612-T1
GF00000363	DBVPG3855_000366-T1	DBVPG3775_003589-T1
GF00000364	DBVPG3855_000443-T1	DBVPG3775_004566-T1
GF00000365	DBVPG3855_006153-T1	DBVPG3775_000699-T1
GF00000366	DBVPG3855_013727-T1	DBVPG3775_004387-T1
GF00000367	DBVPG3855_004198-T1	DBVPG3775_001393-T1
GF00000368	DBVPG3855_002637-T1	DBVPG3775_004116-T1
GF00000369	DBVPG3855_008421-T1	DBVPG3775_001728-T1
GF00000370	DBVPG3855_006755-T1	DBVPG3775_002165-T1
GF00000371	DBVPG3855_013025-T1	DBVPG3775_007359-T1
GF00000372	DBVPG3855_005608-T1	DBVPG3775_004888-T1
GF00000373	DBVPG3855_008130-T1	DBVPG3775_000953-T1
GF00000374	DBVPG3855_010537-T1	DBVPG3775_005426-T1
GF00000375	DBVPG3855_002828-T1	DBVPG3775_005847-T1
GF00000376	DBVPG3855_003691-T1	DBVPG3775_005491-T1
GF00000377	DBVPG3855_014183-T1	DBVPG3775_005039-T1
GF00000378	DBVPG3855_010819-T1	DBVPG3775_007554-T1
GF00000379	DBVPG3855_006496-T1	DBVPG3775_000384-T1
GF00000380	DBVPG3855_007709-T1	DBVPG3775_007135-T1
GF00000381	DBVPG3855_000693-T1	DBVPG3775_001059-T1
GF00000382	DBVPG3855_007871-T1	DBVPG3775_003861-T1
GF00000383	DBVPG3855_007903-T1	DBVPG3775_003893-T1
GF00000384	DBVPG3855_002754-T1	DBVPG3775_004230-T1
GF00000385	DBVPG3855_000906-T1	DBVPG3775_007189-T1
GF00000386	DBVPG3855_011991-T1	DBVPG3775_004702-T1
GF00000387	DBVPG3855_007385-T1	DBVPG3775_005572-T1
GF00000388	DBVPG3855_002690-T1	DBVPG3775_004167-T1
GF00000389	DBVPG3855_013884-T1	DBVPG3775_000577-T1
GF00000390	DBVPG3855_000795-T1	DBVPG3775_004155-T1
GF00000391	DBVPG3855_008031-T1	DBVPG3775_002667-T1
GF00000392	DBVPG3855_000841-T1	DBVPG3775_007056-T1
GF00000393	DBVPG3855_008004-T1	DBVPG3775_002694-T1
GF00000394	DBVPG3855_002604-T1	DBVPG3775_007079-T1
GF00000395	DBVPG3855_002936-T1	DBVPG3775_005877-T1
GF00000396	DBVPG3855_002575-T1	DBVPG3775_005888-T1
GF00000397	DBVPG3855_002573-T1	DBVPG3775_002625-T1
GF00000398	DBVPG3855_012404-T1	DBVPG3775_003358-T1
GF00000399	DBVPG3855_011216-T1	DBVPG3775_005967-T1
GF00000400	DBVPG3855_003267-T1	DBVPG3775_004056-T1
GF00000401	DBVPG3855_000943-T1	DBVPG3775_006176-T1
GF00000402	DBVPG3855_011888-T1	DBVPG3775_007395-T1
GF00000403	DBVPG3855_005279-T1	DBVPG3775_002458-T1
GF00000404	DBVPG3855_005891-T1	DBVPG3775_007537-T1
GF00000405	DBVPG3855_000995-T1	DBVPG3775_002530-T1
GF00000406	DBVPG3855_001004-T1	DBVPG3775_002521-T1
GF00000407	DBVPG3855_001202-T1	DBVPG3775_000778-T1
GF00000408	DBVPG3855_008542-T1	DBVPG3775_000546-T1
