	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-1.cds.fa
GF00000011	TFCN1702E3901_003153-T1, TFCN1702E3901_003341-T1, TFCN1702E3901_001630-T1, TFCN1702E3901_003005-T1, TFCN1702E3901_009740-T1, TFCN1702E3901_006096-T1, TFCN1702E3901_010188-T1, TFCN1702E3901_009670-T1, TFCN1702E3901_008489-T1, TFCN1702E3901_004071-T1, TFCN1702E3901_004027-T1, TFCN1702E3901_008445-T1, TFCN1702E3901_008663-T1, TFCN1702E3901_000703-T1, TFCN1702E3901_011858-T1, TFCN1702E3901_012806-T1
GF00000012	TFCN1702E3901_010876-T1, TFCN1702E3901_006664-T1, TFCN1702E3901_008877-T1, TFCN1702E3901_011358-T1, TFCN1702E3901_012050-T1, TFCN1702E3901_008987-T1, TFCN1702E3901_010300-T1, TFCN1702E3901_004244-T1, TFCN1702E3901_003902-T1, TFCN1702E3901_010764-T1, TFCN1702E3901_004575-T1, TFCN1702E3901_007368-T1, TFCN1702E3901_000935-T1, TFCN1702E3901_011359-T1
GF00000013	TFCN1702E3901_010944-T1, TFCN1702E3901_006841-T1, TFCN1702E3901_007915-T1, TFCN1702E3901_010620-T1, TFCN1702E3901_007275-T1, TFCN1702E3901_007443-T1, TFCN1702E3901_009163-T1, TFCN1702E3901_006861-T1, TFCN1702E3901_008241-T1, TFCN1702E3901_001045-T1, TFCN1702E3901_009390-T1, TFCN1702E3901_011966-T1, TFCN1702E3901_009389-T1
GF00000014	TFCN1702E3901_011984-T1, TFCN1702E3901_010575-T1, TFCN1702E3901_001832-T1, TFCN1702E3901_005936-T1, TFCN1702E3901_000372-T1, TFCN1702E3901_012951-T1, TFCN1702E3901_002244-T1, TFCN1702E3901_002469-T1, TFCN1702E3901_003385-T1, TFCN1702E3901_003198-T1, TFCN1702E3901_011039-T1, TFCN1702E3901_004278-T1
GF00000015	TFCN1702E3901_012457-T1, TFCN1702E3901_011617-T1, TFCN1702E3901_007218-T1, TFCN1702E3901_011754-T1, TFCN1702E3901_006417-T1, TFCN1702E3901_009453-T1, TFCN1702E3901_001537-T1, TFCN1702E3901_000453-T1, TFCN1702E3901_007393-T1, TFCN1702E3901_004346-T1, TFCN1702E3901_011800-T1, TFCN1702E3901_000913-T1
GF00000016	TFCN1702E3901_002685-T1, TFCN1702E3901_004227-T1, TFCN1702E3901_003884-T1, TFCN1702E3901_004788-T1, TFCN1702E3901_000575-T1, TFCN1702E3901_005491-T1, TFCN1702E3901_012436-T1, TFCN1702E3901_000814-T1, TFCN1702E3901_005842-T1, TFCN1702E3901_010438-T1, TFCN1702E3901_000237-T1, TFCN1702E3901_008188-T1
GF00000017	TFCN1702E3901_004993-T1, TFCN1702E3901_006848-T1, TFCN1702E3901_009571-T1, TFCN1702E3901_008819-T1, TFCN1702E3901_010225-T1, TFCN1702E3901_009104-T1, TFCN1702E3901_012039-T1, TFCN1702E3901_009151-T1, TFCN1702E3901_012299-T1, TFCN1702E3901_012559-T1, TFCN1702E3901_009572-T1, TFCN1702E3901_011885-T1
GF00000018	TFCN1702E3901_009304-T1, TFCN1702E3901_007938-T1, TFCN1702E3901_009992-T1, TFCN1702E3901_008636-T1, TFCN1702E3901_000677-T1, TFCN1702E3901_006269-T1, TFCN1702E3901_001298-T1, TFCN1702E3901_011663-T1, TFCN1702E3901_008641-T1, TFCN1702E3901_000682-T1, TFCN1702E3901_004737-T1, TFCN1702E3901_012971-T1
GF00000019	TFCN1702E3901_005113-T1, TFCN1702E3901_005112-T1, TFCN1702E3901_005098-T1, TFCN1702E3901_006521-T1, TFCN1702E3901_006520-T1, TFCN1702E3901_006530-T1, TFCN1702E3901_006531-T1, TFCN1702E3901_006522-T1, TFCN1702E3901_005097-T1, TFCN1702E3901_005096-T1, TFCN1702E3901_005111-T1, TFCN1702E3901_005176-T1
GF00000020	TFCN1702E3901_004730-T1, TFCN1702E3901_010994-T1, TFCN1702E3901_003349-T1, TFCN1702E3901_008259-T1, TFCN1702E3901_001064-T1, TFCN1702E3901_001063-T1, TFCN1702E3901_001207-T1, TFCN1702E3901_008258-T1, TFCN1702E3901_006363-T1, TFCN1702E3901_001205-T1, TFCN1702E3901_006361-T1
GF00000021	TFCN1702E3901_006355-T1, TFCN1702E3901_001245-T1, TFCN1702E3901_006320-T1, TFCN1702E3901_001213-T1, TFCN1702E3901_001212-T1, TFCN1702E3901_006356-T1, TFCN1702E3901_006340-T1, TFCN1702E3901_012487-T1, TFCN1702E3901_012522-T1, TFCN1702E3901_001244-T1, TFCN1702E3901_006321-T1
GF00000022	TFCN1702E3901_009280-T1, TFCN1702E3901_009967-T1, TFCN1702E3901_004393-T1, TFCN1702E3901_005663-T1, TFCN1702E3901_005407-T1, TFCN1702E3901_005775-T1, TFCN1702E3901_004848-T1, TFCN1702E3901_005514-T1, TFCN1702E3901_002176-T1, TFCN1702E3901_002404-T1, TFCN1702E3901_001873-T1
GF00000023	TFCN1702E3901_002240-T1, TFCN1702E3901_006183-T1, TFCN1702E3901_002465-T1, TFCN1702E3901_012823-T1, TFCN1702E3901_011400-T1, TFCN1702E3901_010728-T1, TFCN1702E3901_012824-T1, TFCN1702E3901_012825-T1, TFCN1702E3901_010730-T1, TFCN1702E3901_010729-T1
GF00000024	TFCN1702E3901_002509-T1, TFCN1702E3901_012047-T1, TFCN1702E3901_011367-T1, TFCN1702E3901_002283-T1, TFCN1702E3901_013154-T1, TFCN1702E3901_002282-T1, TFCN1702E3901_013174-T1, TFCN1702E3901_011362-T1, TFCN1702E3901_013251-T1, TFCN1702E3901_013152-T1
GF00000025	TFCN1702E3901_002683-T1, TFCN1702E3901_010664-T1, TFCN1702E3901_004640-T1, TFCN1702E3901_011086-T1, TFCN1702E3901_011087-T1, TFCN1702E3901_013136-T1, TFCN1702E3901_010663-T1, TFCN1702E3901_010662-T1, TFCN1702E3901_000240-T1, TFCN1702E3901_000239-T1
GF00000026	TFCN1702E3901_002157-T1, TFCN1702E3901_002391-T1, TFCN1702E3901_006073-T1, TFCN1702E3901_009716-T1, TFCN1702E3901_007293-T1, TFCN1702E3901_007903-T1, TFCN1702E3901_010607-T1, TFCN1702E3901_004004-T1, TFCN1702E3901_008422-T1, TFCN1702E3901_009407-T1
GF00000027	TFCN1702E3901_005971-T1, TFCN1702E3901_009095-T1, TFCN1702E3901_004704-T1, TFCN1702E3901_005828-T1, TFCN1702E3901_009096-T1, TFCN1702E3901_005972-T1, TFCN1702E3901_000827-T1, TFCN1702E3901_004705-T1, TFCN1702E3901_012963-T1, TFCN1702E3901_009097-T1
GF00000028	TFCN1702E3901_001932-T1, TFCN1702E3901_011290-T1, TFCN1702E3901_003586-T1, TFCN1702E3901_010476-T1, TFCN1702E3901_004748-T1, TFCN1702E3901_005734-T1, TFCN1702E3901_001247-T1, TFCN1702E3901_006318-T1, TFCN1702E3901_007840-T1, TFCN1702E3901_005229-T1
GF00000029	TFCN1702E3901_010531-T1, TFCN1702E3901_005977-T1, TFCN1702E3901_005978-T1, TFCN1702E3901_001580-T1, TFCN1702E3901_007506-T1, TFCN1702E3901_012018-T1, TFCN1702E3901_010813-T1, TFCN1702E3901_011991-T1, TFCN1702E3901_001555-T1, TFCN1702E3901_007504-T1
GF00000030	TFCN1702E3901_001858-T1, TFCN1702E3901_004968-T1, TFCN1702E3901_004974-T1, TFCN1702E3901_000343-T1, TFCN1702E3901_000344-T1, TFCN1702E3901_004977-T1, TFCN1702E3901_004994-T1, TFCN1702E3901_004928-T1, TFCN1702E3901_004880-T1, TFCN1702E3901_004995-T1
GF00000031	TFCN1702E3901_008413-T1, TFCN1702E3901_006286-T1, TFCN1702E3901_001281-T1, TFCN1702E3901_003738-T1, TFCN1702E3901_005474-T1, TFCN1702E3901_006005-T1, TFCN1702E3901_000072-T1, TFCN1702E3901_009257-T1, TFCN1702E3901_013206-T1
GF00000032	TFCN1702E3901_007725-T1, TFCN1702E3901_001383-T1, TFCN1702E3901_001390-T1, TFCN1702E3901_007728-T1, TFCN1702E3901_001382-T1, TFCN1702E3901_001391-T1, TFCN1702E3901_001372-T1, TFCN1702E3901_007737-T1, TFCN1702E3901_001371-T1
GF00000033	TFCN1702E3901_000583-T1, TFCN1702E3901_000590-T1, TFCN1702E3901_001287-T1, TFCN1702E3901_006280-T1, TFCN1702E3901_008182-T1, TFCN1702E3901_002576-T1, TFCN1702E3901_002347-T1, TFCN1702E3901_008174-T1, TFCN1702E3901_008175-T1
GF00000034	TFCN1702E3901_010911-T1, TFCN1702E3901_005620-T1, TFCN1702E3901_012697-T1, TFCN1702E3901_011599-T1, TFCN1702E3901_009200-T1, TFCN1702E3901_002054-T1, TFCN1702E3901_004406-T1, TFCN1702E3901_005361-T1, TFCN1702E3901_004405-T1
GF00000035	TFCN1702E3901_005626-T1, TFCN1702E3901_005657-T1, TFCN1702E3901_005398-T1, TFCN1702E3901_005399-T1, TFCN1702E3901_005627-T1, TFCN1702E3901_005656-T1, TFCN1702E3901_005369-T1, TFCN1702E3901_005400-T1, TFCN1702E3901_005368-T1
GF00000036	TFCN1702E3901_002297-T1, TFCN1702E3901_002367-T1, TFCN1702E3901_004203-T1, TFCN1702E3901_003858-T1, TFCN1702E3901_002690-T1, TFCN1702E3901_002141-T1, TFCN1702E3901_000233-T1, TFCN1702E3901_002524-T1, TFCN1702E3901_003860-T1
GF00000037	TFCN1702E3901_010857-T1, TFCN1702E3901_004307-T1, TFCN1702E3901_011161-T1, TFCN1702E3901_010809-T1, TFCN1702E3901_007510-T1, TFCN1702E3901_001680-T1, TFCN1702E3901_002957-T1, TFCN1702E3901_011160-T1
GF00000038	TFCN1702E3901_009816-T1, TFCN1702E3901_010024-T1, TFCN1702E3901_010808-T1, TFCN1702E3901_011208-T1, TFCN1702E3901_012984-T1, TFCN1702E3901_007573-T1, TFCN1702E3901_009815-T1, TFCN1702E3901_007511-T1
GF00000039	TFCN1702E3901_009446-T1, TFCN1702E3901_007225-T1, TFCN1702E3901_006650-T1, TFCN1702E3901_008891-T1, TFCN1702E3901_012440-T1, TFCN1702E3901_000528-T1, TFCN1702E3901_003067-T1, TFCN1702E3901_003254-T1
GF00000040	TFCN1702E3901_009479-T1, TFCN1702E3901_001170-T1, TFCN1702E3901_000374-T1, TFCN1702E3901_002313-T1, TFCN1702E3901_002539-T1, TFCN1702E3901_001829-T1, TFCN1702E3901_003893-T1, TFCN1702E3901_001830-T1
GF00000041	TFCN1702E3901_008910-T1, TFCN1702E3901_006990-T1, TFCN1702E3901_004551-T1, TFCN1702E3901_006953-T1, TFCN1702E3901_010787-T1, TFCN1702E3901_006989-T1, TFCN1702E3901_008952-T1, TFCN1702E3901_008951-T1
GF00000042	TFCN1702E3901_011108-T1, TFCN1702E3901_009245-T1, TFCN1702E3901_002011-T1, TFCN1702E3901_000245-T1, TFCN1702E3901_002676-T1, TFCN1702E3901_010535-T1, TFCN1702E3901_005973-T1, TFCN1702E3901_010701-T1
GF00000043	TFCN1702E3901_009534-T1, TFCN1702E3901_009058-T1, TFCN1702E3901_009087-T1, TFCN1702E3901_009059-T1, TFCN1702E3901_006136-T1, TFCN1702E3901_004300-T1, TFCN1702E3901_009086-T1, TFCN1702E3901_009558-T1
GF00000044	TFCN1702E3901_011609-T1, TFCN1702E3901_011220-T1, TFCN1702E3901_011598-T1, TFCN1702E3901_012699-T1, TFCN1702E3901_011605-T1, TFCN1702E3901_011606-T1, TFCN1702E3901_011221-T1, TFCN1702E3901_012698-T1
GF00000045	TFCN1702E3901_010379-T1, TFCN1702E3901_007336-T1, TFCN1702E3901_010565-T1, TFCN1702E3901_008514-T1, TFCN1702E3901_011417-T1, TFCN1702E3901_011702-T1, TFCN1702E3901_008579-T1, TFCN1702E3901_005945-T1
GF00000046	TFCN1702E3901_007818-T1, TFCN1702E3901_011675-T1, TFCN1702E3901_005245-T1, TFCN1702E3901_001107-T1, TFCN1702E3901_000698-T1, TFCN1702E3901_008657-T1, TFCN1702E3901_008305-T1, TFCN1702E3901_007949-T1
GF00000047	TFCN1702E3901_011217-T1, TFCN1702E3901_011602-T1, TFCN1702E3901_006739-T1, TFCN1702E3901_006741-T1, TFCN1702E3901_012695-T1, TFCN1702E3901_006740-T1, TFCN1702E3901_000521-T1
GF00000048	TFCN1702E3901_004916-T1, TFCN1702E3901_006346-T1, TFCN1702E3901_001220-T1, TFCN1702E3901_005538-T1, TFCN1702E3901_005283-T1, TFCN1702E3901_011632-T1, TFCN1702E3901_000381-T1
GF00000049	TFCN1702E3901_011488-T1, TFCN1702E3901_009625-T1, TFCN1702E3901_012732-T1, TFCN1702E3901_012606-T1, TFCN1702E3901_012607-T1, TFCN1702E3901_012733-T1, TFCN1702E3901_011489-T1
GF00000050	TFCN1702E3901_012586-T1, TFCN1702E3901_004609-T1, TFCN1702E3901_011052-T1, TFCN1702E3901_004614-T1, TFCN1702E3901_004607-T1, TFCN1702E3901_012585-T1, TFCN1702E3901_004608-T1
GF00000051	TFCN1702E3901_004503-T1, TFCN1702E3901_008683-T1, TFCN1702E3901_007024-T1, TFCN1702E3901_007152-T1, TFCN1702E3901_007151-T1, TFCN1702E3901_007338-T1, TFCN1702E3901_008581-T1
GF00000052	TFCN1702E3901_006259-T1, TFCN1702E3901_005958-T1, TFCN1702E3901_008317-T1, TFCN1702E3901_010550-T1, TFCN1702E3901_006317-T1, TFCN1702E3901_001248-T1, TFCN1702E3901_009318-T1
GF00000053	TFCN1702E3901_004082-T1, TFCN1702E3901_008840-T1, TFCN1702E3901_006702-T1, TFCN1702E3901_001631-T1, TFCN1702E3901_003004-T1, TFCN1702E3901_005856-T1, TFCN1702E3901_000799-T1
GF00000054	TFCN1702E3901_001496-T1, TFCN1702E3901_003494-T1, TFCN1702E3901_001497-T1, TFCN1702E3901_003493-T1, TFCN1702E3901_005403-T1, TFCN1702E3901_005659-T1, TFCN1702E3901_005658-T1
GF00000055	TFCN1702E3901_002171-T1, TFCN1702E3901_002170-T1, TFCN1702E3901_002399-T1, TFCN1702E3901_006171-T1, TFCN1702E3901_002398-T1, TFCN1702E3901_005107-T1, TFCN1702E3901_011387-T1
GF00000056	TFCN1702E3901_007742-T1, TFCN1702E3901_001365-T1, TFCN1702E3901_002350-T1, TFCN1702E3901_001364-T1, TFCN1702E3901_007741-T1, TFCN1702E3901_002579-T1, TFCN1702E3901_002580-T1
GF00000057	TFCN1702E3901_003222-T1, TFCN1702E3901_003034-T1, TFCN1702E3901_003036-T1, TFCN1702E3901_003223-T1, TFCN1702E3901_005169-T1, TFCN1702E3901_006632-T1, TFCN1702E3901_003042-T1
GF00000058	TFCN1702E3901_012098-T1, TFCN1702E3901_002220-T1, TFCN1702E3901_002557-T1, TFCN1702E3901_002332-T1, TFCN1702E3901_002455-T1, TFCN1702E3901_007528-T1, TFCN1702E3901_010524-T1
GF00000059	TFCN1702E3901_000882-T1, TFCN1702E3901_007427-T1, TFCN1702E3901_006694-T1, TFCN1702E3901_008848-T1, TFCN1702E3901_008379-T1, TFCN1702E3901_000180-T1, TFCN1702E3901_006537-T1
GF00000060	TFCN1702E3901_009772-T1, TFCN1702E3901_012795-T1, TFCN1702E3901_005007-T1, TFCN1702E3901_012229-T1, TFCN1702E3901_009783-T1, TFCN1702E3901_009768-T1, TFCN1702E3901_009773-T1
GF00000061	TFCN1702E3901_006945-T1, TFCN1702E3901_008920-T1, TFCN1702E3901_006964-T1, TFCN1702E3901_006963-T1, TFCN1702E3901_008922-T1, TFCN1702E3901_013220-T1, TFCN1702E3901_012184-T1
GF00000062	TFCN1702E3901_010879-T1, TFCN1702E3901_011067-T1, TFCN1702E3901_004628-T1, TFCN1702E3901_007311-T1, TFCN1702E3901_011519-T1, TFCN1702E3901_012779-T1, TFCN1702E3901_001190-T1
GF00000063	TFCN1702E3901_002423-T1, TFCN1702E3901_002196-T1, TFCN1702E3901_008294-T1, TFCN1702E3901_001096-T1, TFCN1702E3901_001352-T1, TFCN1702E3901_007754-T1
GF00000064	TFCN1702E3901_006480-T1, TFCN1702E3901_001892-T1, TFCN1702E3901_010133-T1, TFCN1702E3901_000495-T1, TFCN1702E3901_005795-T1, TFCN1702E3901_005796-T1
GF00000065	TFCN1702E3901_013186-T1, TFCN1702E3901_004376-T1, TFCN1702E3901_004380-T1, TFCN1702E3901_004378-T1, TFCN1702E3901_013258-T1, TFCN1702E3901_013187-T1
GF00000066	TFCN1702E3901_012703-T1, TFCN1702E3901_011594-T1, TFCN1702E3901_012133-T1, TFCN1702E3901_010083-T1, TFCN1702E3901_010962-T1, TFCN1702E3901_000490-T1
GF00000067	TFCN1702E3901_004367-T1, TFCN1702E3901_011783-T1, TFCN1702E3901_004362-T1, TFCN1702E3901_011787-T1, TFCN1702E3901_003307-T1, TFCN1702E3901_003117-T1
GF00000068	TFCN1702E3901_002969-T1, TFCN1702E3901_001667-T1, TFCN1702E3901_004014-T1, TFCN1702E3901_008431-T1, TFCN1702E3901_005347-T1, TFCN1702E3901_005607-T1
GF00000069	TFCN1702E3901_000847-T1, TFCN1702E3901_005809-T1, TFCN1702E3901_007992-T1, TFCN1702E3901_003413-T1, TFCN1702E3901_012252-T1, TFCN1702E3901_003938-T1
GF00000070	TFCN1702E3901_001388-T1, TFCN1702E3901_001381-T1, TFCN1702E3901_001384-T1, TFCN1702E3901_001369-T1, TFCN1702E3901_001370-T1, TFCN1702E3901_001389-T1
GF00000071	TFCN1702E3901_004139-T1, TFCN1702E3901_004146-T1, TFCN1702E3901_003791-T1, TFCN1702E3901_003799-T1, TFCN1702E3901_004138-T1, TFCN1702E3901_004137-T1
GF00000072	TFCN1702E3901_001806-T1, TFCN1702E3901_001807-T1, TFCN1702E3901_002834-T1, TFCN1702E3901_002833-T1, TFCN1702E3901_002855-T1, TFCN1702E3901_001784-T1
GF00000073	TFCN1702E3901_008508-T1, TFCN1702E3901_011696-T1, TFCN1702E3901_008510-T1, TFCN1702E3901_011697-T1, TFCN1702E3901_011698-T1, TFCN1702E3901_008509-T1
GF00000074	TFCN1702E3901_005716-T1, TFCN1702E3901_001951-T1, TFCN1702E3901_006812-T1, TFCN1702E3901_009117-T1, TFCN1702E3901_006467-T1, TFCN1702E3901_000504-T1
GF00000075	TFCN1702E3901_009879-T1, TFCN1702E3901_006796-T1, TFCN1702E3901_009878-T1, TFCN1702E3901_009874-T1, TFCN1702E3901_009877-T1, TFCN1702E3901_009875-T1
GF00000076	TFCN1702E3901_004120-T1, TFCN1702E3901_003777-T1, TFCN1702E3901_004431-T1, TFCN1702E3901_000748-T1, TFCN1702E3901_005906-T1, TFCN1702E3901_010886-T1
GF00000077	TFCN1702E3901_002696-T1, TFCN1702E3901_000227-T1, TFCN1702E3901_010772-T1, TFCN1702E3901_012065-T1, TFCN1702E3901_004567-T1, TFCN1702E3901_004661-T1
GF00000078	TFCN1702E3901_003770-T1, TFCN1702E3901_006891-T1, TFCN1702E3901_002108-T1, TFCN1702E3901_004113-T1, TFCN1702E3901_004112-T1, TFCN1702E3901_002109-T1
GF00000079	TFCN1702E3901_007870-T1, TFCN1702E3901_010553-T1, TFCN1702E3901_005956-T1, TFCN1702E3901_005196-T1, TFCN1702E3901_005955-T1, TFCN1702E3901_010554-T1
GF00000080	TFCN1702E3901_011640-T1, TFCN1702E3901_011643-T1, TFCN1702E3901_013145-T1, TFCN1702E3901_013142-T1, TFCN1702E3901_012479-T1, TFCN1702E3901_011715-T1
GF00000081	TFCN1702E3901_000760-T1, TFCN1702E3901_009809-T1, TFCN1702E3901_000756-T1, TFCN1702E3901_005898-T1, TFCN1702E3901_011886-T1, TFCN1702E3901_012300-T1
GF00000082	TFCN1702E3901_004743-T1, TFCN1702E3901_008145-T1, TFCN1702E3901_000616-T1, TFCN1702E3901_006645-T1, TFCN1702E3901_010481-T1, TFCN1702E3901_008896-T1
GF00000083	TFCN1702E3901_000387-T1, TFCN1702E3901_010591-T1, TFCN1702E3901_007883-T1, TFCN1702E3901_001818-T1, TFCN1702E3901_011792-T1, TFCN1702E3901_004356-T1
GF00000084	TFCN1702E3901_001568-T1, TFCN1702E3901_010818-T1, TFCN1702E3901_001486-T1, TFCN1702E3901_012006-T1, TFCN1702E3901_007498-T1, TFCN1702E3901_007499-T1
GF00000085	TFCN1702E3901_010234-T1, TFCN1702E3901_000411-T1, TFCN1702E3901_001113-T1, TFCN1702E3901_008311-T1, TFCN1702E3901_001238-T1, TFCN1702E3901_006327-T1
GF00000086	TFCN1702E3901_011324-T1, TFCN1702E3901_011325-T1, TFCN1702E3901_011322-T1, TFCN1702E3901_003616-T1, TFCN1702E3901_011321-T1, TFCN1702E3901_011326-T1
