	Rhodotorula_mucilaginosa_TFCN_25-0-2E334-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000048	TFCN2502E3341_010373-T1	DBVPG3775_006345-T1
GF00000049	TFCN2502E3341_000433-T1	DBVPG3775_005080-T1
GF00000050	TFCN2502E3341_009206-T1	DBVPG3775_002218-T1
GF00000051	TFCN2502E3341_002160-T1	DBVPG3775_002043-T1
GF00000052	TFCN2502E3341_006839-T1	DBVPG3775_004141-T1
GF00000053	TFCN2502E3341_012167-T1	DBVPG3775_007158-T1
GF00000054	TFCN2502E3341_004822-T1	DBVPG3775_002941-T1
GF00000055	TFCN2502E3341_000380-T1	DBVPG3775_004308-T1
GF00000056	TFCN2502E3341_008703-T1	DBVPG3775_005736-T1
GF00000057	TFCN2502E3341_000985-T1	DBVPG3775_005166-T1
GF00000058	TFCN2502E3341_000771-T1	DBVPG3775_004502-T1
GF00000059	TFCN2502E3341_008859-T1	DBVPG3775_001451-T1
GF00000060	TFCN2502E3341_007588-T1	DBVPG3775_000993-T1
GF00000061	TFCN2502E3341_010549-T1	DBVPG3775_001902-T1
GF00000062	TFCN2502E3341_013683-T1	DBVPG3775_003881-T1
GF00000063	TFCN2502E3341_013246-T1	DBVPG3775_000467-T1
GF00000064	TFCN2502E3341_000013-T1	DBVPG3775_001088-T1
GF00000065	TFCN2502E3341_008392-T1	DBVPG3775_002577-T1
GF00000066	TFCN2502E3341_005115-T1	DBVPG3775_000387-T1
GF00000067	TFCN2502E3341_012444-T1	DBVPG3775_001018-T1
GF00000068	TFCN2502E3341_014184-T1	DBVPG3775_003251-T1
GF00000069	TFCN2502E3341_011840-T1	DBVPG3775_007424-T1
GF00000070	TFCN2502E3341_002713-T1	DBVPG3775_000842-T1
GF00000071	TFCN2502E3341_000308-T1	DBVPG3775_004080-T1
GF00000072	TFCN2502E3341_011134-T1	DBVPG3775_002677-T1
GF00000073	TFCN2502E3341_007205-T1	DBVPG3775_002226-T1
GF00000074	TFCN2502E3341_007786-T1	DBVPG3775_005599-T1
GF00000075	TFCN2502E3341_011560-T1	DBVPG3775_005157-T1
GF00000076	TFCN2502E3341_014387-T1	DBVPG3775_002338-T1
GF00000077	TFCN2502E3341_005598-T1	DBVPG3775_006818-T1
GF00000078	TFCN2502E3341_011863-T1	DBVPG3775_007241-T1
GF00000079	TFCN2502E3341_000034-T1	DBVPG3775_001065-T1
GF00000080	TFCN2502E3341_001801-T1	DBVPG3775_006977-T1
GF00000081	TFCN2502E3341_010937-T1	DBVPG3775_005324-T1
GF00000082	TFCN2502E3341_000353-T1	DBVPG3775_004339-T1
GF00000083	TFCN2502E3341_003456-T1	DBVPG3775_003742-T1
GF00000084	TFCN2502E3341_003502-T1	DBVPG3775_003785-T1
GF00000085	TFCN2502E3341_003509-T1	DBVPG3775_003792-T1
GF00000086	TFCN2502E3341_006015-T1	DBVPG3775_000368-T1
GF00000087	TFCN2502E3341_001012-T1	DBVPG3775_007132-T1
GF00000088	TFCN2502E3341_000988-T1	DBVPG3775_005163-T1
GF00000089	TFCN2502E3341_014106-T1	DBVPG3775_006584-T1
GF00000090	TFCN2502E3341_012715-T1	DBVPG3775_001677-T1
GF00000091	TFCN2502E3341_012475-T1	DBVPG3775_006948-T1
GF00000092	TFCN2502E3341_004231-T1	DBVPG3775_004521-T1
GF00000093	TFCN2502E3341_003511-T1	DBVPG3775_003794-T1
GF00000094	TFCN2502E3341_002247-T1	DBVPG3775_000191-T1
GF00000095	TFCN2502E3341_002536-T1	DBVPG3775_002257-T1
GF00000096	TFCN2502E3341_004553-T1	DBVPG3775_003686-T1
GF00000097	TFCN2502E3341_003084-T1	DBVPG3775_002526-T1
GF00000098	TFCN2502E3341_011873-T1	DBVPG3775_000082-T1
GF00000099	TFCN2502E3341_013249-T1	DBVPG3775_001853-T1
GF00000100	TFCN2502E3341_005342-T1	DBVPG3775_003172-T1
GF00000101	TFCN2502E3341_010490-T1	DBVPG3775_003273-T1
GF00000102	TFCN2502E3341_014659-T1	DBVPG3775_004754-T1
GF00000103	TFCN2502E3341_013902-T1	DBVPG3775_003255-T1
GF00000104	TFCN2502E3341_009709-T1	DBVPG3775_005753-T1
GF00000105	TFCN2502E3341_003797-T1	DBVPG3775_001962-T1
GF00000106	TFCN2502E3341_008425-T1	DBVPG3775_004181-T1
GF00000107	TFCN2502E3341_001152-T1	DBVPG3775_006473-T1
GF00000108	TFCN2502E3341_002209-T1	DBVPG3775_000153-T1
GF00000109	TFCN2502E3341_002486-T1	DBVPG3775_002326-T1
GF00000110	TFCN2502E3341_009875-T1	DBVPG3775_007105-T1
GF00000111	TFCN2502E3341_010133-T1	DBVPG3775_006076-T1
GF00000112	TFCN2502E3341_011501-T1	DBVPG3775_002751-T1
GF00000113	TFCN2502E3341_012482-T1	DBVPG3775_006954-T1
GF00000114	TFCN2502E3341_000154-T1	DBVPG3775_004731-T1
GF00000115	TFCN2502E3341_014201-T1	DBVPG3775_006241-T1
GF00000116	TFCN2502E3341_009852-T1	DBVPG3775_000527-T1
GF00000117	TFCN2502E3341_008910-T1	DBVPG3775_004545-T1
GF00000118	TFCN2502E3341_007331-T1	DBVPG3775_004520-T1
GF00000119	TFCN2502E3341_003455-T1	DBVPG3775_003741-T1
GF00000120	TFCN2502E3341_010182-T1	DBVPG3775_000562-T1
GF00000121	TFCN2502E3341_004383-T1	DBVPG3775_001140-T1
GF00000122	TFCN2502E3341_006193-T1	DBVPG3775_007483-T1
GF00000123	TFCN2502E3341_003254-T1	DBVPG3775_004880-T1
GF00000124	TFCN2502E3341_002111-T1	DBVPG3775_001993-T1
GF00000125	TFCN2502E3341_006832-T1	DBVPG3775_003411-T1
GF00000126	TFCN2502E3341_012210-T1	DBVPG3775_006133-T1
GF00000127	TFCN2502E3341_007791-T1	DBVPG3775_005603-T1
GF00000128	TFCN2502E3341_005014-T1	DBVPG3775_001667-T1
GF00000129	TFCN2502E3341_003242-T1	DBVPG3775_002435-T1
GF00000130	TFCN2502E3341_003593-T1	DBVPG3775_003709-T1
GF00000131	TFCN2502E3341_003708-T1	DBVPG3775_006388-T1
GF00000132	TFCN2502E3341_005783-T1	DBVPG3775_003229-T1
GF00000133	TFCN2502E3341_008009-T1	DBVPG3775_000399-T1
GF00000134	TFCN2502E3341_012051-T1	DBVPG3775_004717-T1
GF00000135	TFCN2502E3341_013365-T1	DBVPG3775_006959-T1
GF00000136	TFCN2502E3341_006509-T1	DBVPG3775_006220-T1
GF00000137	TFCN2502E3341_012796-T1	DBVPG3775_006015-T1
GF00000138	TFCN2502E3341_002841-T1	DBVPG3775_002965-T1
GF00000139	TFCN2502E3341_004190-T1	DBVPG3775_003861-T1
GF00000140	TFCN2502E3341_006682-T1	DBVPG3775_007442-T1
GF00000141	TFCN2502E3341_000199-T1	DBVPG3775_007063-T1
GF00000142	TFCN2502E3341_003920-T1	DBVPG3775_001795-T1
GF00000143	TFCN2502E3341_000325-T1	DBVPG3775_004097-T1
GF00000144	TFCN2502E3341_000359-T1	DBVPG3775_004335-T1
GF00000145	TFCN2502E3341_002302-T1	DBVPG3775_004556-T1
GF00000146	TFCN2502E3341_000502-T1	DBVPG3775_003051-T1
GF00000147	TFCN2502E3341_009578-T1	DBVPG3775_005082-T1
GF00000148	TFCN2502E3341_000571-T1	DBVPG3775_005109-T1
GF00000149	TFCN2502E3341_012016-T1	DBVPG3775_000449-T1
GF00000150	TFCN2502E3341_008533-T1	DBVPG3775_005942-T1
GF00000151	TFCN2502E3341_009084-T1	DBVPG3775_000271-T1
GF00000152	TFCN2502E3341_008031-T1	DBVPG3775_001517-T1
GF00000153	TFCN2502E3341_012569-T1	DBVPG3775_006662-T1
GF00000154	TFCN2502E3341_003015-T1	DBVPG3775_001671-T1
GF00000155	TFCN2502E3341_000824-T1	DBVPG3775_001266-T1
GF00000156	TFCN2502E3341_012885-T1	DBVPG3775_006357-T1
GF00000157	TFCN2502E3341_001246-T1	DBVPG3775_006439-T1
GF00000158	TFCN2502E3341_012118-T1	DBVPG3775_006031-T1
GF00000159	TFCN2502E3341_002569-T1	DBVPG3775_002291-T1
GF00000160	TFCN2502E3341_006844-T1	DBVPG3775_003422-T1
GF00000161	TFCN2502E3341_011141-T1	DBVPG3775_007226-T1
GF00000162	TFCN2502E3341_005682-T1	DBVPG3775_006416-T1
GF00000163	TFCN2502E3341_003823-T1	DBVPG3775_000814-T1
GF00000164	TFCN2502E3341_011345-T1	DBVPG3775_001452-T1
GF00000165	TFCN2502E3341_014192-T1	DBVPG3775_003643-T1
GF00000166	TFCN2502E3341_010095-T1	DBVPG3775_006673-T1
GF00000167	TFCN2502E3341_005220-T1	DBVPG3775_004760-T1
GF00000168	TFCN2502E3341_008904-T1	DBVPG3775_004809-T1
GF00000169	TFCN2502E3341_008061-T1	DBVPG3775_001549-T1
GF00000170	TFCN2502E3341_003122-T1	DBVPG3775_002488-T1
GF00000171	TFCN2502E3341_010841-T1	DBVPG3775_004711-T1
GF00000172	TFCN2502E3341_002078-T1	DBVPG3775_001961-T1
GF00000173	TFCN2502E3341_004253-T1	DBVPG3775_004544-T1
GF00000174	TFCN2502E3341_003391-T1	DBVPG3775_005546-T1
GF00000175	TFCN2502E3341_004531-T1	DBVPG3775_002271-T1
GF00000176	TFCN2502E3341_002402-T1	DBVPG3775_007270-T1
GF00000177	TFCN2502E3341_004517-T1	DBVPG3775_002256-T1
GF00000178	TFCN2502E3341_002980-T1	DBVPG3775_002706-T1
GF00000179	TFCN2502E3341_010861-T1	DBVPG3775_000695-T1
GF00000180	TFCN2502E3341_012186-T1	DBVPG3775_007022-T1
GF00000181	TFCN2502E3341_007357-T1	DBVPG3775_004376-T1
GF00000182	TFCN2502E3341_003885-T1	DBVPG3775_001832-T1
GF00000183	TFCN2502E3341_014457-T1	DBVPG3775_005038-T1
GF00000184	TFCN2502E3341_005304-T1	DBVPG3775_003134-T1
GF00000185	TFCN2502E3341_004174-T1	DBVPG3775_003877-T1
GF00000186	TFCN2502E3341_012853-T1	DBVPG3775_003496-T1
GF00000187	TFCN2502E3341_008580-T1	DBVPG3775_006806-T1
GF00000188	TFCN2502E3341_005216-T1	DBVPG3775_004721-T1
GF00000189	TFCN2502E3341_006266-T1	DBVPG3775_003358-T1
GF00000190	TFCN2502E3341_011459-T1	DBVPG3775_006850-T1
GF00000191	TFCN2502E3341_006583-T1	DBVPG3775_003677-T1
GF00000192	TFCN2502E3341_008950-T1	DBVPG3775_000312-T1
GF00000193	TFCN2502E3341_009864-T1	DBVPG3775_000514-T1
GF00000194	TFCN2502E3341_011424-T1	DBVPG3775_000591-T1
GF00000195	TFCN2502E3341_011534-T1	DBVPG3775_002745-T1
GF00000196	TFCN2502E3341_013558-T1	DBVPG3775_002180-T1
GF00000197	TFCN2502E3341_013719-T1	DBVPG3775_007423-T1
GF00000198	TFCN2502E3341_012834-T1	DBVPG3775_001049-T1
GF00000199	TFCN2502E3341_000857-T1	DBVPG3775_001230-T1
GF00000200	TFCN2502E3341_000194-T1	DBVPG3775_007059-T1
GF00000201	TFCN2502E3341_000286-T1	DBVPG3775_004056-T1
GF00000202	TFCN2502E3341_000483-T1	DBVPG3775_003066-T1
GF00000203	TFCN2502E3341_002477-T1	DBVPG3775_002336-T1
GF00000204	TFCN2502E3341_007263-T1	DBVPG3775_004533-T1
GF00000205	TFCN2502E3341_009820-T1	DBVPG3775_001367-T1
GF00000206	TFCN2502E3341_000796-T1	DBVPG3775_001297-T1
GF00000207	TFCN2502E3341_012030-T1	DBVPG3775_004735-T1
GF00000208	TFCN2502E3341_005673-T1	DBVPG3775_006968-T1
GF00000209	TFCN2502E3341_014769-T1	DBVPG3775_007575-T1
GF00000210	TFCN2502E3341_014647-T1	DBVPG3775_006418-T1
GF00000211	TFCN2502E3341_001314-T1	DBVPG3775_005472-T1
GF00000212	TFCN2502E3341_001397-T1	DBVPG3775_005314-T1
GF00000213	TFCN2502E3341_001469-T1	DBVPG3775_003607-T1
GF00000214	TFCN2502E3341_001506-T1	DBVPG3775_000730-T1
GF00000215	TFCN2502E3341_005044-T1	DBVPG3775_002992-T1
GF00000216	TFCN2502E3341_008670-T1	DBVPG3775_003865-T1
GF00000217	TFCN2502E3341_006334-T1	DBVPG3775_000832-T1
GF00000218	TFCN2502E3341_011668-T1	DBVPG3775_001020-T1
GF00000219	TFCN2502E3341_006061-T1	DBVPG3775_000258-T1
GF00000220	TFCN2502E3341_006455-T1	DBVPG3775_001192-T1
GF00000221	TFCN2502E3341_011047-T1	DBVPG3775_000593-T1
GF00000222	TFCN2502E3341_002576-T1	DBVPG3775_002298-T1
GF00000223	TFCN2502E3341_012451-T1	DBVPG3775_001025-T1
GF00000224	TFCN2502E3341_013116-T1	DBVPG3775_001670-T1
GF00000225	TFCN2502E3341_003678-T1	DBVPG3775_006859-T1
GF00000226	TFCN2502E3341_009570-T1	DBVPG3775_001834-T1
GF00000227	TFCN2502E3341_013591-T1	DBVPG3775_002585-T1
GF00000228	TFCN2502E3341_004888-T1	DBVPG3775_007522-T1
GF00000229	TFCN2502E3341_004918-T1	DBVPG3775_006611-T1
GF00000230	TFCN2502E3341_005038-T1	DBVPG3775_006573-T1
GF00000231	TFCN2502E3341_011468-T1	DBVPG3775_000345-T1
GF00000232	TFCN2502E3341_005604-T1	DBVPG3775_006896-T1
GF00000233	TFCN2502E3341_014751-T1	DBVPG3775_006643-T1
GF00000234	TFCN2502E3341_010011-T1	DBVPG3775_002427-T1
GF00000235	TFCN2502E3341_008850-T1	DBVPG3775_002596-T1
GF00000236	TFCN2502E3341_010401-T1	DBVPG3775_005534-T1
GF00000237	TFCN2502E3341_009867-T1	DBVPG3775_001059-T1
GF00000238	TFCN2502E3341_000259-T1	DBVPG3775_004029-T1
GF00000239	TFCN2502E3341_013075-T1	DBVPG3775_004034-T1
GF00000240	TFCN2502E3341_000445-T1	DBVPG3775_003104-T1
GF00000241	TFCN2502E3341_000517-T1	DBVPG3775_005054-T1
GF00000242	TFCN2502E3341_000546-T1	DBVPG3775_005084-T1
GF00000243	TFCN2502E3341_000653-T1	DBVPG3775_001338-T1
GF00000244	TFCN2502E3341_004418-T1	DBVPG3775_007175-T1
GF00000245	TFCN2502E3341_011684-T1	DBVPG3775_006913-T1
GF00000246	TFCN2502E3341_002154-T1	DBVPG3775_002037-T1
GF00000247	TFCN2502E3341_013133-T1	DBVPG3775_007433-T1
GF00000248	TFCN2502E3341_000894-T1	DBVPG3775_001193-T1
GF00000249	TFCN2502E3341_006270-T1	DBVPG3775_003362-T1
GF00000250	TFCN2502E3341_001123-T1	DBVPG3775_006501-T1
GF00000251	TFCN2502E3341_001216-T1	DBVPG3775_005215-T1
GF00000252	TFCN2502E3341_010160-T1	DBVPG3775_002840-T1
GF00000253	TFCN2502E3341_005469-T1	DBVPG3775_006485-T1
GF00000254	TFCN2502E3341_001203-T1	DBVPG3775_006924-T1
GF00000255	TFCN2502E3341_013994-T1	DBVPG3775_007517-T1
GF00000256	TFCN2502E3341_003888-T1	DBVPG3775_001828-T1
GF00000257	TFCN2502E3341_007391-T1	DBVPG3775_004409-T1
GF00000258	TFCN2502E3341_007126-T1	DBVPG3775_007454-T1
GF00000259	TFCN2502E3341_011191-T1	DBVPG3775_006696-T1
GF00000260	TFCN2502E3341_002031-T1	DBVPG3775_004459-T1
GF00000261	TFCN2502E3341_005537-T1	DBVPG3775_003646-T1
GF00000262	TFCN2502E3341_011833-T1	DBVPG3775_006594-T1
GF00000263	TFCN2502E3341_014202-T1	DBVPG3775_006242-T1
GF00000264	TFCN2502E3341_002889-T1	DBVPG3775_004876-T1
GF00000265	TFCN2502E3341_004702-T1	DBVPG3775_003302-T1
GF00000266	TFCN2502E3341_001737-T1	DBVPG3775_004865-T1
GF00000267	TFCN2502E3341_011226-T1	DBVPG3775_004253-T1
GF00000268	TFCN2502E3341_001761-T1	DBVPG3775_006062-T1
GF00000269	TFCN2502E3341_001785-T1	DBVPG3775_006039-T1
GF00000270	TFCN2502E3341_004706-T1	DBVPG3775_003306-T1
GF00000271	TFCN2502E3341_012126-T1	DBVPG3775_005145-T1
GF00000272	TFCN2502E3341_008694-T1	DBVPG3775_003841-T1
GF00000273	TFCN2502E3341_012214-T1	DBVPG3775_001535-T1
GF00000274	TFCN2502E3341_001989-T1	DBVPG3775_005702-T1
GF00000275	TFCN2502E3341_002235-T1	DBVPG3775_000179-T1
GF00000276	TFCN2502E3341_002409-T1	DBVPG3775_007277-T1
GF00000277	TFCN2502E3341_002422-T1	DBVPG3775_005638-T1
GF00000278	TFCN2502E3341_002429-T1	DBVPG3775_005645-T1
GF00000279	TFCN2502E3341_002779-T1	DBVPG3775_000775-T1
GF00000280	TFCN2502E3341_008829-T1	DBVPG3775_002626-T1
GF00000281	TFCN2502E3341_013253-T1	DBVPG3775_001830-T1
GF00000282	TFCN2502E3341_004314-T1	DBVPG3775_002522-T1
GF00000283	TFCN2502E3341_007704-T1	DBVPG3775_005857-T1
GF00000284	TFCN2502E3341_003416-T1	DBVPG3775_002858-T1
GF00000285	TFCN2502E3341_008724-T1	DBVPG3775_005791-T1
GF00000286	TFCN2502E3341_009111-T1	DBVPG3775_002595-T1
GF00000287	TFCN2502E3341_010015-T1	DBVPG3775_004633-T1
GF00000288	TFCN2502E3341_010123-T1	DBVPG3775_006397-T1
GF00000289	TFCN2502E3341_003722-T1	DBVPG3775_006082-T1
GF00000290	TFCN2502E3341_003956-T1	DBVPG3775_000475-T1
GF00000291	TFCN2502E3341_012134-T1	DBVPG3775_003471-T1
GF00000292	TFCN2502E3341_004024-T1	DBVPG3775_000234-T1
GF00000293	TFCN2502E3341_009238-T1	DBVPG3775_003466-T1
GF00000294	TFCN2502E3341_005126-T1	DBVPG3775_000376-T1
GF00000295	TFCN2502E3341_008754-T1	DBVPG3775_003224-T1
GF00000296	TFCN2502E3341_013527-T1	DBVPG3775_003205-T1
GF00000297	TFCN2502E3341_006070-T1	DBVPG3775_000249-T1
GF00000298	TFCN2502E3341_006108-T1	DBVPG3775_006252-T1
GF00000299	TFCN2502E3341_007842-T1	DBVPG3775_002625-T1
GF00000300	TFCN2502E3341_012847-T1	DBVPG3775_003503-T1
GF00000301	TFCN2502E3341_007051-T1	DBVPG3775_002575-T1
GF00000302	TFCN2502E3341_011064-T1	DBVPG3775_004831-T1
GF00000303	TFCN2502E3341_010317-T1	DBVPG3775_002159-T1
GF00000304	TFCN2502E3341_008560-T1	DBVPG3775_005915-T1
GF00000305	TFCN2502E3341_014489-T1	DBVPG3775_006116-T1
GF00000306	TFCN2502E3341_012797-T1	DBVPG3775_006014-T1
GF00000307	TFCN2502E3341_009791-T1	DBVPG3775_005986-T1
GF00000308	TFCN2502E3341_010742-T1	DBVPG3775_002756-T1
GF00000309	TFCN2502E3341_011530-T1	DBVPG3775_002749-T1
GF00000310	TFCN2502E3341_010758-T1	DBVPG3775_006519-T1
GF00000311	TFCN2502E3341_010868-T1	DBVPG3775_004737-T1
GF00000312	TFCN2502E3341_013607-T1	DBVPG3775_006842-T1
GF00000313	TFCN2502E3341_012561-T1	DBVPG3775_002405-T1
GF00000314	TFCN2502E3341_002264-T1	DBVPG3775_000208-T1
GF00000315	TFCN2502E3341_001015-T1	DBVPG3775_007135-T1
GF00000316	TFCN2502E3341_009701-T1	DBVPG3775_005745-T1
GF00000317	TFCN2502E3341_007046-T1	DBVPG3775_002579-T1
GF00000318	TFCN2502E3341_003818-T1	DBVPG3775_001939-T1
GF00000319	TFCN2502E3341_008222-T1	DBVPG3775_004230-T1
GF00000320	TFCN2502E3341_004431-T1	DBVPG3775_007189-T1
GF00000321	TFCN2502E3341_008585-T1	DBVPG3775_006802-T1
GF00000322	TFCN2502E3341_014315-T1	DBVPG3775_004702-T1
GF00000323	TFCN2502E3341_000626-T1	DBVPG3775_005572-T1
GF00000324	TFCN2502E3341_008411-T1	DBVPG3775_004167-T1
GF00000325	TFCN2502E3341_011026-T1	DBVPG3775_000577-T1
GF00000326	TFCN2502E3341_008399-T1	DBVPG3775_004155-T1
GF00000327	TFCN2502E3341_002941-T1	DBVPG3775_002667-T1
GF00000328	TFCN2502E3341_000176-T1	DBVPG3775_004122-T1
GF00000329	TFCN2502E3341_001262-T1	DBVPG3775_006421-T1
GF00000330	TFCN2502E3341_012621-T1	DBVPG3775_003267-T1
GF00000331	TFCN2502E3341_000184-T1	DBVPG3775_004114-T1
GF00000332	TFCN2502E3341_005738-T1	DBVPG3775_004116-T1
GF00000333	TFCN2502E3341_000191-T1	DBVPG3775_007056-T1
GF00000334	TFCN2502E3341_002969-T1	DBVPG3775_002694-T1
GF00000335	TFCN2502E3341_006484-T1	DBVPG3775_007079-T1
GF00000336	TFCN2502E3341_006573-T1	DBVPG3775_004294-T1
GF00000337	TFCN2502E3341_000249-T1	DBVPG3775_004019-T1
GF00000338	TFCN2502E3341_001834-T1	DBVPG3775_007010-T1
GF00000339	TFCN2502E3341_012274-T1	DBVPG3775_002410-T1
GF00000340	TFCN2502E3341_007689-T1	DBVPG3775_005842-T1
GF00000341	TFCN2502E3341_013403-T1	DBVPG3775_003386-T1
GF00000342	TFCN2502E3341_000350-T1	DBVPG3775_004342-T1
GF00000343	TFCN2502E3341_006880-T1	DBVPG3775_001256-T1
GF00000344	TFCN2502E3341_013785-T1	DBVPG3775_001584-T1
GF00000345	TFCN2502E3341_006555-T1	DBVPG3775_004311-T1
GF00000346	TFCN2502E3341_000381-T1	DBVPG3775_004306-T1
GF00000347	TFCN2502E3341_000559-T1	DBVPG3775_005097-T1
GF00000348	TFCN2502E3341_011022-T1	DBVPG3775_006147-T1
GF00000349	TFCN2502E3341_005059-T1	DBVPG3775_003007-T1
GF00000350	TFCN2502E3341_003809-T1	DBVPG3775_001949-T1
GF00000351	TFCN2502E3341_000484-T1	DBVPG3775_003065-T1
GF00000352	TFCN2502E3341_000514-T1	DBVPG3775_005051-T1
GF00000353	TFCN2502E3341_000914-T1	DBVPG3775_005238-T1
GF00000354	TFCN2502E3341_000528-T1	DBVPG3775_005065-T1
GF00000355	TFCN2502E3341_013355-T1	DBVPG3775_000703-T1
GF00000356	TFCN2502E3341_007515-T1	DBVPG3775_000263-T1
GF00000357	TFCN2502E3341_000584-T1	DBVPG3775_005122-T1
GF00000358	TFCN2502E3341_000591-T1	DBVPG3775_005129-T1
GF00000359	TFCN2502E3341_004149-T1	DBVPG3775_003902-T1
GF00000360	TFCN2502E3341_001869-T1	DBVPG3775_005143-T1
GF00000361	TFCN2502E3341_007809-T1	DBVPG3775_005621-T1
GF00000362	TFCN2502E3341_000619-T1	DBVPG3775_005578-T1
GF00000363	TFCN2502E3341_007815-T1	DBVPG3775_005626-T1
GF00000364	TFCN2502E3341_000642-T1	DBVPG3775_005556-T1
GF00000365	TFCN2502E3341_001165-T1	DBVPG3775_006459-T1
GF00000366	TFCN2502E3341_000671-T1	DBVPG3775_001744-T1
GF00000367	TFCN2502E3341_000694-T1	DBVPG3775_001376-T1
GF00000368	TFCN2502E3341_000698-T1	DBVPG3775_001380-T1
GF00000369	TFCN2502E3341_004680-T1	DBVPG3775_003282-T1
GF00000370	TFCN2502E3341_005031-T1	DBVPG3775_002978-T1
GF00000371	TFCN2502E3341_000712-T1	DBVPG3775_001393-T1
GF00000372	TFCN2502E3341_000734-T1	DBVPG3775_001414-T1
GF00000373	TFCN2502E3341_003396-T1	DBVPG3775_002838-T1
GF00000374	TFCN2502E3341_010084-T1	DBVPG3775_006684-T1
GF00000375	TFCN2502E3341_000778-T1	DBVPG3775_001321-T1
GF00000376	TFCN2502E3341_000826-T1	DBVPG3775_001264-T1
GF00000377	TFCN2502E3341_000833-T1	DBVPG3775_001255-T1
GF00000378	TFCN2502E3341_012978-T1	DBVPG3775_001201-T1
GF00000379	TFCN2502E3341_005159-T1	DBVPG3775_004829-T1
GF00000380	TFCN2502E3341_002490-T1	DBVPG3775_002215-T1
GF00000381	TFCN2502E3341_009358-T1	DBVPG3775_006576-T1
GF00000382	TFCN2502E3341_000992-T1	DBVPG3775_005159-T1
GF00000383	TFCN2502E3341_000993-T1	DBVPG3775_005158-T1
GF00000384	TFCN2502E3341_014695-T1	DBVPG3775_003895-T1
GF00000385	TFCN2502E3341_008291-T1	DBVPG3775_005426-T1
