	Rhodotorula_mucilaginosa_CHIFNET_10NJ071.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000898	CHIFNET10NJ071_003377-T1, CHIFNET10NJ071_008436-T1, CHIFNET10NJ071_008435-T1	DBVPG3775_005419-T1
GF00000899	CHIFNET10NJ071_003469-T1, CHIFNET10NJ071_007811-T1, CHIFNET10NJ071_004591-T1	DBVPG3775_002065-T1
GF00000900	CHIFNET10NJ071_003492-T1, CHIFNET10NJ071_004613-T1, CHIFNET10NJ071_004612-T1	DBVPG3775_002032-T1
GF00000901	CHIFNET10NJ071_005333-T1, CHIFNET10NJ071_014721-T1, CHIFNET10NJ071_008162-T1	DBVPG3775_000141-T1
GF00000902	CHIFNET10NJ071_003570-T1, CHIFNET10NJ071_005419-T1	DBVPG3775_005472-T1, DBVPG3775_005473-T1
GF00000903	CHIFNET10NJ071_003596-T1, CHIFNET10NJ071_005447-T1, CHIFNET10NJ071_003597-T1	DBVPG3775_005500-T1
GF00000904	CHIFNET10NJ071_003658-T1, CHIFNET10NJ071_003692-T1, CHIFNET10NJ071_003691-T1	DBVPG3775_000937-T1
GF00000905	CHIFNET10NJ071_003685-T1, CHIFNET10NJ071_013197-T1, CHIFNET10NJ071_003686-T1	DBVPG3775_000931-T1
GF00000906	CHIFNET10NJ071_003727-T1, CHIFNET10NJ071_011594-T1, CHIFNET10NJ071_011595-T1	DBVPG3775_004716-T1
GF00000907	CHIFNET10NJ071_003783-T1, CHIFNET10NJ071_011507-T1	DBVPG3775_004731-T1, DBVPG3775_004788-T1
GF00000908	CHIFNET10NJ071_003786-T1, CHIFNET10NJ071_011510-T1	DBVPG3775_004791-T1, DBVPG3775_004792-T1
GF00000909	CHIFNET10NJ071_003795-T1, CHIFNET10NJ071_011520-T1, CHIFNET10NJ071_011602-T1	DBVPG3775_004802-T1
GF00000910	CHIFNET10NJ071_003882-T1, CHIFNET10NJ071_011637-T1, CHIFNET10NJ071_008548-T1	DBVPG3775_000624-T1
GF00000911	CHIFNET10NJ071_003887-T1, CHIFNET10NJ071_011633-T1, CHIFNET10NJ071_011632-T1	DBVPG3775_000629-T1
GF00000912	CHIFNET10NJ071_003889-T1, CHIFNET10NJ071_014010-T1, CHIFNET10NJ071_011630-T1	DBVPG3775_000631-T1
GF00000913	CHIFNET10NJ071_003923-T1, CHIFNET10NJ071_011935-T1, CHIFNET10NJ071_012364-T1	DBVPG3775_000665-T1
GF00000914	CHIFNET10NJ071_003955-T1, CHIFNET10NJ071_010632-T1, CHIFNET10NJ071_003956-T1	DBVPG3775_000696-T1
GF00000915	CHIFNET10NJ071_004004-T1, CHIFNET10NJ071_007597-T1, CHIFNET10NJ071_004005-T1	DBVPG3775_005031-T1
GF00000916	CHIFNET10NJ071_004075-T1, CHIFNET10NJ071_009539-T1	DBVPG3775_006306-T1, DBVPG3775_006307-T1
GF00000917	CHIFNET10NJ071_004103-T1, CHIFNET10NJ071_006052-T1, CHIFNET10NJ071_006053-T1	DBVPG3775_006334-T1
GF00000918	CHIFNET10NJ071_004243-T1, CHIFNET10NJ071_004244-T1	DBVPG3775_002801-T1, DBVPG3775_002802-T1
GF00000919	CHIFNET10NJ071_004302-T1, CHIFNET10NJ071_004316-T1, CHIFNET10NJ071_006916-T1	DBVPG3775_006867-T1
GF00000920	CHIFNET10NJ071_004321-T1, CHIFNET10NJ071_006923-T1, CHIFNET10NJ071_004322-T1	DBVPG3775_006859-T1
GF00000921	CHIFNET10NJ071_004325-T1, CHIFNET10NJ071_006926-T1, CHIFNET10NJ071_006927-T1	DBVPG3775_006856-T1
GF00000922	CHIFNET10NJ071_004326-T1, CHIFNET10NJ071_010975-T1, CHIFNET10NJ071_006928-T1	DBVPG3775_006855-T1
GF00000923	CHIFNET10NJ071_010954-T1, CHIFNET10NJ071_010955-T1	DBVPG3775_007209-T1, DBVPG3775_007210-T1
GF00000924	CHIFNET10NJ071_004351-T1, CHIFNET10NJ071_004471-T1, CHIFNET10NJ071_014078-T1	DBVPG3775_005830-T1
GF00000925	CHIFNET10NJ071_004363-T1, CHIFNET10NJ071_004456-T1, CHIFNET10NJ071_004364-T1	DBVPG3775_005816-T1
GF00000926	CHIFNET10NJ071_004373-T1, CHIFNET10NJ071_004380-T1	DBVPG3775_006269-T1, DBVPG3775_006276-T1
GF00000927	CHIFNET10NJ071_013744-T1, CHIFNET10NJ071_005780-T1	DBVPG3775_000418-T1, DBVPG3775_007531-T1
GF00000928	CHIFNET10NJ071_004385-T1, CHIFNET10NJ071_014213-T1, CHIFNET10NJ071_010726-T1	DBVPG3775_006263-T1
GF00000929	CHIFNET10NJ071_004388-T1, CHIFNET10NJ071_010728-T1	DBVPG3775_006260-T1, DBVPG3775_006261-T1
GF00000930	CHIFNET10NJ071_004429-T1, CHIFNET10NJ071_013543-T1	DBVPG3775_006940-T1, DBVPG3775_006941-T1
GF00000931	CHIFNET10NJ071_004467-T1, CHIFNET10NJ071_008360-T1, CHIFNET10NJ071_007016-T1	DBVPG3775_005826-T1
GF00000932	CHIFNET10NJ071_004486-T1, CHIFNET10NJ071_012244-T1, CHIFNET10NJ071_005849-T1	DBVPG3775_005844-T1
GF00000933	CHIFNET10NJ071_004532-T1, CHIFNET10NJ071_006750-T1, CHIFNET10NJ071_006536-T1	DBVPG3775_006442-T1
GF00000934	CHIFNET10NJ071_004539-T1, CHIFNET10NJ071_006742-T1, CHIFNET10NJ071_006743-T1	DBVPG3775_006435-T1
GF00000935	CHIFNET10NJ071_004557-T1, CHIFNET10NJ071_006715-T1	DBVPG3775_006417-T1, DBVPG3775_006652-T1
GF00000936	CHIFNET10NJ071_004571-T1, CHIFNET10NJ071_006712-T1	DBVPG3775_006403-T1, DBVPG3775_006974-T1
GF00000937	CHIFNET10NJ071_004696-T1, CHIFNET10NJ071_010527-T1, CHIFNET10NJ071_012763-T1	DBVPG3775_004874-T1
GF00000938	CHIFNET10NJ071_004697-T1, CHIFNET10NJ071_010526-T1, CHIFNET10NJ071_004698-T1	DBVPG3775_004875-T1
GF00000939	CHIFNET10NJ071_004744-T1, CHIFNET10NJ071_013104-T1, CHIFNET10NJ071_004745-T1	DBVPG3775_001024-T1
GF00000940	CHIFNET10NJ071_004754-T1, CHIFNET10NJ071_013115-T1, CHIFNET10NJ071_007207-T1	DBVPG3775_001015-T1
GF00000941	CHIFNET10NJ071_004885-T1, CHIFNET10NJ071_011911-T1	DBVPG3775_007543-T1, DBVPG3775_007550-T1
GF00000942	CHIFNET10NJ071_004890-T1, CHIFNET10NJ071_007353-T1	DBVPG3775_007599-T1, DBVPG3775_007600-T1
GF00000943	CHIFNET10NJ071_005037-T1, CHIFNET10NJ071_007413-T1, CHIFNET10NJ071_012298-T1	DBVPG3775_001278-T1
GF00000944	CHIFNET10NJ071_005082-T1, CHIFNET10NJ071_014538-T1, CHIFNET10NJ071_005083-T1	DBVPG3775_001334-T1
GF00000945	CHIFNET10NJ071_005110-T1, CHIFNET10NJ071_008988-T1, CHIFNET10NJ071_014190-T1	DBVPG3775_006587-T1
GF00000946	CHIFNET10NJ071_005127-T1, CHIFNET10NJ071_014428-T1, CHIFNET10NJ071_013549-T1	DBVPG3775_007430-T1
GF00000947	CHIFNET10NJ071_005151-T1, CHIFNET10NJ071_008313-T1, CHIFNET10NJ071_008312-T1	DBVPG3775_005777-T1
GF00000948	CHIFNET10NJ071_005252-T1, CHIFNET10NJ071_011007-T1, CHIFNET10NJ071_014359-T1	DBVPG3775_006185-T1
GF00000949	CHIFNET10NJ071_005257-T1, CHIFNET10NJ071_013821-T1, CHIFNET10NJ071_012577-T1	DBVPG3775_005949-T1
GF00000950	CHIFNET10NJ071_005327-T1, CHIFNET10NJ071_014650-T1, CHIFNET10NJ071_014680-T1	DBVPG3775_000147-T1
GF00000951	CHIFNET10NJ071_005338-T1, CHIFNET10NJ071_008168-T1, CHIFNET10NJ071_008167-T1	DBVPG3775_000136-T1
GF00000952	CHIFNET10NJ071_005374-T1, CHIFNET10NJ071_008204-T1, CHIFNET10NJ071_008203-T1	DBVPG3775_000100-T1
GF00000953	CHIFNET10NJ071_005378-T1, CHIFNET10NJ071_008208-T1, CHIFNET10NJ071_008207-T1	DBVPG3775_000095-T1
GF00000954	CHIFNET10NJ071_005466-T1, CHIFNET10NJ071_013463-T1, CHIFNET10NJ071_014590-T1	DBVPG3775_000349-T1
GF00000955	CHIFNET10NJ071_005602-T1, CHIFNET10NJ071_005814-T1, CHIFNET10NJ071_005603-T1	DBVPG3775_003536-T1
GF00000956	CHIFNET10NJ071_005630-T1, CHIFNET10NJ071_006866-T1, CHIFNET10NJ071_005787-T1	DBVPG3775_003443-T1
GF00000957	CHIFNET10NJ071_005642-T1, CHIFNET10NJ071_013974-T1, CHIFNET10NJ071_009781-T1	DBVPG3775_003498-T1
GF00000958	CHIFNET10NJ071_005650-T1, CHIFNET10NJ071_014318-T1, CHIFNET10NJ071_013982-T1	DBVPG3775_003490-T1
GF00000959	CHIFNET10NJ071_005766-T1, CHIFNET10NJ071_013796-T1, CHIFNET10NJ071_005767-T1	DBVPG3775_000433-T1
GF00000960	CHIFNET10NJ071_005776-T1, CHIFNET10NJ071_013748-T1, CHIFNET10NJ071_013787-T1	DBVPG3775_000424-T1
GF00000961	CHIFNET10NJ071_013228-T1, CHIFNET10NJ071_006288-T1, CHIFNET10NJ071_006287-T1	DBVPG3775_003961-T1
GF00000962	CHIFNET10NJ071_005920-T1, CHIFNET10NJ071_010168-T1, CHIFNET10NJ071_010169-T1	DBVPG3775_004209-T1
GF00000963	CHIFNET10NJ071_005970-T1, CHIFNET10NJ071_012444-T1, CHIFNET10NJ071_012445-T1	DBVPG3775_001056-T1
GF00000964	CHIFNET10NJ071_005975-T1, CHIFNET10NJ071_008493-T1, CHIFNET10NJ071_008494-T1	DBVPG3775_002764-T1
GF00000965	CHIFNET10NJ071_006011-T1, CHIFNET10NJ071_012299-T1, CHIFNET10NJ071_008472-T1	DBVPG3775_002728-T1
GF00000966	CHIFNET10NJ071_006021-T1, CHIFNET10NJ071_012306-T1, CHIFNET10NJ071_006022-T1	DBVPG3775_002718-T1
GF00000967	CHIFNET10NJ071_006094-T1, CHIFNET10NJ071_010665-T1, CHIFNET10NJ071_010666-T1	DBVPG3775_001617-T1
GF00000968	CHIFNET10NJ071_006102-T1, CHIFNET10NJ071_010674-T1, CHIFNET10NJ071_010675-T1	DBVPG3775_001609-T1
GF00000969	CHIFNET10NJ071_006118-T1, CHIFNET10NJ071_010692-T1, CHIFNET10NJ071_010693-T1	DBVPG3775_001592-T1
GF00000970	CHIFNET10NJ071_006135-T1, CHIFNET10NJ071_014646-T1, CHIFNET10NJ071_013639-T1	DBVPG3775_001575-T1
GF00000971	CHIFNET10NJ071_006138-T1, CHIFNET10NJ071_013854-T1, CHIFNET10NJ071_014460-T1	DBVPG3775_001571-T1
GF00000972	CHIFNET10NJ071_006144-T1, CHIFNET10NJ071_013860-T1	DBVPG3775_001564-T1, DBVPG3775_001565-T1
GF00000973	CHIFNET10NJ071_006183-T1, CHIFNET10NJ071_013252-T1, CHIFNET10NJ071_014631-T1	DBVPG3775_004683-T1
GF00000974	CHIFNET10NJ071_006188-T1, CHIFNET10NJ071_014097-T1, CHIFNET10NJ071_014098-T1	DBVPG3775_004688-T1
GF00000975	CHIFNET10NJ071_007097-T1, CHIFNET10NJ071_013678-T1, CHIFNET10NJ071_014702-T1	DBVPG3775_006401-T1
GF00000976	CHIFNET10NJ071_009561-T1, CHIFNET10NJ071_010995-T1	DBVPG3775_006105-T1, DBVPG3775_006106-T1
GF00000977	CHIFNET10NJ071_006314-T1, CHIFNET10NJ071_008590-T1, CHIFNET10NJ071_008589-T1	DBVPG3775_000586-T1
GF00000978	CHIFNET10NJ071_006315-T1, CHIFNET10NJ071_008592-T1, CHIFNET10NJ071_008591-T1	DBVPG3775_000585-T1
GF00000979	CHIFNET10NJ071_006316-T1, CHIFNET10NJ071_008593-T1, CHIFNET10NJ071_012033-T1	DBVPG3775_000584-T1
GF00000980	CHIFNET10NJ071_006374-T1, CHIFNET10NJ071_008811-T1	DBVPG3775_001430-T1, DBVPG3775_001431-T1
GF00000981	CHIFNET10NJ071_006398-T1, CHIFNET10NJ071_008836-T1, CHIFNET10NJ071_006399-T1	DBVPG3775_001406-T1
GF00000982	CHIFNET10NJ071_006409-T1, CHIFNET10NJ071_012595-T1, CHIFNET10NJ071_006410-T1	DBVPG3775_001396-T1
GF00000983	CHIFNET10NJ071_006421-T1, CHIFNET10NJ071_012582-T1, CHIFNET10NJ071_012583-T1	DBVPG3775_001384-T1
GF00000984	CHIFNET10NJ071_011127-T1, CHIFNET10NJ071_012386-T1, CHIFNET10NJ071_012385-T1	DBVPG3775_007168-T1
GF00000985	CHIFNET10NJ071_006473-T1, CHIFNET10NJ071_006641-T1, CHIFNET10NJ071_012072-T1	DBVPG3775_004918-T1
GF00000986	CHIFNET10NJ071_006474-T1, CHIFNET10NJ071_006640-T1, CHIFNET10NJ071_012071-T1	DBVPG3775_004917-T1
GF00000987	CHIFNET10NJ071_012935-T1, CHIFNET10NJ071_014547-T1, CHIFNET10NJ071_014040-T1	DBVPG3775_005877-T1
GF00000988	CHIFNET10NJ071_006867-T1, CHIFNET10NJ071_013420-T1, CHIFNET10NJ071_013419-T1	DBVPG3775_003444-T1
GF00000989	CHIFNET10NJ071_006940-T1, CHIFNET10NJ071_014438-T1, CHIFNET10NJ071_012105-T1	DBVPG3775_003614-T1
GF00000990	CHIFNET10NJ071_006992-T1, CHIFNET10NJ071_008940-T1, CHIFNET10NJ071_012490-T1	DBVPG3775_003665-T1
GF00000991	CHIFNET10NJ071_007050-T1, CHIFNET10NJ071_011668-T1, CHIFNET10NJ071_007051-T1	DBVPG3775_006353-T1
GF00000992	CHIFNET10NJ071_007109-T1, CHIFNET10NJ071_013786-T1, CHIFNET10NJ071_013983-T1	DBVPG3775_003316-T1
GF00000993	CHIFNET10NJ071_007130-T1, CHIFNET10NJ071_012955-T1, CHIFNET10NJ071_012956-T1	DBVPG3775_003296-T1
GF00000994	CHIFNET10NJ071_007140-T1, CHIFNET10NJ071_008871-T1, CHIFNET10NJ071_008872-T1	DBVPG3775_003286-T1
GF00000995	CHIFNET10NJ071_007260-T1, CHIFNET10NJ071_013673-T1	DBVPG3775_007500-T1, DBVPG3775_007501-T1
GF00000996	CHIFNET10NJ071_007423-T1, CHIFNET10NJ071_011184-T1, CHIFNET10NJ071_013953-T1	DBVPG3775_005994-T1
GF00000997	CHIFNET10NJ071_007430-T1, CHIFNET10NJ071_011176-T1, CHIFNET10NJ071_011177-T1	DBVPG3775_005987-T1
GF00000998	CHIFNET10NJ071_007459-T1, CHIFNET10NJ071_009929-T1, CHIFNET10NJ071_007460-T1	DBVPG3775_005956-T1
GF00000999	CHIFNET10NJ071_007462-T1, CHIFNET10NJ071_009926-T1, CHIFNET10NJ071_009927-T1	DBVPG3775_005954-T1
GF00001000	CHIFNET10NJ071_007492-T1, CHIFNET10NJ071_011934-T1, CHIFNET10NJ071_012011-T1	DBVPG3775_007479-T1
GF00001001	CHIFNET10NJ071_007495-T1, CHIFNET10NJ071_011931-T1, CHIFNET10NJ071_011932-T1	DBVPG3775_007482-T1
GF00001002	CHIFNET10NJ071_007520-T1, CHIFNET10NJ071_013271-T1, CHIFNET10NJ071_014419-T1	DBVPG3775_002551-T1
GF00001003	CHIFNET10NJ071_007679-T1, CHIFNET10NJ071_009087-T1, CHIFNET10NJ071_007680-T1	DBVPG3775_003984-T1
GF00001004	CHIFNET10NJ071_007702-T1, CHIFNET10NJ071_013569-T1, CHIFNET10NJ071_013570-T1	DBVPG3775_005138-T1
GF00001005	CHIFNET10NJ071_007707-T1, CHIFNET10NJ071_013575-T1, CHIFNET10NJ071_007708-T1	DBVPG3775_005133-T1
GF00001006	CHIFNET10NJ071_007771-T1, CHIFNET10NJ071_011700-T1	DBVPG3775_002112-T1, DBVPG3775_002113-T1
GF00001007	CHIFNET10NJ071_007786-T1, CHIFNET10NJ071_011242-T1, CHIFNET10NJ071_011682-T1	DBVPG3775_002095-T1
GF00001008	CHIFNET10NJ071_007866-T1, CHIFNET10NJ071_007884-T1, CHIFNET10NJ071_012188-T1	DBVPG3775_003202-T1
GF00001009	CHIFNET10NJ071_007867-T1, CHIFNET10NJ071_007883-T1, CHIFNET10NJ071_012187-T1	DBVPG3775_003203-T1
GF00001010	CHIFNET10NJ071_007946-T1, CHIFNET10NJ071_014222-T1, CHIFNET10NJ071_012146-T1	DBVPG3775_002147-T1
GF00001011	CHIFNET10NJ071_007957-T1, CHIFNET10NJ071_013357-T1	DBVPG3775_002136-T1, DBVPG3775_002137-T1
GF00001012	CHIFNET10NJ071_007966-T1, CHIFNET10NJ071_014448-T1	DBVPG3775_002811-T1, DBVPG3775_007093-T1
GF00001013	CHIFNET10NJ071_007968-T1, CHIFNET10NJ071_014447-T1	DBVPG3775_002120-T1, DBVPG3775_007092-T1
GF00001014	CHIFNET10NJ071_008212-T1, CHIFNET10NJ071_011718-T1, CHIFNET10NJ071_013391-T1	DBVPG3775_003374-T1
GF00001015	CHIFNET10NJ071_008252-T1, CHIFNET10NJ071_010457-T1, CHIFNET10NJ071_010458-T1	DBVPG3775_003334-T1
GF00001016	CHIFNET10NJ071_008425-T1, CHIFNET10NJ071_009978-T1, CHIFNET10NJ071_014601-T1	DBVPG3775_005430-T1
GF00001017	CHIFNET10NJ071_008428-T1, CHIFNET10NJ071_014661-T1, CHIFNET10NJ071_014294-T1	DBVPG3775_005427-T1
GF00001018	CHIFNET10NJ071_008433-T1, CHIFNET10NJ071_014299-T1, CHIFNET10NJ071_014300-T1	DBVPG3775_005421-T1
GF00001019	CHIFNET10NJ071_008499-T1, CHIFNET10NJ071_013268-T1, CHIFNET10NJ071_013266-T1	DBVPG3775_002768-T1
GF00001020	CHIFNET10NJ071_008563-T1, CHIFNET10NJ071_011650-T1, CHIFNET10NJ071_011649-T1	DBVPG3775_000610-T1
GF00001021	CHIFNET10NJ071_008771-T1, CHIFNET10NJ071_012975-T1, CHIFNET10NJ071_012976-T1	DBVPG3775_003245-T1
GF00001022	CHIFNET10NJ071_008877-T1, CHIFNET10NJ071_013495-T1, CHIFNET10NJ071_008878-T1	DBVPG3775_002314-T1
GF00001023	CHIFNET10NJ071_008956-T1, CHIFNET10NJ071_012505-T1, CHIFNET10NJ071_012504-T1	DBVPG3775_003680-T1
GF00001024	CHIFNET10NJ071_008991-T1, CHIFNET10NJ071_009139-T1	DBVPG3775_000295-T1, DBVPG3775_000296-T1
GF00001025	CHIFNET10NJ071_008993-T1, CHIFNET10NJ071_009138-T1, CHIFNET10NJ071_008992-T1	DBVPG3775_000297-T1
GF00001026	CHIFNET10NJ071_008996-T1, CHIFNET10NJ071_009135-T1	DBVPG3775_000300-T1, DBVPG3775_000301-T1
GF00001027	CHIFNET10NJ071_009000-T1, CHIFNET10NJ071_009130-T1, CHIFNET10NJ071_009131-T1	DBVPG3775_000305-T1
GF00001028	CHIFNET10NJ071_009029-T1, CHIFNET10NJ071_009101-T1	DBVPG3775_000334-T1, DBVPG3775_000335-T1
GF00001029	CHIFNET10NJ071_009232-T1, CHIFNET10NJ071_012550-T1	DBVPG3775_007015-T1, DBVPG3775_007016-T1
GF00001030	CHIFNET10NJ071_009243-T1, CHIFNET10NJ071_012536-T1, CHIFNET10NJ071_009244-T1	DBVPG3775_007028-T1
GF00001031	CHIFNET10NJ071_009251-T1, CHIFNET10NJ071_013322-T1, CHIFNET10NJ071_014339-T1	DBVPG3775_007035-T1
GF00001032	CHIFNET10NJ071_009309-T1, CHIFNET10NJ071_011346-T1, CHIFNET10NJ071_009310-T1	DBVPG3775_004154-T1
GF00001033	CHIFNET10NJ071_009313-T1, CHIFNET10NJ071_011349-T1, CHIFNET10NJ071_009543-T1	DBVPG3775_004157-T1
GF00001034	CHIFNET10NJ071_009318-T1, CHIFNET10NJ071_011354-T1, CHIFNET10NJ071_011355-T1	DBVPG3775_004162-T1
GF00001035	CHIFNET10NJ071_009326-T1, CHIFNET10NJ071_011363-T1, CHIFNET10NJ071_011365-T1	DBVPG3775_004170-T1
GF00001036	CHIFNET10NJ071_009327-T1, CHIFNET10NJ071_011364-T1, CHIFNET10NJ071_011366-T1	DBVPG3775_004171-T1
GF00001037	CHIFNET10NJ071_009329-T1, CHIFNET10NJ071_011368-T1, CHIFNET10NJ071_009330-T1	DBVPG3775_004173-T1
GF00001038	CHIFNET10NJ071_009340-T1, CHIFNET10NJ071_012777-T1, CHIFNET10NJ071_009341-T1	DBVPG3775_004187-T1
GF00001039	CHIFNET10NJ071_009430-T1, CHIFNET10NJ071_012568-T1, CHIFNET10NJ071_014658-T1	DBVPG3775_006223-T1
GF00001040	CHIFNET10NJ071_009447-T1, CHIFNET10NJ071_013525-T1, CHIFNET10NJ071_009448-T1	DBVPG3775_006205-T1
GF00001041	CHIFNET10NJ071_009544-T1, CHIFNET10NJ071_011469-T1, CHIFNET10NJ071_012078-T1	DBVPG3775_006127-T1
GF00001042	CHIFNET10NJ071_009559-T1, CHIFNET10NJ071_010998-T1	DBVPG3775_006109-T1, DBVPG3775_006110-T1
GF00001043	CHIFNET10NJ071_009564-T1, CHIFNET10NJ071_010992-T1	DBVPG3775_006101-T1, DBVPG3775_006102-T1
GF00001044	CHIFNET10NJ071_009607-T1, CHIFNET10NJ071_014286-T1, CHIFNET10NJ071_009608-T1	DBVPG3775_002592-T1
GF00001045	CHIFNET10NJ071_009701-T1, CHIFNET10NJ071_013903-T1	DBVPG3775_003839-T1, DBVPG3775_003840-T1
GF00001046	CHIFNET10NJ071_009868-T1, CHIFNET10NJ071_013840-T1, CHIFNET10NJ071_009869-T1	DBVPG3775_007098-T1
GF00001047	CHIFNET10NJ071_009945-T1, CHIFNET10NJ071_010388-T1	DBVPG3775_001627-T1, DBVPG3775_003018-T1
GF00001048	CHIFNET10NJ071_009950-T1, CHIFNET10NJ071_010383-T1, CHIFNET10NJ071_010384-T1	DBVPG3775_001632-T1
GF00001049	CHIFNET10NJ071_009979-T1, CHIFNET10NJ071_013917-T1, CHIFNET10NJ071_014372-T1	DBVPG3775_003228-T1
GF00001050	CHIFNET10NJ071_010001-T1, CHIFNET10NJ071_010002-T1	DBVPG3775_007244-T1, DBVPG3775_007245-T1
GF00001051	CHIFNET10NJ071_010249-T1, CHIFNET10NJ071_012909-T1, CHIFNET10NJ071_014338-T1	DBVPG3775_002351-T1
GF00001052	CHIFNET10NJ071_010270-T1, CHIFNET10NJ071_012890-T1, CHIFNET10NJ071_013199-T1	DBVPG3775_002330-T1
GF00001053	CHIFNET10NJ071_010277-T1, CHIFNET10NJ071_013206-T1, CHIFNET10NJ071_010278-T1	DBVPG3775_002323-T1
GF00001054	CHIFNET10NJ071_010600-T1, CHIFNET10NJ071_012315-T1, CHIFNET10NJ071_013446-T1	DBVPG3775_000726-T1
GF00001055	CHIFNET10NJ071_010795-T1, CHIFNET10NJ071_013308-T1	DBVPG3775_000288-T1, DBVPG3775_006564-T1
GF00001056	CHIFNET10NJ071_010812-T1, CHIFNET10NJ071_013853-T1, CHIFNET10NJ071_014345-T1	DBVPG3775_000270-T1
GF00001057	CHIFNET10NJ071_010953-T1, CHIFNET10NJ071_012230-T1, CHIFNET10NJ071_012231-T1	DBVPG3775_007208-T1
GF00001058	CHIFNET10NJ071_011040-T1, CHIFNET10NJ071_011298-T1, CHIFNET10NJ071_011041-T1	DBVPG3775_006153-T1
GF00001059	CHIFNET10NJ071_011467-T1, CHIFNET10NJ071_012075-T1, CHIFNET10NJ071_012076-T1	DBVPG3775_006129-T1
GF00001060	CHIFNET10NJ071_011609-T1, CHIFNET10NJ071_013802-T1	DBVPG3775_001255-T1, DBVPG3775_004808-T1
GF00001061	CHIFNET10NJ071_011614-T1, CHIFNET10NJ071_013807-T1, CHIFNET10NJ071_013808-T1	DBVPG3775_004813-T1
GF00001062	CHIFNET10NJ071_011616-T1, CHIFNET10NJ071_013810-T1, CHIFNET10NJ071_013614-T1	DBVPG3775_004815-T1
GF00001063	CHIFNET10NJ071_011766-T1, CHIFNET10NJ071_013924-T1	DBVPG3775_004585-T1, DBVPG3775_004586-T1
GF00001064	CHIFNET10NJ071_011849-T1, CHIFNET10NJ071_012016-T1, CHIFNET10NJ071_011850-T1	DBVPG3775_007291-T1
GF00001065	CHIFNET10NJ071_011873-T1, CHIFNET10NJ071_013873-T1, CHIFNET10NJ071_014469-T1	DBVPG3775_006747-T1
GF00001066	CHIFNET10NJ071_012314-T1, CHIFNET10NJ071_013445-T1, CHIFNET10NJ071_013132-T1	DBVPG3775_000727-T1
GF00001067	CHIFNET10NJ071_012683-T1, CHIFNET10NJ071_012913-T1, CHIFNET10NJ071_012682-T1	DBVPG3775_006020-T1
GF00001068	CHIFNET10NJ071_013117-T1, CHIFNET10NJ071_014540-T1, CHIFNET10NJ071_014619-T1	DBVPG3775_000744-T1
GF00001069	CHIFNET10NJ071_013283-T1, CHIFNET10NJ071_014417-T1, CHIFNET10NJ071_014643-T1	DBVPG3775_002540-T1
GF00001070	CHIFNET10NJ071_013468-T1, CHIFNET10NJ071_014292-T1	DBVPG3775_005251-T1, DBVPG3775_005252-T1
GF00001071	CHIFNET10NJ071_013469-T1, CHIFNET10NJ071_014293-T1, CHIFNET10NJ071_014160-T1	DBVPG3775_005250-T1
GF00001072	CHIFNET10NJ071_013478-T1, CHIFNET10NJ071_014168-T1, CHIFNET10NJ071_014738-T1	DBVPG3775_005242-T1
GF00001073	CHIFNET10NJ071_013877-T1, CHIFNET10NJ071_013884-T1	DBVPG3775_006544-T1, DBVPG3775_006545-T1
GF00001074	CHIFNET10NJ071_014492-T1, CHIFNET10NJ071_014541-T1, CHIFNET10NJ071_014493-T1	DBVPG3775_007555-T1
GF00001075	CHIFNET10NJ071_001727-T1, CHIFNET10NJ071_001729-T1, CHIFNET10NJ071_001728-T1	DBVPG3775_001478-T1
GF00001076	CHIFNET10NJ071_010568-T1, CHIFNET10NJ071_010573-T1	DBVPG3775_003452-T1, DBVPG3775_003458-T1
GF00001077	CHIFNET10NJ071_000002-T1, CHIFNET10NJ071_014263-T1	DBVPG3775_001250-T1
GF00001078	CHIFNET10NJ071_000003-T1, CHIFNET10NJ071_014262-T1	DBVPG3775_001249-T1
GF00001079	CHIFNET10NJ071_000004-T1, CHIFNET10NJ071_014261-T1	DBVPG3775_001248-T1
GF00001080	CHIFNET10NJ071_000005-T1, CHIFNET10NJ071_014260-T1	DBVPG3775_001247-T1
GF00001081	CHIFNET10NJ071_000008-T1, CHIFNET10NJ071_014258-T1	DBVPG3775_001244-T1
GF00001082	CHIFNET10NJ071_000010-T1, CHIFNET10NJ071_001142-T1	DBVPG3775_001241-T1
GF00001083	CHIFNET10NJ071_006278-T1, CHIFNET10NJ071_013236-T1	DBVPG3775_003969-T1
GF00001084	CHIFNET10NJ071_000011-T1, CHIFNET10NJ071_001141-T1	DBVPG3775_001240-T1
GF00001085	CHIFNET10NJ071_000012-T1, CHIFNET10NJ071_001140-T1	DBVPG3775_001239-T1
GF00001086	CHIFNET10NJ071_000013-T1, CHIFNET10NJ071_001139-T1	DBVPG3775_001238-T1
GF00001087	CHIFNET10NJ071_000014-T1, CHIFNET10NJ071_001137-T1	DBVPG3775_001236-T1
GF00001088	CHIFNET10NJ071_000015-T1, CHIFNET10NJ071_001136-T1	DBVPG3775_001235-T1
GF00001089	CHIFNET10NJ071_000016-T1, CHIFNET10NJ071_001135-T1	DBVPG3775_001234-T1
GF00001090	CHIFNET10NJ071_000017-T1, CHIFNET10NJ071_001134-T1	DBVPG3775_001233-T1
