	Rhodotorula_mucilaginosa_DBVPG_3045.cds.fa
GF00000011	DBVPG3045_011094-T1, DBVPG3045_006401-T1, DBVPG3045_001047-T1, DBVPG3045_012388-T1, DBVPG3045_001759-T1, DBVPG3045_001171-T1, DBVPG3045_003853-T1, DBVPG3045_005557-T1, DBVPG3045_003800-T1, DBVPG3045_006881-T1, DBVPG3045_012158-T1, DBVPG3045_000320-T1, DBVPG3045_011147-T1, DBVPG3045_013234-T1, DBVPG3045_003848-T1, DBVPG3045_007255-T1, DBVPG3045_007254-T1
GF00000012	DBVPG3045_006384-T1, DBVPG3045_009157-T1, DBVPG3045_009506-T1, DBVPG3045_010575-T1, DBVPG3045_007642-T1, DBVPG3045_000655-T1, DBVPG3045_009507-T1, DBVPG3045_003081-T1, DBVPG3045_000315-T1, DBVPG3045_010244-T1, DBVPG3045_011442-T1, DBVPG3045_010745-T1, DBVPG3045_010727-T1, DBVPG3045_013611-T1, DBVPG3045_010728-T1, DBVPG3045_010746-T1
GF00000013	DBVPG3045_007975-T1, DBVPG3045_002958-T1, DBVPG3045_009882-T1, DBVPG3045_005879-T1, DBVPG3045_010852-T1, DBVPG3045_009935-T1, DBVPG3045_010112-T1, DBVPG3045_013851-T1, DBVPG3045_007132-T1, DBVPG3045_008803-T1, DBVPG3045_008679-T1, DBVPG3045_006815-T1, DBVPG3045_005709-T1, DBVPG3045_001211-T1, DBVPG3045_001210-T1
GF00000014	DBVPG3045_008585-T1, DBVPG3045_008973-T1, DBVPG3045_000651-T1, DBVPG3045_003004-T1, DBVPG3045_014154-T1, DBVPG3045_012079-T1, DBVPG3045_008302-T1, DBVPG3045_003772-T1, DBVPG3045_002893-T1, DBVPG3045_005850-T1, DBVPG3045_012118-T1, DBVPG3045_007649-T1, DBVPG3045_005018-T1, DBVPG3045_010308-T1, DBVPG3045_000877-T1
GF00000015	DBVPG3045_013775-T1, DBVPG3045_007261-T1, DBVPG3045_007260-T1, DBVPG3045_012262-T1, DBVPG3045_007997-T1, DBVPG3045_007984-T1, DBVPG3045_006867-T1, DBVPG3045_007993-T1, DBVPG3045_007985-T1, DBVPG3045_006866-T1, DBVPG3045_007996-T1, DBVPG3045_012782-T1, DBVPG3045_006868-T1, DBVPG3045_012261-T1
GF00000016	DBVPG3045_002165-T1, DBVPG3045_012307-T1, DBVPG3045_013637-T1, DBVPG3045_013097-T1, DBVPG3045_006570-T1, DBVPG3045_006568-T1, DBVPG3045_006569-T1, DBVPG3045_012913-T1, DBVPG3045_012912-T1, DBVPG3045_005899-T1, DBVPG3045_012915-T1, DBVPG3045_005861-T1, DBVPG3045_012914-T1
GF00000017	DBVPG3045_014259-T1, DBVPG3045_002153-T1, DBVPG3045_012054-T1, DBVPG3045_012055-T1, DBVPG3045_003549-T1, DBVPG3045_006039-T1, DBVPG3045_004786-T1, DBVPG3045_012056-T1, DBVPG3045_004785-T1, DBVPG3045_002586-T1, DBVPG3045_000092-T1, DBVPG3045_004788-T1, DBVPG3045_004787-T1
GF00000018	DBVPG3045_013514-T1, DBVPG3045_004626-T1, DBVPG3045_003728-T1, DBVPG3045_003508-T1, DBVPG3045_001200-T1, DBVPG3045_001202-T1, DBVPG3045_005357-T1, DBVPG3045_001792-T1, DBVPG3045_001790-T1, DBVPG3045_003507-T1, DBVPG3045_003287-T1, DBVPG3045_003727-T1, DBVPG3045_003726-T1
GF00000019	DBVPG3045_009618-T1, DBVPG3045_005669-T1, DBVPG3045_002431-T1, DBVPG3045_008508-T1, DBVPG3045_004912-T1, DBVPG3045_006947-T1, DBVPG3045_004824-T1, DBVPG3045_005510-T1, DBVPG3045_012343-T1, DBVPG3045_003840-T1, DBVPG3045_011049-T1, DBVPG3045_014295-T1, DBVPG3045_011696-T1
GF00000020	DBVPG3045_005421-T1, DBVPG3045_004303-T1, DBVPG3045_014120-T1, DBVPG3045_004301-T1, DBVPG3045_013626-T1, DBVPG3045_014512-T1, DBVPG3045_014119-T1, DBVPG3045_004302-T1, DBVPG3045_005610-T1, DBVPG3045_005611-T1, DBVPG3045_014316-T1, DBVPG3045_003822-T1
GF00000021	DBVPG3045_011517-T1, DBVPG3045_011119-T1, DBVPG3045_012634-T1, DBVPG3045_002998-T1, DBVPG3045_004093-T1, DBVPG3045_000871-T1, DBVPG3045_002354-T1, DBVPG3045_006322-T1, DBVPG3045_005531-T1, DBVPG3045_003780-T1, DBVPG3045_014429-T1, DBVPG3045_014531-T1
GF00000022	DBVPG3045_009852-T1, DBVPG3045_008014-T1, DBVPG3045_007099-T1, DBVPG3045_014192-T1, DBVPG3045_014359-T1, DBVPG3045_005243-T1, DBVPG3045_014585-T1, DBVPG3045_004164-T1, DBVPG3045_014594-T1, DBVPG3045_011869-T1, DBVPG3045_008253-T1, DBVPG3045_011870-T1
GF00000023	DBVPG3045_008134-T1, DBVPG3045_004914-T1, DBVPG3045_010115-T1, DBVPG3045_014318-T1, DBVPG3045_010114-T1, DBVPG3045_008135-T1, DBVPG3045_008136-T1, DBVPG3045_013849-T1, DBVPG3045_001356-T1, DBVPG3045_001355-T1, DBVPG3045_013848-T1, DBVPG3045_001354-T1
GF00000024	DBVPG3045_005084-T1, DBVPG3045_006987-T1, DBVPG3045_000240-T1, DBVPG3045_008425-T1, DBVPG3045_002283-T1, DBVPG3045_009663-T1, DBVPG3045_005957-T1, DBVPG3045_007905-T1, DBVPG3045_004739-T1, DBVPG3045_004297-T1, DBVPG3045_003339-T1, DBVPG3045_007904-T1
GF00000025	DBVPG3045_001846-T1, DBVPG3045_005097-T1, DBVPG3045_010047-T1, DBVPG3045_010789-T1, DBVPG3045_008417-T1, DBVPG3045_008416-T1, DBVPG3045_005098-T1, DBVPG3045_006448-T1, DBVPG3045_005099-T1, DBVPG3045_006446-T1, DBVPG3045_006447-T1, DBVPG3045_008415-T1
GF00000026	DBVPG3045_009252-T1, DBVPG3045_000495-T1, DBVPG3045_000371-T1, DBVPG3045_008276-T1, DBVPG3045_003196-T1, DBVPG3045_011936-T1, DBVPG3045_014025-T1, DBVPG3045_001694-T1, DBVPG3045_011621-T1, DBVPG3045_000529-T1, DBVPG3045_001104-T1, DBVPG3045_003775-T1
GF00000027	DBVPG3045_009532-T1, DBVPG3045_007540-T1, DBVPG3045_004336-T1, DBVPG3045_009254-T1, DBVPG3045_005419-T1, DBVPG3045_011950-T1, DBVPG3045_003811-T1, DBVPG3045_005104-T1, DBVPG3045_005569-T1, DBVPG3045_014012-T1, DBVPG3045_001923-T1, DBVPG3045_008410-T1
GF00000028	DBVPG3045_008604-T1, DBVPG3045_014485-T1, DBVPG3045_010980-T1, DBVPG3045_004476-T1, DBVPG3045_008796-T1, DBVPG3045_001218-T1, DBVPG3045_013464-T1, DBVPG3045_011533-T1, DBVPG3045_014593-T1, DBVPG3045_011104-T1, DBVPG3045_014484-T1
GF00000029	DBVPG3045_007818-T1, DBVPG3045_014296-T1, DBVPG3045_003619-T1, DBVPG3045_004486-T1, DBVPG3045_012992-T1, DBVPG3045_007239-T1, DBVPG3045_006895-T1, DBVPG3045_007734-T1, DBVPG3045_003251-T1, DBVPG3045_014466-T1, DBVPG3045_013225-T1
GF00000030	DBVPG3045_009279-T1, DBVPG3045_012743-T1, DBVPG3045_001471-T1, DBVPG3045_000855-T1, DBVPG3045_014114-T1, DBVPG3045_001444-T1, DBVPG3045_013834-T1, DBVPG3045_014388-T1, DBVPG3045_003902-T1, DBVPG3045_003903-T1, DBVPG3045_013899-T1
GF00000031	DBVPG3045_011146-T1, DBVPG3045_000321-T1, DBVPG3045_007001-T1, DBVPG3045_007891-T1, DBVPG3045_008381-T1, DBVPG3045_000300-T1, DBVPG3045_010446-T1, DBVPG3045_003707-T1, DBVPG3045_005940-T1, DBVPG3045_003490-T1, DBVPG3045_003355-T1
GF00000032	DBVPG3045_002823-T1, DBVPG3045_012292-T1, DBVPG3045_006889-T1, DBVPG3045_006075-T1, DBVPG3045_007710-T1, DBVPG3045_005452-T1, DBVPG3045_007247-T1, DBVPG3045_009065-T1, DBVPG3045_014556-T1, DBVPG3045_014549-T1, DBVPG3045_009748-T1
GF00000033	DBVPG3045_005519-T1, DBVPG3045_004922-T1, DBVPG3045_006598-T1, DBVPG3045_008874-T1, DBVPG3045_007725-T1, DBVPG3045_005433-T1, DBVPG3045_004923-T1, DBVPG3045_007512-T1, DBVPG3045_014620-T1, DBVPG3045_014378-T1, DBVPG3045_011719-T1
GF00000034	DBVPG3045_004379-T1, DBVPG3045_002822-T1, DBVPG3045_012291-T1, DBVPG3045_001967-T1, DBVPG3045_011386-T1, DBVPG3045_010536-T1, DBVPG3045_012002-T1, DBVPG3045_005631-T1, DBVPG3045_008257-T1, DBVPG3045_000471-T1, DBVPG3045_000395-T1
GF00000035	DBVPG3045_002877-T1, DBVPG3045_003218-T1, DBVPG3045_006564-T1, DBVPG3045_005835-T1, DBVPG3045_000542-T1, DBVPG3045_003213-T1, DBVPG3045_004619-T1, DBVPG3045_013327-T1, DBVPG3045_012954-T1, DBVPG3045_009717-T1, DBVPG3045_014351-T1
GF00000036	DBVPG3045_014376-T1, DBVPG3045_004655-T1, DBVPG3045_006934-T1, DBVPG3045_004654-T1, DBVPG3045_010566-T1, DBVPG3045_009726-T1, DBVPG3045_014377-T1, DBVPG3045_010567-T1, DBVPG3045_011681-T1, DBVPG3045_011682-T1, DBVPG3045_009725-T1
GF00000037	DBVPG3045_006869-T1, DBVPG3045_007258-T1, DBVPG3045_007998-T1, DBVPG3045_007259-T1, DBVPG3045_006865-T1, DBVPG3045_007988-T1, DBVPG3045_006878-T1, DBVPG3045_007986-T1, DBVPG3045_007987-T1, DBVPG3045_007995-T1, DBVPG3045_007994-T1
GF00000038	DBVPG3045_001499-T1, DBVPG3045_002719-T1, DBVPG3045_003052-T1, DBVPG3045_000923-T1, DBVPG3045_004756-T1, DBVPG3045_013254-T1, DBVPG3045_012266-T1, DBVPG3045_012778-T1, DBVPG3045_013123-T1, DBVPG3045_000842-T1, DBVPG3045_000843-T1
GF00000039	DBVPG3045_007458-T1, DBVPG3045_010867-T1, DBVPG3045_009949-T1, DBVPG3045_011803-T1, DBVPG3045_011793-T1, DBVPG3045_007459-T1, DBVPG3045_007454-T1, DBVPG3045_014534-T1, DBVPG3045_012752-T1, DBVPG3045_007471-T1, DBVPG3045_013910-T1
GF00000040	DBVPG3045_009929-T1, DBVPG3045_012626-T1, DBVPG3045_000998-T1, DBVPG3045_003961-T1, DBVPG3045_007872-T1, DBVPG3045_004443-T1, DBVPG3045_011645-T1, DBVPG3045_014287-T1, DBVPG3045_005040-T1, DBVPG3045_005039-T1
GF00000041	DBVPG3045_005751-T1, DBVPG3045_006858-T1, DBVPG3045_011701-T1, DBVPG3045_001369-T1, DBVPG3045_002348-T1, DBVPG3045_006317-T1, DBVPG3045_001086-T1, DBVPG3045_003392-T1, DBVPG3045_001181-T1, DBVPG3045_001770-T1
GF00000042	DBVPG3045_000854-T1, DBVPG3045_005428-T1, DBVPG3045_014113-T1, DBVPG3045_013259-T1, DBVPG3045_004769-T1, DBVPG3045_013118-T1, DBVPG3045_000828-T1, DBVPG3045_000856-T1, DBVPG3045_014115-T1, DBVPG3045_007730-T1
GF00000043	DBVPG3045_012654-T1, DBVPG3045_000643-T1, DBVPG3045_000564-T1, DBVPG3045_001430-T1, DBVPG3045_000139-T1, DBVPG3045_008036-T1, DBVPG3045_002325-T1, DBVPG3045_006294-T1, DBVPG3045_005754-T1
GF00000044	DBVPG3045_013985-T1, DBVPG3045_010439-T1, DBVPG3045_000294-T1, DBVPG3045_008270-T1, DBVPG3045_000587-T1, DBVPG3045_005603-T1, DBVPG3045_000488-T1, DBVPG3045_000378-T1, DBVPG3045_005604-T1
GF00000045	DBVPG3045_005467-T1, DBVPG3045_004599-T1, DBVPG3045_013206-T1, DBVPG3045_007633-T1, DBVPG3045_010215-T1, DBVPG3045_013572-T1, DBVPG3045_007695-T1, DBVPG3045_009081-T1, DBVPG3045_009080-T1
GF00000046	DBVPG3045_005817-T1, DBVPG3045_002859-T1, DBVPG3045_012280-T1, DBVPG3045_000572-T1, DBVPG3045_002982-T1, DBVPG3045_002601-T1, DBVPG3045_002049-T1, DBVPG3045_010282-T1, DBVPG3045_013348-T1
GF00000047	DBVPG3045_001842-T1, DBVPG3045_001856-T1, DBVPG3045_006437-T1, DBVPG3045_001855-T1, DBVPG3045_006436-T1, DBVPG3045_000973-T1, DBVPG3045_001841-T1, DBVPG3045_001843-T1, DBVPG3045_006453-T1
GF00000048	DBVPG3045_003017-T1, DBVPG3045_000890-T1, DBVPG3045_007671-T1, DBVPG3045_011272-T1, DBVPG3045_014033-T1, DBVPG3045_010651-T1, DBVPG3045_010178-T1, DBVPG3045_014588-T1, DBVPG3045_000673-T1
GF00000049	DBVPG3045_011962-T1, DBVPG3045_004407-T1, DBVPG3045_004409-T1, DBVPG3045_011964-T1, DBVPG3045_003943-T1, DBVPG3045_000980-T1, DBVPG3045_011973-T1, DBVPG3045_004416-T1
GF00000050	DBVPG3045_004458-T1, DBVPG3045_003645-T1, DBVPG3045_003646-T1, DBVPG3045_004457-T1, DBVPG3045_007568-T1, DBVPG3045_003669-T1, DBVPG3045_003670-T1, DBVPG3045_007567-T1
GF00000051	DBVPG3045_006266-T1, DBVPG3045_014564-T1, DBVPG3045_000724-T1, DBVPG3045_014587-T1, DBVPG3045_000723-T1, DBVPG3045_012125-T1, DBVPG3045_000725-T1, DBVPG3045_014117-T1
GF00000052	DBVPG3045_000913-T1, DBVPG3045_003040-T1, DBVPG3045_009258-T1, DBVPG3045_000912-T1, DBVPG3045_003041-T1, DBVPG3045_014008-T1, DBVPG3045_014007-T1, DBVPG3045_003042-T1
GF00000053	DBVPG3045_010326-T1, DBVPG3045_014358-T1, DBVPG3045_008252-T1, DBVPG3045_005710-T1, DBVPG3045_006816-T1, DBVPG3045_010021-T1, DBVPG3045_002529-T1, DBVPG3045_000045-T1
GF00000054	DBVPG3045_001757-T1, DBVPG3045_001170-T1, DBVPG3045_004484-T1, DBVPG3045_006020-T1, DBVPG3045_003622-T1, DBVPG3045_003571-T1, DBVPG3045_003570-T1, DBVPG3045_003621-T1
GF00000055	DBVPG3045_007775-T1, DBVPG3045_007770-T1, DBVPG3045_007771-T1, DBVPG3045_007773-T1, DBVPG3045_009484-T1, DBVPG3045_007772-T1, DBVPG3045_007774-T1, DBVPG3045_009485-T1
GF00000056	DBVPG3045_007795-T1, DBVPG3045_013338-T1, DBVPG3045_013337-T1, DBVPG3045_011244-T1, DBVPG3045_007796-T1, DBVPG3045_013299-T1, DBVPG3045_009493-T1, DBVPG3045_011988-T1
GF00000057	DBVPG3045_005970-T1, DBVPG3045_008653-T1, DBVPG3045_008652-T1, DBVPG3045_008650-T1, DBVPG3045_008654-T1, DBVPG3045_008648-T1, DBVPG3045_008649-T1, DBVPG3045_008651-T1
GF00000058	DBVPG3045_002387-T1, DBVPG3045_002638-T1, DBVPG3045_009783-T1, DBVPG3045_014258-T1, DBVPG3045_001044-T1, DBVPG3045_012391-T1, DBVPG3045_001862-T1, DBVPG3045_007427-T1
GF00000059	DBVPG3045_003533-T1, DBVPG3045_004840-T1, DBVPG3045_002866-T1, DBVPG3045_004832-T1, DBVPG3045_005825-T1, DBVPG3045_012336-T1, DBVPG3045_006056-T1, DBVPG3045_012328-T1
GF00000060	DBVPG3045_001251-T1, DBVPG3045_001053-T1, DBVPG3045_010681-T1, DBVPG3045_004215-T1, DBVPG3045_005333-T1, DBVPG3045_011361-T1, DBVPG3045_011492-T1, DBVPG3045_014367-T1
GF00000061	DBVPG3045_011418-T1, DBVPG3045_003587-T1, DBVPG3045_002454-T1, DBVPG3045_010498-T1, DBVPG3045_004907-T1, DBVPG3045_005506-T1, DBVPG3045_007940-T1, DBVPG3045_005068-T1
GF00000062	DBVPG3045_001496-T1, DBVPG3045_002716-T1, DBVPG3045_008306-T1, DBVPG3045_008970-T1, DBVPG3045_012104-T1, DBVPG3045_007690-T1, DBVPG3045_000198-T1, DBVPG3045_011812-T1
GF00000063	DBVPG3045_002819-T1, DBVPG3045_001209-T1, DBVPG3045_008804-T1, DBVPG3045_008805-T1, DBVPG3045_001208-T1, DBVPG3045_012289-T1, DBVPG3045_002818-T1, DBVPG3045_008770-T1
GF00000064	DBVPG3045_003973-T1, DBVPG3045_001010-T1, DBVPG3045_007377-T1, DBVPG3045_005207-T1, DBVPG3045_005206-T1, DBVPG3045_005208-T1, DBVPG3045_007379-T1, DBVPG3045_007378-T1
GF00000065	DBVPG3045_004666-T1, DBVPG3045_010368-T1, DBVPG3045_010369-T1, DBVPG3045_004665-T1, DBVPG3045_013518-T1, DBVPG3045_013519-T1, DBVPG3045_004631-T1, DBVPG3045_004630-T1
GF00000066	DBVPG3045_009173-T1, DBVPG3045_006367-T1, DBVPG3045_006361-T1, DBVPG3045_009214-T1, DBVPG3045_002445-T1, DBVPG3045_009172-T1, DBVPG3045_008524-T1, DBVPG3045_009171-T1
GF00000067	DBVPG3045_011658-T1, DBVPG3045_011670-T1, DBVPG3045_010981-T1, DBVPG3045_010993-T1, DBVPG3045_011657-T1, DBVPG3045_011655-T1, DBVPG3045_010994-T1, DBVPG3045_011656-T1
GF00000068	DBVPG3045_002123-T1, DBVPG3045_007854-T1, DBVPG3045_011630-T1, DBVPG3045_013056-T1, DBVPG3045_014586-T1, DBVPG3045_014108-T1, DBVPG3045_014107-T1
GF00000069	DBVPG3045_006966-T1, DBVPG3045_012440-T1, DBVPG3045_006967-T1, DBVPG3045_004470-T1, DBVPG3045_003634-T1, DBVPG3045_003788-T1, DBVPG3045_005539-T1
GF00000070	DBVPG3045_011717-T1, DBVPG3045_001395-T1, DBVPG3045_000174-T1, DBVPG3045_001397-T1, DBVPG3045_000173-T1, DBVPG3045_001396-T1, DBVPG3045_011718-T1
GF00000071	DBVPG3045_010647-T1, DBVPG3045_012361-T1, DBVPG3045_010174-T1, DBVPG3045_007804-T1, DBVPG3045_014634-T1, DBVPG3045_014624-T1, DBVPG3045_013743-T1
GF00000072	DBVPG3045_012551-T1, DBVPG3045_010682-T1, DBVPG3045_001252-T1, DBVPG3045_006695-T1, DBVPG3045_014609-T1, DBVPG3045_014629-T1, DBVPG3045_014613-T1
GF00000073	DBVPG3045_004113-T1, DBVPG3045_012454-T1, DBVPG3045_006913-T1, DBVPG3045_013727-T1, DBVPG3045_013438-T1, DBVPG3045_013024-T1, DBVPG3045_008229-T1
GF00000074	DBVPG3045_002210-T1, DBVPG3045_000646-T1, DBVPG3045_010060-T1, DBVPG3045_009746-T1, DBVPG3045_010061-T1, DBVPG3045_014389-T1, DBVPG3045_009067-T1
GF00000075	DBVPG3045_010129-T1, DBVPG3045_000177-T1, DBVPG3045_001364-T1, DBVPG3045_010130-T1, DBVPG3045_014537-T1, DBVPG3045_001391-T1, DBVPG3045_011434-T1
GF00000076	DBVPG3045_005172-T1, DBVPG3045_007214-T1, DBVPG3045_005171-T1, DBVPG3045_005167-T1, DBVPG3045_007216-T1, DBVPG3045_007217-T1, DBVPG3045_005170-T1
GF00000077	DBVPG3045_006778-T1, DBVPG3045_008550-T1, DBVPG3045_013003-T1, DBVPG3045_013002-T1, DBVPG3045_008730-T1, DBVPG3045_008549-T1, DBVPG3045_008729-T1
GF00000078	DBVPG3045_001035-T1, DBVPG3045_004001-T1, DBVPG3045_007283-T1, DBVPG3045_000424-T1, DBVPG3045_000443-T1, DBVPG3045_001404-T1, DBVPG3045_000165-T1
GF00000079	DBVPG3045_000439-T1, DBVPG3045_000428-T1, DBVPG3045_007279-T1, DBVPG3045_007707-T1, DBVPG3045_005455-T1, DBVPG3045_007706-T1, DBVPG3045_005456-T1
GF00000080	DBVPG3045_012493-T1, DBVPG3045_012490-T1, DBVPG3045_011096-T1, DBVPG3045_014581-T1, DBVPG3045_014574-T1, DBVPG3045_008945-T1, DBVPG3045_014611-T1
GF00000081	DBVPG3045_000310-T1, DBVPG3045_010722-T1, DBVPG3045_003868-T1, DBVPG3045_006417-T1, DBVPG3045_010721-T1, DBVPG3045_000308-T1, DBVPG3045_000309-T1
GF00000082	DBVPG3045_013550-T1, DBVPG3045_011732-T1, DBVPG3045_006170-T1, DBVPG3045_011729-T1, DBVPG3045_011744-T1, DBVPG3045_011731-T1, DBVPG3045_011730-T1
GF00000083	DBVPG3045_007253-T1, DBVPG3045_007252-T1, DBVPG3045_003530-T1, DBVPG3045_006884-T1, DBVPG3045_006059-T1, DBVPG3045_006883-T1, DBVPG3045_006882-T1
GF00000084	DBVPG3045_008305-T1, DBVPG3045_008311-T1, DBVPG3045_008310-T1, DBVPG3045_008967-T1, DBVPG3045_008314-T1, DBVPG3045_008963-T1, DBVPG3045_008971-T1
