	Rhodotorula_mucilaginosa_TFCN_17-0-2E337-3.cds.fa
GF00000011	TFCN1702E3373_004502-T1, TFCN1702E3373_014383-T1, TFCN1702E3373_005895-T1, TFCN1702E3373_003701-T1, TFCN1702E3373_005981-T1, TFCN1702E3373_011538-T1, TFCN1702E3373_006561-T1, TFCN1702E3373_005982-T1, TFCN1702E3373_010838-T1, TFCN1702E3373_003949-T1, TFCN1702E3373_011539-T1, TFCN1702E3373_009507-T1, TFCN1702E3373_010839-T1, TFCN1702E3373_007996-T1, TFCN1702E3373_007383-T1, TFCN1702E3373_012925-T1, TFCN1702E3373_006064-T1
GF00000012	TFCN1702E3373_005709-T1, TFCN1702E3373_004385-T1, TFCN1702E3373_008193-T1, TFCN1702E3373_001352-T1, TFCN1702E3373_009416-T1, TFCN1702E3373_007634-T1, TFCN1702E3373_007584-T1, TFCN1702E3373_002607-T1, TFCN1702E3373_009167-T1, TFCN1702E3373_007622-T1, TFCN1702E3373_013786-T1, TFCN1702E3373_008868-T1, TFCN1702E3373_013504-T1, TFCN1702E3373_007629-T1, TFCN1702E3373_006507-T1, TFCN1702E3373_008198-T1, TFCN1702E3373_006506-T1
GF00000013	TFCN1702E3373_008482-T1, TFCN1702E3373_014140-T1, TFCN1702E3373_005778-T1, TFCN1702E3373_011646-T1, TFCN1702E3373_013377-T1, TFCN1702E3373_007856-T1, TFCN1702E3373_011097-T1, TFCN1702E3373_013985-T1, TFCN1702E3373_012578-T1, TFCN1702E3373_005021-T1, TFCN1702E3373_006388-T1, TFCN1702E3373_008560-T1, TFCN1702E3373_014657-T1, TFCN1702E3373_008621-T1, TFCN1702E3373_001602-T1, TFCN1702E3373_009352-T1, TFCN1702E3373_009353-T1
GF00000014	TFCN1702E3373_011432-T1, TFCN1702E3373_001845-T1, TFCN1702E3373_012977-T1, TFCN1702E3373_007734-T1, TFCN1702E3373_014464-T1, TFCN1702E3373_008883-T1, TFCN1702E3373_001210-T1, TFCN1702E3373_003488-T1, TFCN1702E3373_009591-T1, TFCN1702E3373_013513-T1, TFCN1702E3373_001796-T1, TFCN1702E3373_014692-T1, TFCN1702E3373_002715-T1, TFCN1702E3373_009448-T1, TFCN1702E3373_011801-T1, TFCN1702E3373_014203-T1
GF00000015	TFCN1702E3373_008811-T1, TFCN1702E3373_002426-T1, TFCN1702E3373_009172-T1, TFCN1702E3373_006866-T1, TFCN1702E3373_006839-T1, TFCN1702E3373_008596-T1, TFCN1702E3373_009129-T1, TFCN1702E3373_013470-T1, TFCN1702E3373_008485-T1, TFCN1702E3373_013324-T1, TFCN1702E3373_006865-T1, TFCN1702E3373_007110-T1, TFCN1702E3373_011080-T1, TFCN1702E3373_007109-T1, TFCN1702E3373_011082-T1, TFCN1702E3373_011081-T1
GF00000016	TFCN1702E3373_001943-T1, TFCN1702E3373_010693-T1, TFCN1702E3373_012435-T1, TFCN1702E3373_012437-T1, TFCN1702E3373_012429-T1, TFCN1702E3373_000345-T1, TFCN1702E3373_000874-T1, TFCN1702E3373_012428-T1, TFCN1702E3373_010694-T1, TFCN1702E3373_012438-T1, TFCN1702E3373_010695-T1, TFCN1702E3373_012436-T1, TFCN1702E3373_004947-T1, TFCN1702E3373_004948-T1
GF00000017	TFCN1702E3373_001800-T1, TFCN1702E3373_004043-T1, TFCN1702E3373_009656-T1, TFCN1702E3373_014156-T1, TFCN1702E3373_009043-T1, TFCN1702E3373_014154-T1, TFCN1702E3373_009041-T1, TFCN1702E3373_009042-T1, TFCN1702E3373_014155-T1, TFCN1702E3373_013145-T1, TFCN1702E3373_014553-T1, TFCN1702E3373_009595-T1, TFCN1702E3373_014554-T1
GF00000018	TFCN1702E3373_012559-T1, TFCN1702E3373_005156-T1, TFCN1702E3373_006136-T1, TFCN1702E3373_001497-T1, TFCN1702E3373_008554-T1, TFCN1702E3373_004623-T1, TFCN1702E3373_006382-T1, TFCN1702E3373_007068-T1, TFCN1702E3373_001031-T1, TFCN1702E3373_000498-T1, TFCN1702E3373_007179-T1, TFCN1702E3373_011328-T1, TFCN1702E3373_002640-T1
GF00000019	TFCN1702E3373_007621-T1, TFCN1702E3373_009166-T1, TFCN1702E3373_008711-T1, TFCN1702E3373_008959-T1, TFCN1702E3373_003540-T1, TFCN1702E3373_007124-T1, TFCN1702E3373_003078-T1, TFCN1702E3373_006232-T1, TFCN1702E3373_001430-T1, TFCN1702E3373_007004-T1, TFCN1702E3373_013631-T1, TFCN1702E3373_011856-T1, TFCN1702E3373_013882-T1
GF00000020	TFCN1702E3373_001812-T1, TFCN1702E3373_013071-T1, TFCN1702E3373_012645-T1, TFCN1702E3373_012646-T1, TFCN1702E3373_010479-T1, TFCN1702E3373_011475-T1, TFCN1702E3373_001705-T1, TFCN1702E3373_006737-T1, TFCN1702E3373_007722-T1, TFCN1702E3373_010480-T1, TFCN1702E3373_012643-T1, TFCN1702E3373_010481-T1, TFCN1702E3373_012644-T1
GF00000021	TFCN1702E3373_008660-T1, TFCN1702E3373_010148-T1, TFCN1702E3373_004812-T1, TFCN1702E3373_007871-T1, TFCN1702E3373_000199-T1, TFCN1702E3373_009320-T1, TFCN1702E3373_012691-T1, TFCN1702E3373_006998-T1, TFCN1702E3373_013664-T1, TFCN1702E3373_000194-T1, TFCN1702E3373_004746-T1, TFCN1702E3373_014625-T1, TFCN1702E3373_002865-T1
GF00000022	TFCN1702E3373_009972-T1, TFCN1702E3373_004739-T1, TFCN1702E3373_003098-T1, TFCN1702E3373_006211-T1, TFCN1702E3373_012083-T1, TFCN1702E3373_006212-T1, TFCN1702E3373_003097-T1, TFCN1702E3373_004423-T1, TFCN1702E3373_004425-T1, TFCN1702E3373_001521-T1, TFCN1702E3373_012502-T1, TFCN1702E3373_012504-T1, TFCN1702E3373_012505-T1
GF00000023	TFCN1702E3373_006350-T1, TFCN1702E3373_006401-T1, TFCN1702E3373_005331-T1, TFCN1702E3373_005075-T1, TFCN1702E3373_008457-T1, TFCN1702E3373_002208-T1, TFCN1702E3373_002203-T1, TFCN1702E3373_013488-T1, TFCN1702E3373_013261-T1, TFCN1702E3373_011611-T1, TFCN1702E3373_014748-T1, TFCN1702E3373_014751-T1, TFCN1702E3373_014734-T1
GF00000024	TFCN1702E3373_005830-T1, TFCN1702E3373_007792-T1, TFCN1702E3373_011549-T1, TFCN1702E3373_005966-T1, TFCN1702E3373_006539-T1, TFCN1702E3373_005965-T1, TFCN1702E3373_014705-T1, TFCN1702E3373_014704-T1, TFCN1702E3373_014759-T1, TFCN1702E3373_002205-T1, TFCN1702E3373_001286-T1, TFCN1702E3373_001287-T1
GF00000025	TFCN1702E3373_006627-T1, TFCN1702E3373_014004-T1, TFCN1702E3373_006888-T1, TFCN1702E3373_006805-T1, TFCN1702E3373_005464-T1, TFCN1702E3373_003332-T1, TFCN1702E3373_010511-T1, TFCN1702E3373_008310-T1, TFCN1702E3373_002088-T1, TFCN1702E3373_008400-T1, TFCN1702E3373_012540-T1, TFCN1702E3373_002167-T1
GF00000026	TFCN1702E3373_011292-T1, TFCN1702E3373_008233-T1, TFCN1702E3373_002682-T1, TFCN1702E3373_011013-T1, TFCN1702E3373_003609-T1, TFCN1702E3373_002938-T1, TFCN1702E3373_011006-T1, TFCN1702E3373_013042-T1, TFCN1702E3373_014101-T1, TFCN1702E3373_014754-T1, TFCN1702E3373_013044-T1, TFCN1702E3373_011005-T1
GF00000027	TFCN1702E3373_006831-T1, TFCN1702E3373_007777-T1, TFCN1702E3373_004709-T1, TFCN1702E3373_000036-T1, TFCN1702E3373_006832-T1, TFCN1702E3373_010049-T1, TFCN1702E3373_006830-T1, TFCN1702E3373_007778-T1, TFCN1702E3373_013673-T1, TFCN1702E3373_004710-T1, TFCN1702E3373_004711-T1, TFCN1702E3373_013672-T1
GF00000028	TFCN1702E3373_014263-T1, TFCN1702E3373_009626-T1, TFCN1702E3373_002507-T1, TFCN1702E3373_003479-T1, TFCN1702E3373_013814-T1, TFCN1702E3373_004892-T1, TFCN1702E3373_004440-T1, TFCN1702E3373_012795-T1, TFCN1702E3373_002064-T1, TFCN1702E3373_005171-T1, TFCN1702E3373_001201-T1
GF00000029	TFCN1702E3373_001037-T1, TFCN1702E3373_000504-T1, TFCN1702E3373_001033-T1, TFCN1702E3373_000500-T1, TFCN1702E3373_001036-T1, TFCN1702E3373_000503-T1, TFCN1702E3373_000502-T1, TFCN1702E3373_001035-T1, TFCN1702E3373_007181-T1, TFCN1702E3373_001034-T1, TFCN1702E3373_000501-T1
GF00000030	TFCN1702E3373_005222-T1, TFCN1702E3373_008765-T1, TFCN1702E3373_010595-T1, TFCN1702E3373_007491-T1, TFCN1702E3373_003805-T1, TFCN1702E3373_008946-T1, TFCN1702E3373_001411-T1, TFCN1702E3373_007022-T1, TFCN1702E3373_008725-T1, TFCN1702E3373_008724-T1, TFCN1702E3373_008764-T1
GF00000031	TFCN1702E3373_012496-T1, TFCN1702E3373_004466-T1, TFCN1702E3373_004864-T1, TFCN1702E3373_004432-T1, TFCN1702E3373_004431-T1, TFCN1702E3373_012497-T1, TFCN1702E3373_004886-T1, TFCN1702E3373_013292-T1, TFCN1702E3373_013195-T1, TFCN1702E3373_004465-T1, TFCN1702E3373_004865-T1
GF00000032	TFCN1702E3373_006524-T1, TFCN1702E3373_006512-T1, TFCN1702E3373_006513-T1, TFCN1702E3373_006535-T1, TFCN1702E3373_006534-T1, TFCN1702E3373_008893-T1, TFCN1702E3373_006467-T1, TFCN1702E3373_008865-T1, TFCN1702E3373_006525-T1, TFCN1702E3373_006527-T1, TFCN1702E3373_006523-T1
GF00000033	TFCN1702E3373_014440-T1, TFCN1702E3373_014618-T1, TFCN1702E3373_014441-T1, TFCN1702E3373_014616-T1, TFCN1702E3373_014439-T1, TFCN1702E3373_014745-T1, TFCN1702E3373_014619-T1, TFCN1702E3373_014770-T1, TFCN1702E3373_014771-T1, TFCN1702E3373_014617-T1
GF00000034	TFCN1702E3373_013406-T1, TFCN1702E3373_010560-T1, TFCN1702E3373_010407-T1, TFCN1702E3373_003610-T1, TFCN1702E3373_011895-T1, TFCN1702E3373_008976-T1, TFCN1702E3373_007666-T1, TFCN1702E3373_011011-T1, TFCN1702E3373_011012-T1, TFCN1702E3373_004075-T1
GF00000035	TFCN1702E3373_002352-T1, TFCN1702E3373_004862-T1, TFCN1702E3373_004468-T1, TFCN1702E3373_009892-T1, TFCN1702E3373_000764-T1, TFCN1702E3373_004757-T1, TFCN1702E3373_011378-T1, TFCN1702E3373_007842-T1, TFCN1702E3373_005449-T1, TFCN1702E3373_003314-T1
GF00000036	TFCN1702E3373_001941-T1, TFCN1702E3373_003154-T1, TFCN1702E3373_009269-T1, TFCN1702E3373_000307-T1, TFCN1702E3373_002756-T1, TFCN1702E3373_007546-T1, TFCN1702E3373_012894-T1, TFCN1702E3373_004797-T1, TFCN1702E3373_000833-T1, TFCN1702E3373_000050-T1
GF00000037	TFCN1702E3373_010789-T1, TFCN1702E3373_011643-T1, TFCN1702E3373_011635-T1, TFCN1702E3373_011636-T1, TFCN1702E3373_011642-T1, TFCN1702E3373_013374-T1, TFCN1702E3373_010790-T1, TFCN1702E3373_011631-T1, TFCN1702E3373_011632-T1, TFCN1702E3373_013373-T1
GF00000038	TFCN1702E3373_011751-T1, TFCN1702E3373_001739-T1, TFCN1702E3373_008789-T1, TFCN1702E3373_003178-T1, TFCN1702E3373_014500-T1, TFCN1702E3373_001936-T1, TFCN1702E3373_004942-T1, TFCN1702E3373_009242-T1, TFCN1702E3373_010612-T1, TFCN1702E3373_010611-T1
GF00000039	TFCN1702E3373_008685-T1, TFCN1702E3373_013797-T1, TFCN1702E3373_002193-T1, TFCN1702E3373_009377-T1, TFCN1702E3373_001577-T1, TFCN1702E3373_007799-T1, TFCN1702E3373_002595-T1, TFCN1702E3373_014124-T1, TFCN1702E3373_007572-T1, TFCN1702E3373_014623-T1
GF00000040	TFCN1702E3373_007784-T1, TFCN1702E3373_005837-T1, TFCN1702E3373_006363-T1, TFCN1702E3373_014447-T1, TFCN1702E3373_011017-T1, TFCN1702E3373_012163-T1, TFCN1702E3373_003605-T1, TFCN1702E3373_006365-T1, TFCN1702E3373_012759-T1, TFCN1702E3373_011019-T1
GF00000041	TFCN1702E3373_013175-T1, TFCN1702E3373_013223-T1, TFCN1702E3373_000384-T1, TFCN1702E3373_000913-T1, TFCN1702E3373_013174-T1, TFCN1702E3373_000375-T1, TFCN1702E3373_000904-T1, TFCN1702E3373_000911-T1, TFCN1702E3373_000382-T1
GF00000042	TFCN1702E3373_012541-T1, TFCN1702E3373_004130-T1, TFCN1702E3373_013649-T1, TFCN1702E3373_002168-T1, TFCN1702E3373_006364-T1, TFCN1702E3373_012760-T1, TFCN1702E3373_006702-T1, TFCN1702E3373_014361-T1, TFCN1702E3373_012232-T1
GF00000043	TFCN1702E3373_001340-T1, TFCN1702E3373_004861-T1, TFCN1702E3373_004469-T1, TFCN1702E3373_009404-T1, TFCN1702E3373_005478-T1, TFCN1702E3373_000921-T1, TFCN1702E3373_000392-T1, TFCN1702E3373_013166-T1, TFCN1702E3373_003346-T1
GF00000044	TFCN1702E3373_014679-T1, TFCN1702E3373_007761-T1, TFCN1702E3373_005859-T1, TFCN1702E3373_011684-T1, TFCN1702E3373_006074-T1, TFCN1702E3373_006072-T1, TFCN1702E3373_011687-T1, TFCN1702E3373_012917-T1, TFCN1702E3373_006073-T1
GF00000045	TFCN1702E3373_002565-T1, TFCN1702E3373_010947-T1, TFCN1702E3373_013806-T1, TFCN1702E3373_005179-T1, TFCN1702E3373_005182-T1, TFCN1702E3373_014744-T1, TFCN1702E3373_012942-T1, TFCN1702E3373_014762-T1, TFCN1702E3373_013803-T1
GF00000046	TFCN1702E3373_004384-T1, TFCN1702E3373_005710-T1, TFCN1702E3373_003486-T1, TFCN1702E3373_001208-T1, TFCN1702E3373_001723-T1, TFCN1702E3373_009278-T1, TFCN1702E3373_011734-T1, TFCN1702E3373_011735-T1, TFCN1702E3373_011736-T1
GF00000047	TFCN1702E3373_002609-T1, TFCN1702E3373_011300-T1, TFCN1702E3373_005114-T1, TFCN1702E3373_010017-T1, TFCN1702E3373_012028-T1, TFCN1702E3373_007131-T1, TFCN1702E3373_003299-T1, TFCN1702E3373_005432-T1, TFCN1702E3373_010016-T1
GF00000048	TFCN1702E3373_002772-T1, TFCN1702E3373_000292-T1, TFCN1702E3373_000300-T1, TFCN1702E3373_007882-T1, TFCN1702E3373_004823-T1, TFCN1702E3373_002765-T1, TFCN1702E3373_001684-T1, TFCN1702E3373_011458-T1, TFCN1702E3373_000293-T1
GF00000049	TFCN1702E3373_001951-T1, TFCN1702E3373_010334-T1, TFCN1702E3373_004955-T1, TFCN1702E3373_005291-T1, TFCN1702E3373_008109-T1, TFCN1702E3373_005842-T1, TFCN1702E3373_007779-T1, TFCN1702E3373_009072-T1, TFCN1702E3373_007776-T1
GF00000050	TFCN1702E3373_005577-T1, TFCN1702E3373_000433-T1, TFCN1702E3373_000963-T1, TFCN1702E3373_005510-T1, TFCN1702E3373_008603-T1, TFCN1702E3373_007744-T1, TFCN1702E3373_011935-T1, TFCN1702E3373_013977-T1, TFCN1702E3373_012967-T1
GF00000051	TFCN1702E3373_006004-T1, TFCN1702E3373_001069-T1, TFCN1702E3373_007212-T1, TFCN1702E3373_000533-T1, TFCN1702E3373_001880-T1, TFCN1702E3373_009413-T1, TFCN1702E3373_001349-T1, TFCN1702E3373_004295-T1, TFCN1702E3373_004209-T1
GF00000052	TFCN1702E3373_013351-T1, TFCN1702E3373_004830-T1, TFCN1702E3373_007889-T1, TFCN1702E3373_000594-T1, TFCN1702E3373_005969-T1, TFCN1702E3373_007529-T1, TFCN1702E3373_011573-T1, TFCN1702E3373_011525-T1, TFCN1702E3373_011526-T1
GF00000053	TFCN1702E3373_014151-T1, TFCN1702E3373_002152-T1, TFCN1702E3373_014150-T1, TFCN1702E3373_012523-T1, TFCN1702E3373_002184-T1, TFCN1702E3373_012524-T1, TFCN1702E3373_002153-T1, TFCN1702E3373_002186-T1, TFCN1702E3373_002185-T1
GF00000054	TFCN1702E3373_004229-T1, TFCN1702E3373_004288-T1, TFCN1702E3373_004214-T1, TFCN1702E3373_004287-T1, TFCN1702E3373_004228-T1, TFCN1702E3373_009790-T1, TFCN1702E3373_004227-T1, TFCN1702E3373_009791-T1, TFCN1702E3373_009792-T1
GF00000055	TFCN1702E3373_000015-T1, TFCN1702E3373_000569-T1, TFCN1702E3373_001228-T1, TFCN1702E3373_003508-T1, TFCN1702E3373_006288-T1, TFCN1702E3373_012222-T1, TFCN1702E3373_006608-T1, TFCN1702E3373_003632-T1
GF00000056	TFCN1702E3373_001661-T1, TFCN1702E3373_007931-T1, TFCN1702E3373_001659-T1, TFCN1702E3373_007933-T1, TFCN1702E3373_003379-T1, TFCN1702E3373_011767-T1, TFCN1702E3373_001652-T1, TFCN1702E3373_007943-T1
GF00000057	TFCN1702E3373_013829-T1, TFCN1702E3373_014135-T1, TFCN1702E3373_009547-T1, TFCN1702E3373_001754-T1, TFCN1702E3373_014610-T1, TFCN1702E3373_001755-T1, TFCN1702E3373_014660-T1, TFCN1702E3373_013824-T1
GF00000058	TFCN1702E3373_007061-T1, TFCN1702E3373_001488-T1, TFCN1702E3373_012723-T1, TFCN1702E3373_001301-T1, TFCN1702E3373_013260-T1, TFCN1702E3373_014292-T1, TFCN1702E3373_007970-T1, TFCN1702E3373_001626-T1
GF00000059	TFCN1702E3373_004006-T1, TFCN1702E3373_004007-T1, TFCN1702E3373_002189-T1, TFCN1702E3373_006424-T1, TFCN1702E3373_004223-T1, TFCN1702E3373_006425-T1, TFCN1702E3373_014120-T1, TFCN1702E3373_014119-T1
GF00000060	TFCN1702E3373_006788-T1, TFCN1702E3373_006903-T1, TFCN1702E3373_006821-T1, TFCN1702E3373_003872-T1, TFCN1702E3373_006787-T1, TFCN1702E3373_002690-T1, TFCN1702E3373_006820-T1, TFCN1702E3373_006879-T1
GF00000061	TFCN1702E3373_003294-T1, TFCN1702E3373_005425-T1, TFCN1702E3373_006980-T1, TFCN1702E3373_000176-T1, TFCN1702E3373_013989-T1, TFCN1702E3373_005775-T1, TFCN1702E3373_012704-T1, TFCN1702E3373_009308-T1
GF00000062	TFCN1702E3373_001359-T1, TFCN1702E3373_009423-T1, TFCN1702E3373_005876-T1, TFCN1702E3373_003684-T1, TFCN1702E3373_002887-T1, TFCN1702E3373_007322-T1, TFCN1702E3373_010077-T1, TFCN1702E3373_000066-T1
GF00000063	TFCN1702E3373_012516-T1, TFCN1702E3373_002145-T1, TFCN1702E3373_013372-T1, TFCN1702E3373_011641-T1, TFCN1702E3373_005312-T1, TFCN1702E3373_012881-T1, TFCN1702E3373_008158-T1, TFCN1702E3373_005241-T1
GF00000064	TFCN1702E3373_011220-T1, TFCN1702E3373_006685-T1, TFCN1702E3373_007628-T1, TFCN1702E3373_005497-T1, TFCN1702E3373_002758-T1, TFCN1702E3373_014742-T1, TFCN1702E3373_014781-T1
GF00000065	TFCN1702E3373_008745-T1, TFCN1702E3373_008928-T1, TFCN1702E3373_008744-T1, TFCN1702E3373_003473-T1, TFCN1702E3373_001195-T1, TFCN1702E3373_011318-T1, TFCN1702E3373_002630-T1
GF00000066	TFCN1702E3373_013555-T1, TFCN1702E3373_011308-T1, TFCN1702E3373_001568-T1, TFCN1702E3373_011312-T1, TFCN1702E3373_002622-T1, TFCN1702E3373_002617-T1, TFCN1702E3373_002618-T1
GF00000067	TFCN1702E3373_002925-T1, TFCN1702E3373_007363-T1, TFCN1702E3373_005949-T1, TFCN1702E3373_002130-T1, TFCN1702E3373_003756-T1, TFCN1702E3373_008357-T1, TFCN1702E3373_008356-T1
GF00000068	TFCN1702E3373_010284-T1, TFCN1702E3373_002246-T1, TFCN1702E3373_008474-T1, TFCN1702E3373_005093-T1, TFCN1702E3373_000965-T1, TFCN1702E3373_005579-T1, TFCN1702E3373_000435-T1
