	Rhodotorula_mucilaginosa_TFCN_17-0-2E337-3.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00000199	TFCN1702E3373_004783-T1	DBVPG3775_000312-T1
GF00000200	TFCN1702E3373_005048-T1	DBVPG3775_004721-T1
GF00000201	TFCN1702E3373_005058-T1	DBVPG3775_004754-T1
GF00000202	TFCN1702E3373_005563-T1	DBVPG3775_003187-T1
GF00000203	TFCN1702E3373_013750-T1	DBVPG3775_001677-T1
GF00000204	TFCN1702E3373_013721-T1	DBVPG3775_006850-T1
GF00000205	TFCN1702E3373_008079-T1	DBVPG3775_006896-T1
GF00000206	TFCN1702E3373_009844-T1	DBVPG3775_002180-T1
GF00000207	TFCN1702E3373_013417-T1	DBVPG3775_001025-T1
GF00000208	TFCN1702E3373_012835-T1	DBVPG3775_002336-T1
GF00000209	TFCN1702E3373_013156-T1	DBVPG3775_002621-T1
GF00000210	TFCN1702E3373_011172-T1	DBVPG3775_006418-T1
GF00000211	TFCN1702E3373_014685-T1	DBVPG3775_006643-T1
GF00000212	TFCN1702E3373_008853-T1	DBVPG3775_004409-T1
GF00000213	TFCN1702E3373_000543-T1	DBVPG3775_003065-T1
GF00000214	TFCN1702E3373_010826-T1	DBVPG3775_003596-T1
GF00000215	TFCN1702E3373_000786-T1	DBVPG3775_000249-T1
GF00000216	TFCN1702E3373_011369-T1	DBVPG3775_000258-T1
GF00000217	TFCN1702E3373_012498-T1	DBVPG3775_002006-T1
GF00000218	TFCN1702E3373_001109-T1	DBVPG3775_001192-T1
GF00000219	TFCN1702E3373_001170-T1	DBVPG3775_006076-T1
GF00000220	TFCN1702E3373_014240-T1	DBVPG3775_001049-T1
GF00000221	TFCN1702E3373_002030-T1	DBVPG3775_004230-T1
GF00000222	TFCN1702E3373_008701-T1	DBVPG3775_005970-T1
GF00000223	TFCN1702E3373_001394-T1	DBVPG3775_004876-T1
GF00000224	TFCN1702E3373_004368-T1	DBVPG3775_002298-T1
GF00000225	TFCN1702E3373_008449-T1	DBVPG3775_004741-T1
GF00000226	TFCN1702E3373_002958-T1	DBVPG3775_001230-T1
GF00000227	TFCN1702E3373_012283-T1	DBVPG3775_001020-T1
GF00000228	TFCN1702E3373_007576-T1	DBVPG3775_000591-T1
GF00000229	TFCN1702E3373_007578-T1	DBVPG3775_000593-T1
GF00000230	TFCN1702E3373_002700-T1	DBVPG3775_000695-T1
GF00000231	TFCN1702E3373_003009-T1	DBVPG3775_003601-T1
GF00000232	TFCN1702E3373_007291-T1	DBVPG3775_006573-T1
GF00000233	TFCN1702E3373_008320-T1	DBVPG3775_005638-T1
GF00000234	TFCN1702E3373_003364-T1	DBVPG3775_002595-T1
GF00000235	TFCN1702E3373_005128-T1	DBVPG3775_005533-T1
GF00000236	TFCN1702E3373_012514-T1	DBVPG3775_001991-T1
GF00000237	TFCN1702E3373_004117-T1	DBVPG3775_002706-T1
GF00000238	TFCN1702E3373_006098-T1	DBVPG3775_003466-T1
GF00000239	TFCN1702E3373_013320-T1	DBVPG3775_003503-T1
GF00000240	TFCN1702E3373_013810-T1	DBVPG3775_003306-T1
GF00000241	TFCN1702E3373_005501-T1	DBVPG3775_007250-T1
GF00000242	TFCN1702E3373_005971-T1	DBVPG3775_006220-T1
GF00000243	TFCN1702E3373_007649-T1	DBVPG3775_006611-T1
GF00000244	TFCN1702E3373_008929-T1	DBVPG3775_006014-T1
GF00000245	TFCN1702E3373_008818-T1	DBVPG3775_004376-T1
GF00000246	TFCN1702E3373_013365-T1	DBVPG3775_000730-T1
GF00000247	TFCN1702E3373_012339-T1	DBVPG3775_002745-T1
GF00000248	TFCN1702E3373_002708-T1	DBVPG3775_000703-T1
GF00000249	TFCN1702E3373_006915-T1	DBVPG3775_005145-T1
GF00000250	TFCN1702E3373_004239-T1	DBVPG3775_002196-T1
GF00000251	TFCN1702E3373_000200-T1	DBVPG3775_004061-T1
GF00000252	TFCN1702E3373_012475-T1	DBVPG3775_007408-T1
GF00000253	TFCN1702E3373_007735-T1	DBVPG3775_006264-T1
GF00000254	TFCN1702E3373_000854-T1	DBVPG3775_006252-T1
GF00000255	TFCN1702E3373_003377-T1	DBVPG3775_003709-T1
GF00000256	TFCN1702E3373_000367-T1	DBVPG3775_006947-T1
GF00000257	TFCN1702E3373_000385-T1	DBVPG3775_006965-T1
GF00000258	TFCN1702E3373_008981-T1	DBVPG3775_006652-T1
GF00000259	TFCN1702E3373_000416-T1	DBVPG3775_005938-T1
GF00000260	TFCN1702E3373_006638-T1	DBVPG3775_002858-T1
GF00000261	TFCN1702E3373_006842-T1	DBVPG3775_005791-T1
GF00000262	TFCN1702E3373_000449-T1	DBVPG3775_003156-T1
GF00000263	TFCN1702E3373_000457-T1	DBVPG3775_003149-T1
GF00000264	TFCN1702E3373_011613-T1	DBVPG3775_006931-T1
GF00000265	TFCN1702E3373_010255-T1	DBVPG3775_002677-T1
GF00000266	TFCN1702E3373_014556-T1	DBVPG3775_002543-T1
GF00000267	TFCN1702E3373_007270-T1	DBVPG3775_003007-T1
GF00000268	TFCN1702E3373_000510-T1	DBVPG3775_003098-T1
GF00000269	TFCN1702E3373_014386-T1	DBVPG3775_006582-T1
GF00000270	TFCN1702E3373_004372-T1	DBVPG3775_001949-T1
GF00000271	TFCN1702E3373_005651-T1	DBVPG3775_001671-T1
GF00000272	TFCN1702E3373_011718-T1	DBVPG3775_000179-T1
GF00000273	TFCN1702E3373_009900-T1	DBVPG3775_000234-T1
GF00000274	TFCN1702E3373_003615-T1	DBVPG3775_005426-T1
GF00000275	TFCN1702E3373_001233-T1	DBVPG3775_001059-T1
GF00000276	TFCN1702E3373_001363-T1	DBVPG3775_003789-T1
GF00000277	TFCN1702E3373_001538-T1	DBVPG3775_002405-T1
GF00000278	TFCN1702E3373_011817-T1	DBVPG3775_000775-T1
GF00000279	TFCN1702E3373_001775-T1	DBVPG3775_000876-T1
GF00000280	TFCN1702E3373_006153-T1	DBVPG3775_005857-T1
GF00000281	TFCN1702E3373_007935-T1	DBVPG3775_002522-T1
GF00000282	TFCN1702E3373_006674-T1	DBVPG3775_002822-T1
GF00000283	TFCN1702E3373_002394-T1	DBVPG3775_007395-T1
GF00000284	TFCN1702E3373_001907-T1	DBVPG3775_007059-T1
GF00000285	TFCN1702E3373_005122-T1	DBVPG3775_003362-T1
GF00000286	TFCN1702E3373_005341-T1	DBVPG3775_005215-T1
GF00000287	TFCN1702E3373_007365-T1	DBVPG3775_001264-T1
GF00000288	TFCN1702E3373_012378-T1	DBVPG3775_006397-T1
GF00000289	TFCN1702E3373_002265-T1	DBVPG3775_003965-T1
GF00000290	TFCN1702E3373_013120-T1	DBVPG3775_004253-T1
GF00000291	TFCN1702E3373_004494-T1	DBVPG3775_006594-T1
GF00000292	TFCN1702E3373_002452-T1	DBVPG3775_004398-T1
GF00000293	TFCN1702E3373_009622-T1	DBVPG3775_004459-T1
GF00000294	TFCN1702E3373_002648-T1	DBVPG3775_000649-T1
GF00000295	TFCN1702E3373_002704-T1	DBVPG3775_000699-T1
GF00000296	TFCN1702E3373_014047-T1	DBVPG3775_000701-T1
GF00000297	TFCN1702E3373_014046-T1	DBVPG3775_000702-T1
GF00000298	TFCN1702E3373_003052-T1	DBVPG3775_003646-T1
GF00000299	TFCN1702E3373_003162-T1	DBVPG3775_002907-T1
GF00000300	TFCN1702E3373_007894-T1	DBVPG3775_002917-T1
GF00000301	TFCN1702E3373_009952-T1	DBVPG3775_002930-T1
GF00000302	TFCN1702E3373_004460-T1	DBVPG3775_002037-T1
GF00000303	TFCN1702E3373_012884-T1	DBVPG3775_006913-T1
GF00000304	TFCN1702E3373_009070-T1	DBVPG3775_002575-T1
GF00000305	TFCN1702E3373_005875-T1	DBVPG3775_005541-T1
GF00000306	TFCN1702E3373_005882-T1	DBVPG3775_005534-T1
GF00000307	TFCN1702E3373_013236-T1	DBVPG3775_003223-T1
GF00000308	TFCN1702E3373_005930-T1	DBVPG3775_007454-T1
GF00000309	TFCN1702E3373_011489-T1	DBVPG3775_003968-T1
GF00000310	TFCN1702E3373_009518-T1	DBVPG3775_001377-T1
GF00000311	TFCN1702E3373_008003-T1	DBVPG3775_002625-T1
GF00000312	TFCN1702E3373_009657-T1	DBVPG3775_002631-T1
GF00000313	TFCN1702E3373_004497-T1	DBVPG3775_002256-T1
GF00000314	TFCN1702E3373_004606-T1	DBVPG3775_005856-T1
GF00000315	TFCN1702E3373_012618-T1	DBVPG3775_007427-T1
GF00000316	TFCN1702E3373_005351-T1	DBVPG3775_006039-T1
GF00000317	TFCN1702E3373_013003-T1	DBVPG3775_000345-T1
GF00000318	TFCN1702E3373_008313-T1	DBVPG3775_005645-T1
GF00000319	TFCN1702E3373_010030-T1	DBVPG3775_003358-T1
GF00000320	TFCN1702E3373_011939-T1	DBVPG3775_003236-T1
GF00000321	TFCN1702E3373_005540-T1	DBVPG3775_003215-T1
GF00000322	TFCN1702E3373_009201-T1	DBVPG3775_005278-T1
GF00000323	TFCN1702E3373_005783-T1	DBVPG3775_000514-T1
GF00000324	TFCN1702E3373_010356-T1	DBVPG3775_005945-T1
GF00000325	TFCN1702E3373_009081-T1	DBVPG3775_002585-T1
GF00000326	TFCN1702E3373_006328-T1	DBVPG3775_005355-T1
GF00000327	TFCN1702E3373_007683-T1	DBVPG3775_007517-T1
GF00000328	TFCN1702E3373_007680-T1	DBVPG3775_007548-T1
GF00000329	TFCN1702E3373_009177-T1	DBVPG3775_004672-T1
GF00000330	TFCN1702E3373_013398-T1	DBVPG3775_001535-T1
GF00000331	TFCN1702E3373_013312-T1	DBVPG3775_005877-T1
GF00000332	TFCN1702E3373_014697-T1	DBVPG3775_005915-T1
GF00000333	TFCN1702E3373_007631-T1	DBVPG3775_004633-T1
GF00000334	TFCN1702E3373_013362-T1	DBVPG3775_000733-T1
GF00000335	TFCN1702E3373_009718-T1	DBVPG3775_007270-T1
GF00000336	TFCN1702E3373_012337-T1	DBVPG3775_002749-T1
GF00000337	TFCN1702E3373_013002-T1	DBVPG3775_006842-T1
GF00000338	TFCN1702E3373_000557-T1	DBVPG3775_003051-T1
GF00000339	TFCN1702E3373_000570-T1	DBVPG3775_005051-T1
GF00000340	TFCN1702E3373_000573-T1	DBVPG3775_005054-T1
GF00000341	TFCN1702E3373_012801-T1	DBVPG3775_005238-T1
GF00000342	TFCN1702E3373_000062-T1	DBVPG3775_005097-T1
GF00000343	TFCN1702E3373_010092-T1	DBVPG3775_000263-T1
GF00000344	TFCN1702E3373_012421-T1	DBVPG3775_005122-T1
GF00000345	TFCN1702E3373_012414-T1	DBVPG3775_005129-T1
GF00000346	TFCN1702E3373_005239-T1	DBVPG3775_003902-T1
GF00000347	TFCN1702E3373_006961-T1	DBVPG3775_004019-T1
GF00000348	TFCN1702E3373_000169-T1	DBVPG3775_004029-T1
GF00000349	TFCN1702E3373_006765-T1	DBVPG3775_007010-T1
GF00000350	TFCN1702E3373_001544-T1	DBVPG3775_002410-T1
GF00000351	TFCN1702E3373_004076-T1	DBVPG3775_002667-T1
GF00000352	TFCN1702E3373_000242-T1	DBVPG3775_005842-T1
GF00000353	TFCN1702E3373_010001-T1	DBVPG3775_003386-T1
GF00000354	TFCN1702E3373_002804-T1	DBVPG3775_004342-T1
GF00000355	TFCN1702E3373_002933-T1	DBVPG3775_001256-T1
GF00000356	TFCN1702E3373_013887-T1	DBVPG3775_001584-T1
GF00000357	TFCN1702E3373_000291-T1	DBVPG3775_004311-T1
GF00000358	TFCN1702E3373_002771-T1	DBVPG3775_004306-T1
GF00000359	TFCN1702E3373_002194-T1	DBVPG3775_007157-T1
GF00000360	TFCN1702E3373_000314-T1	DBVPG3775_006269-T1
GF00000361	TFCN1702E3373_000407-T1	DBVPG3775_006406-T1
GF00000362	TFCN1702E3373_000394-T1	DBVPG3775_006974-T1
GF00000363	TFCN1702E3373_008700-T1	DBVPG3775_005969-T1
GF00000364	TFCN1702E3373_011141-T1	DBVPG3775_006435-T1
GF00000365	TFCN1702E3373_006437-T1	DBVPG3775_001414-T1
GF00000366	TFCN1702E3373_007157-T1	DBVPG3775_003131-T1
GF00000367	TFCN1702E3373_006537-T1	DBVPG3775_005572-T1
GF00000368	TFCN1702E3373_013795-T1	DBVPG3775_000028-T1
GF00000369	TFCN1702E3373_007644-T1	DBVPG3775_004646-T1
GF00000370	TFCN1702E3373_009619-T1	DBVPG3775_004462-T1
GF00000371	TFCN1702E3373_004447-T1	DBVPG3775_002024-T1
GF00000372	TFCN1702E3373_014595-T1	DBVPG3775_007354-T1
GF00000373	TFCN1702E3373_003020-T1	DBVPG3775_003612-T1
GF00000374	TFCN1702E3373_010125-T1	DBVPG3775_000094-T1
GF00000375	TFCN1702E3373_000639-T1	DBVPG3775_000105-T1
GF00000376	TFCN1702E3373_011571-T1	DBVPG3775_000500-T1
GF00000377	TFCN1702E3373_005279-T1	DBVPG3775_004254-T1
GF00000378	TFCN1702E3373_004702-T1	DBVPG3775_000395-T1
GF00000379	TFCN1702E3373_005885-T1	DBVPG3775_005531-T1
GF00000380	TFCN1702E3373_014673-T1	DBVPG3775_000346-T1
GF00000381	TFCN1702E3373_000745-T1	DBVPG3775_000208-T1
GF00000382	TFCN1702E3373_002947-T1	DBVPG3775_001241-T1
GF00000383	TFCN1702E3373_006091-T1	DBVPG3775_003471-T1
GF00000384	TFCN1702E3373_000794-T1	DBVPG3775_000257-T1
GF00000385	TFCN1702E3373_000805-T1	DBVPG3775_000268-T1
