	Rhodotorula_mucilaginosa_DBVPG_3855.cds.fa
GF00000013	DBVPG3855_003790-T1, DBVPG3855_004397-T1, DBVPG3855_009045-T1, DBVPG3855_009789-T1, DBVPG3855_012763-T1, DBVPG3855_005070-T1, DBVPG3855_002494-T1, DBVPG3855_007634-T1, DBVPG3855_008826-T1, DBVPG3855_004865-T1, DBVPG3855_011577-T1, DBVPG3855_007705-T1, DBVPG3855_010658-T1, DBVPG3855_002021-T1, DBVPG3855_002022-T1, DBVPG3855_010659-T1
GF00000014	DBVPG3855_007357-T1, DBVPG3855_001454-T1, DBVPG3855_013387-T1, DBVPG3855_012634-T1, DBVPG3855_012540-T1, DBVPG3855_006050-T1, DBVPG3855_013006-T1, DBVPG3855_014164-T1, DBVPG3855_008752-T1, DBVPG3855_009607-T1, DBVPG3855_003089-T1, DBVPG3855_000156-T1, DBVPG3855_012994-T1, DBVPG3855_013901-T1, DBVPG3855_013001-T1, DBVPG3855_014169-T1
GF00000015	DBVPG3855_008978-T1, DBVPG3855_006798-T1, DBVPG3855_008166-T1, DBVPG3855_012078-T1, DBVPG3855_002124-T1, DBVPG3855_010174-T1, DBVPG3855_012290-T1, DBVPG3855_003724-T1, DBVPG3855_004092-T1, DBVPG3855_005752-T1, DBVPG3855_011242-T1, DBVPG3855_011156-T1, DBVPG3855_011241-T1, DBVPG3855_011155-T1, DBVPG3855_012079-T1, DBVPG3855_012289-T1
GF00000016	DBVPG3855_007374-T1, DBVPG3855_007373-T1, DBVPG3855_007362-T1, DBVPG3855_007363-T1, DBVPG3855_007383-T1, DBVPG3855_001482-T1, DBVPG3855_007382-T1, DBVPG3855_001466-T1, DBVPG3855_014087-T1, DBVPG3855_014086-T1, DBVPG3855_001408-T1, DBVPG3855_001426-T1, DBVPG3855_001475-T1, DBVPG3855_001464-T1, DBVPG3855_001463-T1, DBVPG3855_001407-T1
GF00000017	DBVPG3855_009078-T1, DBVPG3855_009079-T1, DBVPG3855_005938-T1, DBVPG3855_010635-T1, DBVPG3855_008575-T1, DBVPG3855_003427-T1, DBVPG3855_009082-T1, DBVPG3855_008469-T1, DBVPG3855_008576-T1, DBVPG3855_006493-T1, DBVPG3855_009081-T1, DBVPG3855_009080-T1, DBVPG3855_010636-T1, DBVPG3855_007186-T1, DBVPG3855_005939-T1
GF00000018	DBVPG3855_010676-T1, DBVPG3855_010644-T1, DBVPG3855_009063-T1, DBVPG3855_009064-T1, DBVPG3855_002059-T1, DBVPG3855_009062-T1, DBVPG3855_009023-T1, DBVPG3855_009021-T1, DBVPG3855_006136-T1, DBVPG3855_009022-T1, DBVPG3855_009020-T1, DBVPG3855_009024-T1, DBVPG3855_010645-T1, DBVPG3855_014428-T1, DBVPG3855_009679-T1
GF00000019	DBVPG3855_009132-T1, DBVPG3855_011535-T1, DBVPG3855_004268-T1, DBVPG3855_000226-T1, DBVPG3855_013537-T1, DBVPG3855_013565-T1, DBVPG3855_013432-T1, DBVPG3855_012473-T1, DBVPG3855_003158-T1, DBVPG3855_001058-T1, DBVPG3855_005269-T1, DBVPG3855_000002-T1, DBVPG3855_001638-T1, DBVPG3855_012967-T1, DBVPG3855_012823-T1
GF00000020	DBVPG3855_009570-T1, DBVPG3855_008716-T1, DBVPG3855_000491-T1, DBVPG3855_010893-T1, DBVPG3855_014481-T1, DBVPG3855_014532-T1, DBVPG3855_014001-T1, DBVPG3855_005545-T1, DBVPG3855_004559-T1, DBVPG3855_006363-T1, DBVPG3855_009872-T1, DBVPG3855_009907-T1, DBVPG3855_006268-T1, DBVPG3855_001736-T1
GF00000021	DBVPG3855_004388-T1, DBVPG3855_002301-T1, DBVPG3855_010627-T1, DBVPG3855_013569-T1, DBVPG3855_013540-T1, DBVPG3855_009090-T1, DBVPG3855_010792-T1, DBVPG3855_010279-T1, DBVPG3855_012578-T1, DBVPG3855_013032-T1, DBVPG3855_013763-T1, DBVPG3855_010409-T1, DBVPG3855_010410-T1, DBVPG3855_013764-T1
GF00000022	DBVPG3855_007375-T1, DBVPG3855_001476-T1, DBVPG3855_007372-T1, DBVPG3855_007360-T1, DBVPG3855_007361-T1, DBVPG3855_007381-T1, DBVPG3855_001457-T1, DBVPG3855_007380-T1, DBVPG3855_001461-T1, DBVPG3855_001462-T1, DBVPG3855_001458-T1, DBVPG3855_001481-T1, DBVPG3855_001459-T1, DBVPG3855_001460-T1
GF00000023	DBVPG3855_013902-T1, DBVPG3855_012993-T1, DBVPG3855_011229-T1, DBVPG3855_012303-T1, DBVPG3855_001753-T1, DBVPG3855_010156-T1, DBVPG3855_010395-T1, DBVPG3855_010988-T1, DBVPG3855_008960-T1, DBVPG3855_000289-T1, DBVPG3855_010779-T1, DBVPG3855_010613-T1, DBVPG3855_013704-T1
GF00000024	DBVPG3855_001352-T1, DBVPG3855_014610-T1, DBVPG3855_001229-T1, DBVPG3855_001702-T1, DBVPG3855_004342-T1, DBVPG3855_001703-T1, DBVPG3855_006945-T1, DBVPG3855_001701-T1, DBVPG3855_004341-T1, DBVPG3855_005703-T1, DBVPG3855_012145-T1, DBVPG3855_004344-T1, DBVPG3855_004343-T1
GF00000025	DBVPG3855_008605-T1, DBVPG3855_006518-T1, DBVPG3855_003202-T1, DBVPG3855_000269-T1, DBVPG3855_000117-T1, DBVPG3855_005353-T1, DBVPG3855_001146-T1, DBVPG3855_000270-T1, DBVPG3855_003048-T1, DBVPG3855_003050-T1, DBVPG3855_000115-T1, DBVPG3855_003203-T1, DBVPG3855_003204-T1
GF00000026	DBVPG3855_008126-T1, DBVPG3855_001378-T1, DBVPG3855_009649-T1, DBVPG3855_012625-T1, DBVPG3855_011321-T1, DBVPG3855_000669-T1, DBVPG3855_014435-T1, DBVPG3855_001439-T1, DBVPG3855_007342-T1, DBVPG3855_001325-T1, DBVPG3855_007038-T1, DBVPG3855_006164-T1
GF00000027	DBVPG3855_007808-T1, DBVPG3855_009210-T1, DBVPG3855_002856-T1, DBVPG3855_013450-T1, DBVPG3855_008895-T1, DBVPG3855_004275-T1, DBVPG3855_001644-T1, DBVPG3855_003915-T1, DBVPG3855_006240-T1, DBVPG3855_009936-T1, DBVPG3855_006087-T1, DBVPG3855_012566-T1
GF00000028	DBVPG3855_011744-T1, DBVPG3855_012040-T1, DBVPG3855_000018-T1, DBVPG3855_004908-T1, DBVPG3855_003263-T1, DBVPG3855_012841-T1, DBVPG3855_012435-T1, DBVPG3855_008612-T1, DBVPG3855_012490-T1, DBVPG3855_006526-T1, DBVPG3855_003268-T1, DBVPG3855_004903-T1
GF00000029	DBVPG3855_005527-T1, DBVPG3855_004575-T1, DBVPG3855_001791-T1, DBVPG3855_006605-T1, DBVPG3855_002659-T1, DBVPG3855_003412-T1, DBVPG3855_005020-T1, DBVPG3855_010346-T1, DBVPG3855_013896-T1, DBVPG3855_013857-T1, DBVPG3855_007172-T1, DBVPG3855_000812-T1
GF00000030	DBVPG3855_011717-T1, DBVPG3855_012009-T1, DBVPG3855_011603-T1, DBVPG3855_005293-T1, DBVPG3855_001083-T1, DBVPG3855_011135-T1, DBVPG3855_006039-T1, DBVPG3855_012530-T1, DBVPG3855_008148-T1, DBVPG3855_011868-T1, DBVPG3855_008234-T1, DBVPG3855_007730-T1
GF00000031	DBVPG3855_006722-T1, DBVPG3855_006705-T1, DBVPG3855_005809-T1, DBVPG3855_006723-T1, DBVPG3855_005808-T1, DBVPG3855_005794-T1, DBVPG3855_005793-T1, DBVPG3855_008677-T1, DBVPG3855_005807-T1, DBVPG3855_009529-T1, DBVPG3855_009528-T1
GF00000032	DBVPG3855_001625-T1, DBVPG3855_004254-T1, DBVPG3855_004255-T1, DBVPG3855_007584-T1, DBVPG3855_011640-T1, DBVPG3855_009178-T1, DBVPG3855_014667-T1, DBVPG3855_013651-T1, DBVPG3855_014664-T1, DBVPG3855_013588-T1, DBVPG3855_013557-T1
GF00000033	DBVPG3855_000072-T1, DBVPG3855_003007-T1, DBVPG3855_000109-T1, DBVPG3855_003041-T1, DBVPG3855_003042-T1, DBVPG3855_000110-T1, DBVPG3855_000095-T1, DBVPG3855_012913-T1, DBVPG3855_011405-T1, DBVPG3855_003008-T1, DBVPG3855_000073-T1
GF00000034	DBVPG3855_001329-T1, DBVPG3855_007042-T1, DBVPG3855_008064-T1, DBVPG3855_003535-T1, DBVPG3855_012223-T1, DBVPG3855_003622-T1, DBVPG3855_012221-T1, DBVPG3855_003620-T1, DBVPG3855_012222-T1, DBVPG3855_003621-T1
GF00000035	DBVPG3855_010715-T1, DBVPG3855_010720-T1, DBVPG3855_004520-T1, DBVPG3855_004519-T1, DBVPG3855_010717-T1, DBVPG3855_004523-T1, DBVPG3855_004522-T1, DBVPG3855_010716-T1, DBVPG3855_010721-T1, DBVPG3855_004521-T1
GF00000036	DBVPG3855_014066-T1, DBVPG3855_011923-T1, DBVPG3855_011934-T1, DBVPG3855_014069-T1, DBVPG3855_011924-T1, DBVPG3855_011919-T1, DBVPG3855_011461-T1, DBVPG3855_006609-T1, DBVPG3855_011933-T1, DBVPG3855_014662-T1
GF00000037	DBVPG3855_011553-T1, DBVPG3855_009279-T1, DBVPG3855_013436-T1, DBVPG3855_007681-T1, DBVPG3855_011619-T1, DBVPG3855_010512-T1, DBVPG3855_006841-T1, DBVPG3855_007910-T1, DBVPG3855_013438-T1, DBVPG3855_013437-T1
GF00000038	DBVPG3855_011458-T1, DBVPG3855_005400-T1, DBVPG3855_004698-T1, DBVPG3855_011457-T1, DBVPG3855_011455-T1, DBVPG3855_011456-T1, DBVPG3855_011916-T1, DBVPG3855_003419-T1, DBVPG3855_003418-T1, DBVPG3855_007178-T1
GF00000039	DBVPG3855_008360-T1, DBVPG3855_002236-T1, DBVPG3855_008382-T1, DBVPG3855_002254-T1, DBVPG3855_008380-T1, DBVPG3855_008381-T1, DBVPG3855_008361-T1, DBVPG3855_002237-T1, DBVPG3855_002253-T1, DBVPG3855_008363-T1
GF00000040	DBVPG3855_005946-T1, DBVPG3855_008475-T1, DBVPG3855_001662-T1, DBVPG3855_004295-T1, DBVPG3855_001660-T1, DBVPG3855_001685-T1, DBVPG3855_013203-T1, DBVPG3855_010547-T1, DBVPG3855_004324-T1, DBVPG3855_004293-T1
GF00000041	DBVPG3855_002525-T1, DBVPG3855_012685-T1, DBVPG3855_012686-T1, DBVPG3855_002524-T1, DBVPG3855_012689-T1, DBVPG3855_012687-T1, DBVPG3855_002520-T1, DBVPG3855_012690-T1, DBVPG3855_002521-T1
GF00000042	DBVPG3855_007706-T1, DBVPG3855_011944-T1, DBVPG3855_006620-T1, DBVPG3855_011578-T1, DBVPG3855_004294-T1, DBVPG3855_001661-T1, DBVPG3855_013589-T1, DBVPG3855_011974-T1, DBVPG3855_011975-T1
GF00000043	DBVPG3855_009855-T1, DBVPG3855_006384-T1, DBVPG3855_006374-T1, DBVPG3855_006377-T1, DBVPG3855_009863-T1, DBVPG3855_006376-T1, DBVPG3855_006361-T1, DBVPG3855_006362-T1, DBVPG3855_006375-T1
GF00000044	DBVPG3855_012357-T1, DBVPG3855_002548-T1, DBVPG3855_014619-T1, DBVPG3855_014618-T1, DBVPG3855_012359-T1, DBVPG3855_014620-T1, DBVPG3855_012358-T1, DBVPG3855_014684-T1, DBVPG3855_014635-T1
GF00000045	DBVPG3855_003003-T1, DBVPG3855_000069-T1, DBVPG3855_005921-T1, DBVPG3855_010102-T1, DBVPG3855_007988-T1, DBVPG3855_003460-T1, DBVPG3855_008453-T1, DBVPG3855_001447-T1, DBVPG3855_007350-T1
GF00000046	DBVPG3855_002088-T1, DBVPG3855_013482-T1, DBVPG3855_002072-T1, DBVPG3855_013479-T1, DBVPG3855_013495-T1, DBVPG3855_002071-T1, DBVPG3855_013496-T1, DBVPG3855_013478-T1, DBVPG3855_014415-T1
GF00000047	DBVPG3855_012737-T1, DBVPG3855_012736-T1, DBVPG3855_005623-T1, DBVPG3855_008276-T1, DBVPG3855_001863-T1, DBVPG3855_009775-T1, DBVPG3855_012779-T1, DBVPG3855_008624-T1, DBVPG3855_008623-T1
GF00000048	DBVPG3855_013435-T1, DBVPG3855_009274-T1, DBVPG3855_009280-T1, DBVPG3855_009275-T1, DBVPG3855_013442-T1, DBVPG3855_013443-T1, DBVPG3855_009271-T1, DBVPG3855_013447-T1, DBVPG3855_013446-T1
GF00000049	DBVPG3855_013715-T1, DBVPG3855_002308-T1, DBVPG3855_013713-T1, DBVPG3855_013714-T1, DBVPG3855_013717-T1, DBVPG3855_002305-T1, DBVPG3855_002307-T1, DBVPG3855_002306-T1, DBVPG3855_013716-T1
GF00000050	DBVPG3855_006816-T1, DBVPG3855_007330-T1, DBVPG3855_007384-T1, DBVPG3855_001424-T1, DBVPG3855_001546-T1, DBVPG3855_001543-T1, DBVPG3855_007448-T1, DBVPG3855_007935-T1, DBVPG3855_001483-T1
GF00000051	DBVPG3855_002390-T1, DBVPG3855_005170-T1, DBVPG3855_000101-T1, DBVPG3855_003033-T1, DBVPG3855_007824-T1, DBVPG3855_007600-T1, DBVPG3855_009227-T1, DBVPG3855_008852-T1
GF00000052	DBVPG3855_009310-T1, DBVPG3855_013689-T1, DBVPG3855_009308-T1, DBVPG3855_009309-T1, DBVPG3855_013688-T1, DBVPG3855_013685-T1, DBVPG3855_013686-T1, DBVPG3855_013687-T1
GF00000053	DBVPG3855_000999-T1, DBVPG3855_013166-T1, DBVPG3855_001001-T1, DBVPG3855_013164-T1, DBVPG3855_008684-T1, DBVPG3855_009537-T1, DBVPG3855_013157-T1, DBVPG3855_001008-T1
GF00000054	DBVPG3855_010468-T1, DBVPG3855_013197-T1, DBVPG3855_010542-T1, DBVPG3855_000447-T1, DBVPG3855_013845-T1, DBVPG3855_005654-T1, DBVPG3855_012156-T1, DBVPG3855_013844-T1
GF00000055	DBVPG3855_013459-T1, DBVPG3855_008904-T1, DBVPG3855_008702-T1, DBVPG3855_009555-T1, DBVPG3855_013526-T1, DBVPG3855_013071-T1, DBVPG3855_001035-T1, DBVPG3855_005246-T1
GF00000056	DBVPG3855_002075-T1, DBVPG3855_002070-T1, DBVPG3855_002095-T1, DBVPG3855_013494-T1, DBVPG3855_002086-T1, DBVPG3855_013503-T1, DBVPG3855_002087-T1, DBVPG3855_014416-T1
GF00000057	DBVPG3855_005786-T1, DBVPG3855_006698-T1, DBVPG3855_009971-T1, DBVPG3855_006207-T1, DBVPG3855_009604-T1, DBVPG3855_008749-T1, DBVPG3855_010034-T1, DBVPG3855_000949-T1
GF00000058	DBVPG3855_004231-T1, DBVPG3855_001601-T1, DBVPG3855_011599-T1, DBVPG3855_004232-T1, DBVPG3855_001602-T1, DBVPG3855_007726-T1, DBVPG3855_001603-T1, DBVPG3855_007725-T1
GF00000059	DBVPG3855_005803-T1, DBVPG3855_006714-T1, DBVPG3855_011142-T1, DBVPG3855_003549-T1, DBVPG3855_008079-T1, DBVPG3855_008153-T1, DBVPG3855_011141-T1, DBVPG3855_011140-T1
GF00000060	DBVPG3855_000802-T1, DBVPG3855_003580-T1, DBVPG3855_002671-T1, DBVPG3855_007860-T1, DBVPG3855_006889-T1, DBVPG3855_012251-T1, DBVPG3855_005940-T1, DBVPG3855_008470-T1
GF00000061	DBVPG3855_006305-T1, DBVPG3855_013984-T1, DBVPG3855_009380-T1, DBVPG3855_005906-T1, DBVPG3855_013680-T1, DBVPG3855_012806-T1, DBVPG3855_009313-T1, DBVPG3855_014329-T1
GF00000062	DBVPG3855_012447-T1, DBVPG3855_009751-T1, DBVPG3855_013146-T1, DBVPG3855_004883-T1, DBVPG3855_003286-T1, DBVPG3855_000223-T1, DBVPG3855_003155-T1, DBVPG3855_012855-T1
GF00000063	DBVPG3855_003740-T1, DBVPG3855_008758-T1, DBVPG3855_014048-T1, DBVPG3855_011802-T1, DBVPG3855_010925-T1, DBVPG3855_009613-T1, DBVPG3855_003396-T1, DBVPG3855_007157-T1
GF00000064	DBVPG3855_007722-T1, DBVPG3855_007689-T1, DBVPG3855_011560-T1, DBVPG3855_011596-T1, DBVPG3855_011594-T1, DBVPG3855_011561-T1, DBVPG3855_011595-T1, DBVPG3855_007721-T1
GF00000065	DBVPG3855_001267-T1, DBVPG3855_005500-T1, DBVPG3855_004601-T1, DBVPG3855_000816-T1, DBVPG3855_002654-T1, DBVPG3855_011172-T1, DBVPG3855_008182-T1, DBVPG3855_006982-T1
GF00000066	DBVPG3855_000770-T1, DBVPG3855_002704-T1, DBVPG3855_000767-T1, DBVPG3855_002705-T1, DBVPG3855_000769-T1, DBVPG3855_000768-T1, DBVPG3855_002706-T1, DBVPG3855_002707-T1
GF00000067	DBVPG3855_000538-T1, DBVPG3855_008714-T1, DBVPG3855_000540-T1, DBVPG3855_000539-T1, DBVPG3855_007224-T1, DBVPG3855_007225-T1, DBVPG3855_009568-T1, DBVPG3855_007223-T1
GF00000068	DBVPG3855_011183-T1, DBVPG3855_008194-T1, DBVPG3855_013429-T1, DBVPG3855_009286-T1, DBVPG3855_008103-T1, DBVPG3855_001343-T1, DBVPG3855_001801-T1, DBVPG3855_006595-T1
GF00000069	DBVPG3855_004455-T1, DBVPG3855_003813-T1, DBVPG3855_013000-T1, DBVPG3855_003795-T1, DBVPG3855_013626-T1, DBVPG3855_014634-T1, DBVPG3855_014666-T1
GF00000070	DBVPG3855_005954-T1, DBVPG3855_008484-T1, DBVPG3855_004086-T1, DBVPG3855_004088-T1, DBVPG3855_004085-T1, DBVPG3855_004087-T1, DBVPG3855_014608-T1
GF00000071	DBVPG3855_006719-T1, DBVPG3855_004091-T1, DBVPG3855_010152-T1, DBVPG3855_011942-T1, DBVPG3855_001650-T1, DBVPG3855_006618-T1, DBVPG3855_005804-T1
GF00000072	DBVPG3855_011673-T1, DBVPG3855_011364-T1, DBVPG3855_011416-T1, DBVPG3855_012923-T1, DBVPG3855_011674-T1, DBVPG3855_012924-T1, DBVPG3855_011417-T1
GF00000073	DBVPG3855_004154-T1, DBVPG3855_011088-T1, DBVPG3855_004156-T1, DBVPG3855_011091-T1, DBVPG3855_004155-T1, DBVPG3855_011090-T1, DBVPG3855_011089-T1
GF00000074	DBVPG3855_009834-T1, DBVPG3855_006397-T1, DBVPG3855_009842-T1, DBVPG3855_006404-T1, DBVPG3855_009843-T1, DBVPG3855_006395-T1, DBVPG3855_006396-T1
GF00000075	DBVPG3855_007500-T1, DBVPG3855_009444-T1, DBVPG3855_013669-T1, DBVPG3855_009195-T1, DBVPG3855_009382-T1, DBVPG3855_006303-T1, DBVPG3855_009443-T1
GF00000076	DBVPG3855_000512-T1, DBVPG3855_006128-T1, DBVPG3855_009687-T1, DBVPG3855_010543-T1, DBVPG3855_013198-T1, DBVPG3855_010976-T1, DBVPG3855_014595-T1
GF00000077	DBVPG3855_012509-T1, DBVPG3855_000035-T1, DBVPG3855_008501-T1, DBVPG3855_005978-T1, DBVPG3855_004870-T1, DBVPG3855_002027-T1, DBVPG3855_000983-T1
GF00000078	DBVPG3855_011323-T1, DBVPG3855_000667-T1, DBVPG3855_000157-T1, DBVPG3855_003090-T1, DBVPG3855_006966-T1, DBVPG3855_001249-T1, DBVPG3855_001250-T1
GF00000079	DBVPG3855_005113-T1, DBVPG3855_002449-T1, DBVPG3855_007832-T1, DBVPG3855_009234-T1, DBVPG3855_007835-T1, DBVPG3855_009237-T1, DBVPG3855_002448-T1
GF00000080	DBVPG3855_007356-T1, DBVPG3855_001453-T1, DBVPG3855_007355-T1, DBVPG3855_001452-T1, DBVPG3855_001210-T1, DBVPG3855_006924-T1, DBVPG3855_006925-T1
GF00000081	DBVPG3855_002245-T1, DBVPG3855_008371-T1, DBVPG3855_009894-T1, DBVPG3855_002197-T1, DBVPG3855_006338-T1, DBVPG3855_008416-T1, DBVPG3855_002198-T1
