	Rhodotorula_mucilaginosa_DBVPG_4380.cds.fa
GF00000011	DBVPG4380_003152-T1, DBVPG4380_000914-T1, DBVPG4380_001473-T1, DBVPG4380_010095-T1, DBVPG4380_007325-T1, DBVPG4380_005769-T1, DBVPG4380_009501-T1, DBVPG4380_009253-T1, DBVPG4380_010966-T1, DBVPG4380_010297-T1, DBVPG4380_009486-T1, DBVPG4380_010454-T1, DBVPG4380_012449-T1, DBVPG4380_013037-T1, DBVPG4380_008818-T1, DBVPG4380_012980-T1
GF00000012	DBVPG4380_000797-T1, DBVPG4380_000112-T1, DBVPG4380_002456-T1, DBVPG4380_001243-T1, DBVPG4380_002305-T1, DBVPG4380_001964-T1, DBVPG4380_005018-T1, DBVPG4380_006235-T1, DBVPG4380_000351-T1, DBVPG4380_005993-T1, DBVPG4380_011734-T1, DBVPG4380_000209-T1, DBVPG4380_012260-T1, DBVPG4380_000204-T1, DBVPG4380_011224-T1, DBVPG4380_010909-T1
GF00000013	DBVPG4380_000847-T1, DBVPG4380_006479-T1, DBVPG4380_009363-T1, DBVPG4380_009727-T1, DBVPG4380_011813-T1, DBVPG4380_012195-T1, DBVPG4380_011944-T1, DBVPG4380_012505-T1, DBVPG4380_012511-T1, DBVPG4380_003428-T1, DBVPG4380_010522-T1, DBVPG4380_010959-T1, DBVPG4380_008374-T1, DBVPG4380_013105-T1
GF00000014	DBVPG4380_007084-T1, DBVPG4380_004862-T1, DBVPG4380_004099-T1, DBVPG4380_006609-T1, DBVPG4380_012958-T1, DBVPG4380_012888-T1, DBVPG4380_012965-T1, DBVPG4380_009390-T1, DBVPG4380_012642-T1, DBVPG4380_009164-T1, DBVPG4380_012990-T1, DBVPG4380_007661-T1, DBVPG4380_006299-T1, DBVPG4380_011578-T1
GF00000015	DBVPG4380_004649-T1, DBVPG4380_002774-T1, DBVPG4380_005632-T1, DBVPG4380_007648-T1, DBVPG4380_004151-T1, DBVPG4380_000992-T1, DBVPG4380_008827-T1, DBVPG4380_009790-T1, DBVPG4380_006938-T1, DBVPG4380_006179-T1, DBVPG4380_003914-T1, DBVPG4380_011052-T1, DBVPG4380_010448-T1, DBVPG4380_006777-T1
GF00000016	DBVPG4380_008679-T1, DBVPG4380_005651-T1, DBVPG4380_000178-T1, DBVPG4380_008481-T1, DBVPG4380_004851-T1, DBVPG4380_001077-T1, DBVPG4380_004945-T1, DBVPG4380_003302-T1, DBVPG4380_005653-T1, DBVPG4380_007951-T1, DBVPG4380_004852-T1, DBVPG4380_005652-T1, DBVPG4380_009684-T1, DBVPG4380_000882-T1
GF00000017	DBVPG4380_001529-T1, DBVPG4380_001618-T1, DBVPG4380_003993-T1, DBVPG4380_003241-T1, DBVPG4380_006426-T1, DBVPG4380_006956-T1, DBVPG4380_002301-T1, DBVPG4380_007322-T1, DBVPG4380_007213-T1, DBVPG4380_004524-T1, DBVPG4380_009024-T1, DBVPG4380_003944-T1, DBVPG4380_011518-T1, DBVPG4380_012465-T1
GF00000018	DBVPG4380_006071-T1, DBVPG4380_005567-T1, DBVPG4380_006202-T1, DBVPG4380_007215-T1, DBVPG4380_005424-T1, DBVPG4380_002424-T1, DBVPG4380_010711-T1, DBVPG4380_006218-T1, DBVPG4380_009012-T1, DBVPG4380_012047-T1, DBVPG4380_002807-T1, DBVPG4380_012218-T1, DBVPG4380_009136-T1
GF00000019	DBVPG4380_009638-T1, DBVPG4380_008680-T1, DBVPG4380_002203-T1, DBVPG4380_001363-T1, DBVPG4380_011285-T1, DBVPG4380_008024-T1, DBVPG4380_012052-T1, DBVPG4380_009175-T1, DBVPG4380_007035-T1, DBVPG4380_012466-T1, DBVPG4380_012255-T1, DBVPG4380_008096-T1
GF00000020	DBVPG4380_004913-T1, DBVPG4380_002547-T1, DBVPG4380_010398-T1, DBVPG4380_005075-T1, DBVPG4380_000592-T1, DBVPG4380_009979-T1, DBVPG4380_000270-T1, DBVPG4380_010950-T1, DBVPG4380_011337-T1, DBVPG4380_013070-T1, DBVPG4380_012997-T1
GF00000021	DBVPG4380_004246-T1, DBVPG4380_001326-T1, DBVPG4380_006826-T1, DBVPG4380_003518-T1, DBVPG4380_007815-T1, DBVPG4380_005027-T1, DBVPG4380_004211-T1, DBVPG4380_010476-T1, DBVPG4380_012839-T1, DBVPG4380_012212-T1, DBVPG4380_012521-T1
GF00000022	DBVPG4380_009658-T1, DBVPG4380_002212-T1, DBVPG4380_000265-T1, DBVPG4380_005038-T1, DBVPG4380_003437-T1, DBVPG4380_006278-T1, DBVPG4380_005235-T1, DBVPG4380_007790-T1, DBVPG4380_011750-T1, DBVPG4380_013173-T1, DBVPG4380_011057-T1
GF00000023	DBVPG4380_000719-T1, DBVPG4380_000599-T1, DBVPG4380_002759-T1, DBVPG4380_000108-T1, DBVPG4380_002793-T1, DBVPG4380_002788-T1, DBVPG4380_010338-T1, DBVPG4380_011616-T1, DBVPG4380_012395-T1, DBVPG4380_012270-T1, DBVPG4380_007977-T1
GF00000024	DBVPG4380_001617-T1, DBVPG4380_001972-T1, DBVPG4380_000067-T1, DBVPG4380_002961-T1, DBVPG4380_004107-T1, DBVPG4380_009975-T1, DBVPG4380_007527-T1, DBVPG4380_010762-T1, DBVPG4380_012650-T1, DBVPG4380_005982-T1, DBVPG4380_011096-T1
GF00000025	DBVPG4380_000259-T1, DBVPG4380_002913-T1, DBVPG4380_000111-T1, DBVPG4380_006697-T1, DBVPG4380_010766-T1, DBVPG4380_003269-T1, DBVPG4380_011569-T1, DBVPG4380_012182-T1, DBVPG4380_011726-T1, DBVPG4380_008979-T1
GF00000026	DBVPG4380_001582-T1, DBVPG4380_004590-T1, DBVPG4380_001005-T1, DBVPG4380_001583-T1, DBVPG4380_001181-T1, DBVPG4380_004589-T1, DBVPG4380_010928-T1, DBVPG4380_012590-T1, DBVPG4380_012625-T1, DBVPG4380_011270-T1
GF00000027	DBVPG4380_003226-T1, DBVPG4380_001321-T1, DBVPG4380_001324-T1, DBVPG4380_009213-T1, DBVPG4380_006016-T1, DBVPG4380_006291-T1, DBVPG4380_004891-T1, DBVPG4380_012374-T1, DBVPG4380_008498-T1, DBVPG4380_004890-T1
GF00000028	DBVPG4380_003869-T1, DBVPG4380_000156-T1, DBVPG4380_010098-T1, DBVPG4380_003760-T1, DBVPG4380_006618-T1, DBVPG4380_002611-T1, DBVPG4380_002612-T1, DBVPG4380_008908-T1, DBVPG4380_004311-T1, DBVPG4380_003759-T1
GF00000029	DBVPG4380_006610-T1, DBVPG4380_002047-T1, DBVPG4380_003491-T1, DBVPG4380_005131-T1, DBVPG4380_003297-T1, DBVPG4380_008774-T1, DBVPG4380_010063-T1, DBVPG4380_010064-T1, DBVPG4380_007665-T1, DBVPG4380_011577-T1
GF00000030	DBVPG4380_005592-T1, DBVPG4380_000725-T1, DBVPG4380_003896-T1, DBVPG4380_006232-T1, DBVPG4380_004737-T1, DBVPG4380_008149-T1, DBVPG4380_011560-T1, DBVPG4380_000722-T1, DBVPG4380_007979-T1, DBVPG4380_010750-T1
GF00000031	DBVPG4380_009661-T1, DBVPG4380_007508-T1, DBVPG4380_003838-T1, DBVPG4380_003839-T1, DBVPG4380_007507-T1, DBVPG4380_007897-T1, DBVPG4380_006482-T1, DBVPG4380_012995-T1, DBVPG4380_007896-T1, DBVPG4380_009662-T1
GF00000032	DBVPG4380_012343-T1, DBVPG4380_001967-T1, DBVPG4380_012518-T1, DBVPG4380_012606-T1, DBVPG4380_012923-T1, DBVPG4380_012929-T1, DBVPG4380_012910-T1, DBVPG4380_013110-T1, DBVPG4380_013030-T1
GF00000033	DBVPG4380_005250-T1, DBVPG4380_000781-T1, DBVPG4380_005249-T1, DBVPG4380_003035-T1, DBVPG4380_000618-T1, DBVPG4380_000617-T1, DBVPG4380_009318-T1, DBVPG4380_011095-T1, DBVPG4380_008956-T1
GF00000034	DBVPG4380_004491-T1, DBVPG4380_007856-T1, DBVPG4380_002258-T1, DBVPG4380_003140-T1, DBVPG4380_010671-T1, DBVPG4380_005388-T1, DBVPG4380_013021-T1, DBVPG4380_012020-T1, DBVPG4380_004788-T1
GF00000035	DBVPG4380_005408-T1, DBVPG4380_001814-T1, DBVPG4380_007993-T1, DBVPG4380_007992-T1, DBVPG4380_012375-T1, DBVPG4380_006644-T1, DBVPG4380_012032-T1, DBVPG4380_009568-T1, DBVPG4380_006992-T1
GF00000036	DBVPG4380_000167-T1, DBVPG4380_000099-T1, DBVPG4380_004432-T1, DBVPG4380_008478-T1, DBVPG4380_004515-T1, DBVPG4380_002862-T1, DBVPG4380_001828-T1, DBVPG4380_007306-T1, DBVPG4380_013152-T1
GF00000037	DBVPG4380_004359-T1, DBVPG4380_008820-T1, DBVPG4380_006745-T1, DBVPG4380_002458-T1, DBVPG4380_002265-T1, DBVPG4380_011225-T1, DBVPG4380_008819-T1, DBVPG4380_002457-T1, DBVPG4380_002266-T1
GF00000038	DBVPG4380_005153-T1, DBVPG4380_008906-T1, DBVPG4380_005489-T1, DBVPG4380_009077-T1, DBVPG4380_005665-T1, DBVPG4380_005824-T1, DBVPG4380_005273-T1, DBVPG4380_012458-T1, DBVPG4380_008677-T1
GF00000039	DBVPG4380_004367-T1, DBVPG4380_002155-T1, DBVPG4380_009569-T1, DBVPG4380_000031-T1, DBVPG4380_008252-T1, DBVPG4380_000032-T1, DBVPG4380_010526-T1, DBVPG4380_012200-T1, DBVPG4380_007114-T1
GF00000040	DBVPG4380_006096-T1, DBVPG4380_001799-T1, DBVPG4380_005039-T1, DBVPG4380_007789-T1, DBVPG4380_003718-T1, DBVPG4380_004104-T1, DBVPG4380_004669-T1, DBVPG4380_007360-T1, DBVPG4380_005234-T1
GF00000041	DBVPG4380_001817-T1, DBVPG4380_008055-T1, DBVPG4380_001534-T1, DBVPG4380_001536-T1, DBVPG4380_012754-T1, DBVPG4380_001535-T1, DBVPG4380_012949-T1, DBVPG4380_011383-T1
GF00000042	DBVPG4380_001083-T1, DBVPG4380_005050-T1, DBVPG4380_005889-T1, DBVPG4380_010140-T1, DBVPG4380_005888-T1, DBVPG4380_012547-T1, DBVPG4380_009929-T1, DBVPG4380_012859-T1
GF00000043	DBVPG4380_005294-T1, DBVPG4380_001859-T1, DBVPG4380_008125-T1, DBVPG4380_004931-T1, DBVPG4380_005295-T1, DBVPG4380_001860-T1, DBVPG4380_002552-T1, DBVPG4380_010333-T1
GF00000044	DBVPG4380_000464-T1, DBVPG4380_002319-T1, DBVPG4380_009138-T1, DBVPG4380_004140-T1, DBVPG4380_009451-T1, DBVPG4380_010100-T1, DBVPG4380_004531-T1, DBVPG4380_013172-T1
GF00000045	DBVPG4380_000677-T1, DBVPG4380_002813-T1, DBVPG4380_003107-T1, DBVPG4380_000765-T1, DBVPG4380_001514-T1, DBVPG4380_011066-T1, DBVPG4380_012265-T1, DBVPG4380_012437-T1
GF00000046	DBVPG4380_009589-T1, DBVPG4380_005956-T1, DBVPG4380_001530-T1, DBVPG4380_003994-T1, DBVPG4380_007823-T1, DBVPG4380_006737-T1, DBVPG4380_010031-T1, DBVPG4380_012866-T1
GF00000047	DBVPG4380_002975-T1, DBVPG4380_006511-T1, DBVPG4380_006927-T1, DBVPG4380_005934-T1, DBVPG4380_008870-T1, DBVPG4380_009681-T1, DBVPG4380_002976-T1, DBVPG4380_006925-T1
GF00000048	DBVPG4380_005779-T1, DBVPG4380_006944-T1, DBVPG4380_004665-T1, DBVPG4380_006576-T1, DBVPG4380_000492-T1, DBVPG4380_009414-T1, DBVPG4380_008566-T1, DBVPG4380_007683-T1
GF00000049	DBVPG4380_008176-T1, DBVPG4380_001665-T1, DBVPG4380_007908-T1, DBVPG4380_010651-T1, DBVPG4380_012321-T1, DBVPG4380_007180-T1, DBVPG4380_005918-T1, DBVPG4380_011458-T1
GF00000050	DBVPG4380_000039-T1, DBVPG4380_007874-T1, DBVPG4380_005253-T1, DBVPG4380_009636-T1, DBVPG4380_003852-T1, DBVPG4380_002543-T1, DBVPG4380_002966-T1
GF00000051	DBVPG4380_001125-T1, DBVPG4380_000342-T1, DBVPG4380_010954-T1, DBVPG4380_011543-T1, DBVPG4380_012327-T1, DBVPG4380_012985-T1, DBVPG4380_013015-T1
GF00000052	DBVPG4380_002917-T1, DBVPG4380_002369-T1, DBVPG4380_002829-T1, DBVPG4380_002828-T1, DBVPG4380_012362-T1, DBVPG4380_008539-T1, DBVPG4380_001086-T1
GF00000053	DBVPG4380_006142-T1, DBVPG4380_005848-T1, DBVPG4380_011231-T1, DBVPG4380_012620-T1, DBVPG4380_012595-T1, DBVPG4380_011574-T1, DBVPG4380_013118-T1
GF00000054	DBVPG4380_007102-T1, DBVPG4380_009576-T1, DBVPG4380_007955-T1, DBVPG4380_003391-T1, DBVPG4380_003360-T1, DBVPG4380_009328-T1, DBVPG4380_008965-T1
GF00000055	DBVPG4380_008441-T1, DBVPG4380_007432-T1, DBVPG4380_012087-T1, DBVPG4380_012564-T1, DBVPG4380_001238-T1, DBVPG4380_008442-T1, DBVPG4380_010675-T1
GF00000056	DBVPG4380_002801-T1, DBVPG4380_003826-T1, DBVPG4380_002139-T1, DBVPG4380_008035-T1, DBVPG4380_007525-T1, DBVPG4380_003868-T1, DBVPG4380_006592-T1
GF00000057	DBVPG4380_005747-T1, DBVPG4380_001242-T1, DBVPG4380_001072-T1, DBVPG4380_008365-T1, DBVPG4380_007028-T1, DBVPG4380_006275-T1, DBVPG4380_008775-T1
GF00000058	DBVPG4380_010764-T1, DBVPG4380_002329-T1, DBVPG4380_012435-T1, DBVPG4380_007704-T1, DBVPG4380_011149-T1, DBVPG4380_012812-T1, DBVPG4380_012719-T1
GF00000059	DBVPG4380_011398-T1, DBVPG4380_006960-T1, DBVPG4380_010103-T1, DBVPG4380_011982-T1, DBVPG4380_012559-T1, DBVPG4380_010281-T1, DBVPG4380_006959-T1
GF00000060	DBVPG4380_006208-T1, DBVPG4380_011067-T1, DBVPG4380_006794-T1, DBVPG4380_003512-T1, DBVPG4380_008910-T1, DBVPG4380_004534-T1, DBVPG4380_003510-T1
GF00000061	DBVPG4380_005699-T1, DBVPG4380_003324-T1, DBVPG4380_000530-T1, DBVPG4380_008323-T1, DBVPG4380_010496-T1, DBVPG4380_003352-T1, DBVPG4380_008789-T1
GF00000062	DBVPG4380_003070-T1, DBVPG4380_001090-T1, DBVPG4380_009391-T1, DBVPG4380_001101-T1, DBVPG4380_002763-T1, DBVPG4380_012982-T1, DBVPG4380_012090-T1
GF00000063	DBVPG4380_000321-T1, DBVPG4380_004388-T1, DBVPG4380_007561-T1, DBVPG4380_007560-T1, DBVPG4380_004387-T1, DBVPG4380_007559-T1, DBVPG4380_009185-T1
GF00000064	DBVPG4380_003025-T1, DBVPG4380_000426-T1, DBVPG4380_012034-T1, DBVPG4380_004321-T1, DBVPG4380_007637-T1, DBVPG4380_012377-T1, DBVPG4380_007304-T1
GF00000065	DBVPG4380_010056-T1, DBVPG4380_002192-T1, DBVPG4380_010807-T1, DBVPG4380_007377-T1, DBVPG4380_012934-T1, DBVPG4380_007448-T1, DBVPG4380_006708-T1
GF00000066	DBVPG4380_012352-T1, DBVPG4380_007878-T1, DBVPG4380_011619-T1, DBVPG4380_005683-T1, DBVPG4380_004411-T1, DBVPG4380_009477-T1, DBVPG4380_013094-T1
GF00000067	DBVPG4380_001680-T1, DBVPG4380_003918-T1, DBVPG4380_008279-T1, DBVPG4380_010737-T1, DBVPG4380_011486-T1, DBVPG4380_013113-T1, DBVPG4380_006887-T1
GF00000068	DBVPG4380_007273-T1, DBVPG4380_008612-T1, DBVPG4380_007542-T1, DBVPG4380_007821-T1, DBVPG4380_002241-T1, DBVPG4380_011505-T1, DBVPG4380_001770-T1
GF00000069	DBVPG4380_001481-T1, DBVPG4380_011172-T1, DBVPG4380_001231-T1, DBVPG4380_010528-T1, DBVPG4380_001784-T1, DBVPG4380_008854-T1, DBVPG4380_004510-T1
GF00000070	DBVPG4380_002715-T1, DBVPG4380_007594-T1, DBVPG4380_003744-T1, DBVPG4380_003345-T1, DBVPG4380_005772-T1, DBVPG4380_009370-T1, DBVPG4380_003344-T1
GF00000071	DBVPG4380_000459-T1, DBVPG4380_000460-T1, DBVPG4380_006754-T1, DBVPG4380_006436-T1, DBVPG4380_011995-T1, DBVPG4380_013119-T1, DBVPG4380_011994-T1
GF00000072	DBVPG4380_003296-T1, DBVPG4380_008780-T1, DBVPG4380_006294-T1, DBVPG4380_006293-T1, DBVPG4380_008781-T1, DBVPG4380_008343-T1, DBVPG4380_011217-T1
GF00000073	DBVPG4380_002702-T1, DBVPG4380_011400-T1, DBVPG4380_006156-T1, DBVPG4380_005411-T1, DBVPG4380_003655-T1, DBVPG4380_009633-T1, DBVPG4380_006402-T1
GF00000074	DBVPG4380_005799-T1, DBVPG4380_004260-T1, DBVPG4380_000902-T1, DBVPG4380_008609-T1, DBVPG4380_013157-T1, DBVPG4380_012187-T1, DBVPG4380_012238-T1
GF00000075	DBVPG4380_004103-T1, DBVPG4380_004670-T1, DBVPG4380_006713-T1, DBVPG4380_003981-T1, DBVPG4380_007611-T1, DBVPG4380_004671-T1, DBVPG4380_009799-T1
GF00000076	DBVPG4380_008350-T1, DBVPG4380_000450-T1, DBVPG4380_004581-T1, DBVPG4380_006127-T1, DBVPG4380_002516-T1, DBVPG4380_006130-T1, DBVPG4380_006360-T1
GF00000077	DBVPG4380_006893-T1, DBVPG4380_010387-T1, DBVPG4380_009440-T1, DBVPG4380_008879-T1, DBVPG4380_003212-T1, DBVPG4380_008722-T1, DBVPG4380_011634-T1
GF00000078	DBVPG4380_000885-T1, DBVPG4380_002005-T1, DBVPG4380_007386-T1, DBVPG4380_003305-T1, DBVPG4380_010955-T1, DBVPG4380_005025-T1
GF00000079	DBVPG4380_008647-T1, DBVPG4380_003935-T1, DBVPG4380_009085-T1, DBVPG4380_008648-T1, DBVPG4380_001599-T1, DBVPG4380_012412-T1
GF00000080	DBVPG4380_004023-T1, DBVPG4380_011757-T1, DBVPG4380_010491-T1, DBVPG4380_008221-T1, DBVPG4380_011829-T1, DBVPG4380_013072-T1
GF00000081	DBVPG4380_001443-T1, DBVPG4380_006063-T1, DBVPG4380_009037-T1, DBVPG4380_009494-T1, DBVPG4380_009845-T1, DBVPG4380_009166-T1
GF00000082	DBVPG4380_002920-T1, DBVPG4380_004081-T1, DBVPG4380_011436-T1, DBVPG4380_012021-T1, DBVPG4380_011902-T1, DBVPG4380_010635-T1
GF00000083	DBVPG4380_006455-T1, DBVPG4380_008349-T1, DBVPG4380_003821-T1, DBVPG4380_011073-T1, DBVPG4380_009280-T1, DBVPG4380_011074-T1
GF00000084	DBVPG4380_008802-T1, DBVPG4380_008181-T1, DBVPG4380_001561-T1, DBVPG4380_012615-T1, DBVPG4380_012578-T1, DBVPG4380_012848-T1
GF00000085	DBVPG4380_003210-T1, DBVPG4380_008452-T1, DBVPG4380_011491-T1, DBVPG4380_012493-T1, DBVPG4380_008995-T1, DBVPG4380_013050-T1
GF00000086	DBVPG4380_002735-T1, DBVPG4380_007617-T1, DBVPG4380_009515-T1, DBVPG4380_007474-T1, DBVPG4380_007981-T1, DBVPG4380_011335-T1
GF00000087	DBVPG4380_005360-T1, DBVPG4380_002842-T1, DBVPG4380_003741-T1, DBVPG4380_007995-T1, DBVPG4380_007651-T1, DBVPG4380_011164-T1
GF00000088	DBVPG4380_006833-T1, DBVPG4380_002462-T1, DBVPG4380_010614-T1, DBVPG4380_011892-T1, DBVPG4380_012725-T1, DBVPG4380_012242-T1
GF00000089	DBVPG4380_006015-T1, DBVPG4380_001320-T1, DBVPG4380_008631-T1, DBVPG4380_003007-T1, DBVPG4380_012964-T1, DBVPG4380_005761-T1
GF00000090	DBVPG4380_003396-T1, DBVPG4380_002586-T1, DBVPG4380_008401-T1, DBVPG4380_012541-T1, DBVPG4380_012645-T1, DBVPG4380_012735-T1
GF00000091	DBVPG4380_002234-T1, DBVPG4380_006384-T1, DBVPG4380_001417-T1, DBVPG4380_002233-T1, DBVPG4380_001507-T1, DBVPG4380_002245-T1
GF00000092	DBVPG4380_004899-T1, DBVPG4380_000542-T1, DBVPG4380_012246-T1, DBVPG4380_002833-T1, DBVPG4380_012229-T1, DBVPG4380_011247-T1
GF00000093	DBVPG4380_006110-T1, DBVPG4380_005788-T1, DBVPG4380_004336-T1, DBVPG4380_006111-T1, DBVPG4380_007358-T1, DBVPG4380_007359-T1
GF00000094	DBVPG4380_006490-T1, DBVPG4380_006491-T1, DBVPG4380_007070-T1, DBVPG4380_011973-T1, DBVPG4380_012744-T1, DBVPG4380_006932-T1
GF00000095	DBVPG4380_000451-T1, DBVPG4380_012030-T1, DBVPG4380_008636-T1, DBVPG4380_012702-T1, DBVPG4380_009577-T1, DBVPG4380_012618-T1
