	Rhodotorula_mucilaginosa_DBVPG_3854.cds.fa
GF00000011	DBVPG3854_011067-T1, DBVPG3854_000405-T1, DBVPG3854_002801-T1, DBVPG3854_008253-T1, DBVPG3854_010251-T1, DBVPG3854_006386-T1, DBVPG3854_008913-T1, DBVPG3854_001382-T1, DBVPG3854_003290-T1, DBVPG3854_002547-T1, DBVPG3854_011795-T1, DBVPG3854_014313-T1, DBVPG3854_011005-T1, DBVPG3854_005250-T1, DBVPG3854_005503-T1, DBVPG3854_000408-T1, DBVPG3854_008250-T1
GF00000012	DBVPG3854_002216-T1, DBVPG3854_011132-T1, DBVPG3854_006675-T1, DBVPG3854_003520-T1, DBVPG3854_013517-T1, DBVPG3854_012240-T1, DBVPG3854_000066-T1, DBVPG3854_009674-T1, DBVPG3854_008110-T1, DBVPG3854_008526-T1, DBVPG3854_009646-T1, DBVPG3854_000573-T1, DBVPG3854_010399-T1, DBVPG3854_008399-T1, DBVPG3854_014456-T1, DBVPG3854_010432-T1, DBVPG3854_013010-T1
GF00000013	DBVPG3854_013836-T1, DBVPG3854_002996-T1, DBVPG3854_003759-T1, DBVPG3854_003337-T1, DBVPG3854_004849-T1, DBVPG3854_004920-T1, DBVPG3854_013988-T1, DBVPG3854_014267-T1, DBVPG3854_004197-T1, DBVPG3854_011769-T1, DBVPG3854_002452-T1, DBVPG3854_010329-T1, DBVPG3854_012587-T1, DBVPG3854_000916-T1, DBVPG3854_004702-T1, DBVPG3854_014575-T1
GF00000014	DBVPG3854_005945-T1, DBVPG3854_005944-T1, DBVPG3854_006097-T1, DBVPG3854_005952-T1, DBVPG3854_005943-T1, DBVPG3854_005946-T1, DBVPG3854_006096-T1, DBVPG3854_005947-T1, DBVPG3854_005948-T1, DBVPG3854_005951-T1, DBVPG3854_005949-T1, DBVPG3854_005950-T1, DBVPG3854_006095-T1, DBVPG3854_005942-T1, DBVPG3854_006093-T1, DBVPG3854_006094-T1
GF00000015	DBVPG3854_009551-T1, DBVPG3854_011555-T1, DBVPG3854_001835-T1, DBVPG3854_004622-T1, DBVPG3854_010974-T1, DBVPG3854_010235-T1, DBVPG3854_003811-T1, DBVPG3854_005401-T1, DBVPG3854_013042-T1, DBVPG3854_011216-T1, DBVPG3854_011372-T1, DBVPG3854_005119-T1, DBVPG3854_008084-T1, DBVPG3854_005894-T1, DBVPG3854_004968-T1, DBVPG3854_009930-T1
GF00000016	DBVPG3854_004659-T1, DBVPG3854_002690-T1, DBVPG3854_004658-T1, DBVPG3854_012338-T1, DBVPG3854_003450-T1, DBVPG3854_001974-T1, DBVPG3854_010888-T1, DBVPG3854_010889-T1, DBVPG3854_001660-T1, DBVPG3854_006793-T1, DBVPG3854_011280-T1, DBVPG3854_002689-T1, DBVPG3854_010543-T1, DBVPG3854_002688-T1, DBVPG3854_010542-T1
GF00000017	DBVPG3854_002820-T1, DBVPG3854_002821-T1, DBVPG3854_004475-T1, DBVPG3854_008734-T1, DBVPG3854_002811-T1, DBVPG3854_002812-T1, DBVPG3854_004491-T1, DBVPG3854_004437-T1, DBVPG3854_012112-T1, DBVPG3854_002739-T1, DBVPG3854_004484-T1, DBVPG3854_004473-T1, DBVPG3854_004472-T1, DBVPG3854_004492-T1, DBVPG3854_008733-T1
GF00000018	DBVPG3854_003132-T1, DBVPG3854_007924-T1, DBVPG3854_006098-T1, DBVPG3854_005940-T1, DBVPG3854_004037-T1, DBVPG3854_009476-T1, DBVPG3854_011849-T1, DBVPG3854_000767-T1, DBVPG3854_009083-T1, DBVPG3854_008596-T1, DBVPG3854_000422-T1, DBVPG3854_008235-T1, DBVPG3854_010531-T1, DBVPG3854_013224-T1
GF00000019	DBVPG3854_012631-T1, DBVPG3854_012630-T1, DBVPG3854_012629-T1, DBVPG3854_006075-T1, DBVPG3854_010638-T1, DBVPG3854_012626-T1, DBVPG3854_007775-T1, DBVPG3854_002604-T1, DBVPG3854_010637-T1, DBVPG3854_010490-T1, DBVPG3854_012627-T1, DBVPG3854_012628-T1, DBVPG3854_006076-T1, DBVPG3854_012751-T1
GF00000020	DBVPG3854_005965-T1, DBVPG3854_005924-T1, DBVPG3854_006084-T1, DBVPG3854_005923-T1, DBVPG3854_013850-T1, DBVPG3854_000023-T1, DBVPG3854_005925-T1, DBVPG3854_005962-T1, DBVPG3854_005963-T1, DBVPG3854_005964-T1, DBVPG3854_005961-T1, DBVPG3854_006085-T1, DBVPG3854_013656-T1, DBVPG3854_003661-T1
GF00000021	DBVPG3854_013733-T1, DBVPG3854_006317-T1, DBVPG3854_006067-T1, DBVPG3854_011551-T1, DBVPG3854_009554-T1, DBVPG3854_004845-T1, DBVPG3854_012617-T1, DBVPG3854_008749-T1, DBVPG3854_008553-T1, DBVPG3854_010302-T1, DBVPG3854_012403-T1, DBVPG3854_005649-T1, DBVPG3854_005648-T1, DBVPG3854_012402-T1
GF00000022	DBVPG3854_003795-T1, DBVPG3854_005427-T1, DBVPG3854_003031-T1, DBVPG3854_001763-T1, DBVPG3854_003879-T1, DBVPG3854_005425-T1, DBVPG3854_004464-T1, DBVPG3854_010772-T1, DBVPG3854_005782-T1, DBVPG3854_008728-T1, DBVPG3854_009362-T1, DBVPG3854_005789-T1, DBVPG3854_014071-T1, DBVPG3854_008436-T1
GF00000023	DBVPG3854_006635-T1, DBVPG3854_000287-T1, DBVPG3854_000283-T1, DBVPG3854_000288-T1, DBVPG3854_006634-T1, DBVPG3854_000286-T1, DBVPG3854_006636-T1, DBVPG3854_000282-T1, DBVPG3854_000284-T1, DBVPG3854_006637-T1, DBVPG3854_006640-T1, DBVPG3854_000285-T1, DBVPG3854_006639-T1, DBVPG3854_006638-T1
GF00000024	DBVPG3854_005781-T1, DBVPG3854_010773-T1, DBVPG3854_007886-T1, DBVPG3854_009159-T1, DBVPG3854_004718-T1, DBVPG3854_004251-T1, DBVPG3854_005663-T1, DBVPG3854_002855-T1, DBVPG3854_006338-T1, DBVPG3854_005607-T1, DBVPG3854_008762-T1, DBVPG3854_012988-T1, DBVPG3854_011693-T1
GF00000025	DBVPG3854_002819-T1, DBVPG3854_002814-T1, DBVPG3854_004485-T1, DBVPG3854_002822-T1, DBVPG3854_008731-T1, DBVPG3854_008732-T1, DBVPG3854_004467-T1, DBVPG3854_004470-T1, DBVPG3854_004471-T1, DBVPG3854_004468-T1, DBVPG3854_004469-T1, DBVPG3854_002813-T1, DBVPG3854_004490-T1
GF00000026	DBVPG3854_014141-T1, DBVPG3854_013684-T1, DBVPG3854_003630-T1, DBVPG3854_008444-T1, DBVPG3854_006023-T1, DBVPG3854_001044-T1, DBVPG3854_009353-T1, DBVPG3854_004352-T1, DBVPG3854_008356-T1, DBVPG3854_002640-T1, DBVPG3854_008713-T1, DBVPG3854_004450-T1
GF00000027	DBVPG3854_004380-T1, DBVPG3854_014422-T1, DBVPG3854_006160-T1, DBVPG3854_009596-T1, DBVPG3854_009595-T1, DBVPG3854_007448-T1, DBVPG3854_007449-T1, DBVPG3854_003953-T1, DBVPG3854_009594-T1, DBVPG3854_007447-T1, DBVPG3854_009092-T1, DBVPG3854_007026-T1
GF00000028	DBVPG3854_006453-T1, DBVPG3854_011028-T1, DBVPG3854_009972-T1, DBVPG3854_002835-T1, DBVPG3854_010995-T1, DBVPG3854_009466-T1, DBVPG3854_005240-T1, DBVPG3854_002836-T1, DBVPG3854_009973-T1, DBVPG3854_010444-T1, DBVPG3854_005242-T1, DBVPG3854_010997-T1
GF00000029	DBVPG3854_006808-T1, DBVPG3854_008360-T1, DBVPG3854_001675-T1, DBVPG3854_012528-T1, DBVPG3854_012526-T1, DBVPG3854_007603-T1, DBVPG3854_007605-T1, DBVPG3854_012527-T1, DBVPG3854_007604-T1, DBVPG3854_004356-T1, DBVPG3854_004357-T1
GF00000030	DBVPG3854_008681-T1, DBVPG3854_000798-T1, DBVPG3854_008682-T1, DBVPG3854_000797-T1, DBVPG3854_008685-T1, DBVPG3854_008683-T1, DBVPG3854_000796-T1, DBVPG3854_000793-T1, DBVPG3854_000792-T1, DBVPG3854_008686-T1, DBVPG3854_000794-T1
GF00000031	DBVPG3854_009328-T1, DBVPG3854_007378-T1, DBVPG3854_003633-T1, DBVPG3854_008044-T1, DBVPG3854_010140-T1, DBVPG3854_007708-T1, DBVPG3854_009536-T1, DBVPG3854_003545-T1, DBVPG3854_011021-T1, DBVPG3854_001171-T1, DBVPG3854_006445-T1
GF00000032	DBVPG3854_004179-T1, DBVPG3854_011753-T1, DBVPG3854_014177-T1, DBVPG3854_007790-T1, DBVPG3854_002030-T1, DBVPG3854_002226-T1, DBVPG3854_009220-T1, DBVPG3854_001283-T1, DBVPG3854_005391-T1, DBVPG3854_012737-T1, DBVPG3854_013743-T1
GF00000033	DBVPG3854_005283-T1, DBVPG3854_009019-T1, DBVPG3854_011004-T1, DBVPG3854_005249-T1, DBVPG3854_005248-T1, DBVPG3854_011003-T1, DBVPG3854_008996-T1, DBVPG3854_013253-T1, DBVPG3854_013217-T1, DBVPG3854_005282-T1, DBVPG3854_009018-T1
GF00000034	DBVPG3854_000197-T1, DBVPG3854_000219-T1, DBVPG3854_009834-T1, DBVPG3854_000199-T1, DBVPG3854_000198-T1, DBVPG3854_000218-T1, DBVPG3854_009833-T1, DBVPG3854_009815-T1, DBVPG3854_014615-T1, DBVPG3854_000216-T1, DBVPG3854_010830-T1
GF00000035	DBVPG3854_003020-T1, DBVPG3854_003783-T1, DBVPG3854_005286-T1, DBVPG3854_009022-T1, DBVPG3854_007366-T1, DBVPG3854_012924-T1, DBVPG3854_006947-T1, DBVPG3854_002588-T1, DBVPG3854_004457-T1, DBVPG3854_008721-T1
GF00000036	DBVPG3854_001965-T1, DBVPG3854_001982-T1, DBVPG3854_003440-T1, DBVPG3854_001983-T1, DBVPG3854_003454-T1, DBVPG3854_003441-T1, DBVPG3854_002957-T1, DBVPG3854_003455-T1, DBVPG3854_003453-T1, DBVPG3854_003716-T1
GF00000037	DBVPG3854_009422-T1, DBVPG3854_009417-T1, DBVPG3854_006913-T1, DBVPG3854_006912-T1, DBVPG3854_009420-T1, DBVPG3854_006916-T1, DBVPG3854_006915-T1, DBVPG3854_009421-T1, DBVPG3854_009416-T1, DBVPG3854_006914-T1
GF00000038	DBVPG3854_010231-T1, DBVPG3854_010970-T1, DBVPG3854_006480-T1, DBVPG3854_012418-T1, DBVPG3854_008959-T1, DBVPG3854_004559-T1, DBVPG3854_011433-T1, DBVPG3854_011353-T1, DBVPG3854_010969-T1, DBVPG3854_011354-T1
GF00000039	DBVPG3854_006725-T1, DBVPG3854_013561-T1, DBVPG3854_001589-T1, DBVPG3854_013560-T1, DBVPG3854_013558-T1, DBVPG3854_013559-T1, DBVPG3854_005023-T1, DBVPG3854_007783-T1, DBVPG3854_007784-T1, DBVPG3854_012743-T1
GF00000040	DBVPG3854_008071-T1, DBVPG3854_004636-T1, DBVPG3854_004635-T1, DBVPG3854_006499-T1, DBVPG3854_002426-T1, DBVPG3854_007289-T1, DBVPG3854_010557-T1, DBVPG3854_012352-T1, DBVPG3854_009571-T1, DBVPG3854_011532-T1
GF00000041	DBVPG3854_002471-T1, DBVPG3854_010343-T1, DBVPG3854_007019-T1, DBVPG3854_002462-T1, DBVPG3854_010337-T1, DBVPG3854_014523-T1, DBVPG3854_014019-T1, DBVPG3854_014018-T1, DBVPG3854_014603-T1
GF00000042	DBVPG3854_012059-T1, DBVPG3854_011053-T1, DBVPG3854_006401-T1, DBVPG3854_008090-T1, DBVPG3854_004616-T1, DBVPG3854_001410-T1, DBVPG3854_010943-T1, DBVPG3854_000944-T1, DBVPG3854_005451-T1
GF00000043	DBVPG3854_009546-T1, DBVPG3854_011560-T1, DBVPG3854_004310-T1, DBVPG3854_004003-T1, DBVPG3854_004004-T1, DBVPG3854_014473-T1, DBVPG3854_011561-T1, DBVPG3854_014488-T1, DBVPG3854_014619-T1
GF00000044	DBVPG3854_010338-T1, DBVPG3854_010351-T1, DBVPG3854_002479-T1, DBVPG3854_002463-T1, DBVPG3854_002466-T1, DBVPG3854_002465-T1, DBVPG3854_002450-T1, DBVPG3854_002451-T1, DBVPG3854_002464-T1
GF00000045	DBVPG3854_002139-T1, DBVPG3854_007826-T1, DBVPG3854_014465-T1, DBVPG3854_014466-T1, DBVPG3854_007824-T1, DBVPG3854_014464-T1, DBVPG3854_007825-T1, DBVPG3854_014596-T1, DBVPG3854_010737-T1
GF00000046	DBVPG3854_008871-T1, DBVPG3854_008870-T1, DBVPG3854_003183-T1, DBVPG3854_007990-T1, DBVPG3854_000250-T1, DBVPG3854_009492-T1, DBVPG3854_004051-T1, DBVPG3854_009686-T1, DBVPG3854_009685-T1
GF00000047	DBVPG3854_011476-T1, DBVPG3854_000054-T1, DBVPG3854_000037-T1, DBVPG3854_011472-T1, DBVPG3854_011490-T1, DBVPG3854_000036-T1, DBVPG3854_011470-T1, DBVPG3854_011491-T1, DBVPG3854_011471-T1
GF00000048	DBVPG3854_000035-T1, DBVPG3854_000041-T1, DBVPG3854_011489-T1, DBVPG3854_000052-T1, DBVPG3854_000062-T1, DBVPG3854_011498-T1, DBVPG3854_011477-T1, DBVPG3854_000053-T1, DBVPG3854_011469-T1
GF00000049	DBVPG3854_002215-T1, DBVPG3854_001630-T1, DBVPG3854_007634-T1, DBVPG3854_004510-T1, DBVPG3854_002605-T1, DBVPG3854_014189-T1, DBVPG3854_013023-T1, DBVPG3854_014460-T1, DBVPG3854_002603-T1
GF00000050	DBVPG3854_010971-T1, DBVPG3854_010226-T1, DBVPG3854_010232-T1, DBVPG3854_010227-T1, DBVPG3854_010965-T1, DBVPG3854_010964-T1, DBVPG3854_010223-T1, DBVPG3854_010960-T1, DBVPG3854_010961-T1
GF00000051	DBVPG3854_007412-T1, DBVPG3854_012790-T1, DBVPG3854_009751-T1, DBVPG3854_012473-T1, DBVPG3854_004944-T1, DBVPG3854_010883-T1, DBVPG3854_005415-T1, DBVPG3854_011275-T1, DBVPG3854_011521-T1
GF00000052	DBVPG3854_004596-T1, DBVPG3854_002610-T1, DBVPG3854_008106-T1, DBVPG3854_007431-T1, DBVPG3854_008273-T1, DBVPG3854_012769-T1, DBVPG3854_009613-T1, DBVPG3854_004598-T1, DBVPG3854_008108-T1
GF00000053	DBVPG3854_005722-T1, DBVPG3854_000479-T1, DBVPG3854_000476-T1, DBVPG3854_005725-T1, DBVPG3854_005724-T1, DBVPG3854_000478-T1, DBVPG3854_000477-T1, DBVPG3854_005723-T1
GF00000054	DBVPG3854_011959-T1, DBVPG3854_007146-T1, DBVPG3854_013075-T1, DBVPG3854_014505-T1, DBVPG3854_005502-T1, DBVPG3854_003291-T1, DBVPG3854_003151-T1, DBVPG3854_007539-T1
GF00000055	DBVPG3854_011062-T1, DBVPG3854_006392-T1, DBVPG3854_002982-T1, DBVPG3854_003743-T1, DBVPG3854_011254-T1, DBVPG3854_010810-T1, DBVPG3854_005871-T1, DBVPG3854_004991-T1
GF00000056	DBVPG3854_008404-T1, DBVPG3854_010405-T1, DBVPG3854_008768-T1, DBVPG3854_005670-T1, DBVPG3854_009506-T1, DBVPG3854_009504-T1, DBVPG3854_004068-T1, DBVPG3854_008435-T1
GF00000057	DBVPG3854_011992-T1, DBVPG3854_013865-T1, DBVPG3854_013867-T1, DBVPG3854_011994-T1, DBVPG3854_002964-T1, DBVPG3854_003725-T1, DBVPG3854_012001-T1, DBVPG3854_005844-T1
GF00000058	DBVPG3854_013568-T1, DBVPG3854_005015-T1, DBVPG3854_005005-T1, DBVPG3854_013564-T1, DBVPG3854_005014-T1, DBVPG3854_005020-T1, DBVPG3854_013554-T1, DBVPG3854_001883-T1
GF00000059	DBVPG3854_009523-T1, DBVPG3854_007721-T1, DBVPG3854_011250-T1, DBVPG3854_004076-T1, DBVPG3854_001152-T1, DBVPG3854_003526-T1, DBVPG3854_001832-T1, DBVPG3854_003814-T1
GF00000060	DBVPG3854_006311-T1, DBVPG3854_011703-T1, DBVPG3854_006312-T1, DBVPG3854_011702-T1, DBVPG3854_011701-T1, DBVPG3854_011705-T1, DBVPG3854_006313-T1, DBVPG3854_011704-T1
GF00000061	DBVPG3854_009797-T1, DBVPG3854_014029-T1, DBVPG3854_003792-T1, DBVPG3854_003028-T1, DBVPG3854_010175-T1, DBVPG3854_007014-T1, DBVPG3854_003433-T1, DBVPG3854_001958-T1
GF00000062	DBVPG3854_003037-T1, DBVPG3854_008121-T1, DBVPG3854_013597-T1, DBVPG3854_006676-T1, DBVPG3854_011133-T1, DBVPG3854_005308-T1, DBVPG3854_003801-T1, DBVPG3854_013195-T1
GF00000063	DBVPG3854_011346-T1, DBVPG3854_010539-T1, DBVPG3854_012335-T1, DBVPG3854_012333-T1, DBVPG3854_011345-T1, DBVPG3854_012334-T1, DBVPG3854_014224-T1, DBVPG3854_010538-T1
GF00000064	DBVPG3854_006123-T1, DBVPG3854_004156-T1, DBVPG3854_001494-T1, DBVPG3854_002035-T1, DBVPG3854_013257-T1, DBVPG3854_013341-T1, DBVPG3854_003989-T1, DBVPG3854_002230-T1
GF00000065	DBVPG3854_002182-T1, DBVPG3854_007676-T1, DBVPG3854_007673-T1, DBVPG3854_002181-T1, DBVPG3854_007674-T1, DBVPG3854_007675-T1, DBVPG3854_002180-T1, DBVPG3854_002179-T1
GF00000066	DBVPG3854_008984-T1, DBVPG3854_008701-T1, DBVPG3854_004435-T1, DBVPG3854_002810-T1, DBVPG3854_004583-T1, DBVPG3854_002816-T1, DBVPG3854_004488-T1, DBVPG3854_004493-T1
GF00000067	DBVPG3854_007367-T1, DBVPG3854_014550-T1, DBVPG3854_014595-T1, DBVPG3854_012923-T1, DBVPG3854_014599-T1, DBVPG3854_014646-T1, DBVPG3854_014625-T1, DBVPG3854_006946-T1
GF00000068	DBVPG3854_002994-T1, DBVPG3854_010043-T1, DBVPG3854_010041-T1, DBVPG3854_010042-T1, DBVPG3854_010004-T1, DBVPG3854_010003-T1, DBVPG3854_003757-T1, DBVPG3854_010005-T1
GF00000069	DBVPG3854_014119-T1, DBVPG3854_012515-T1, DBVPG3854_010238-T1, DBVPG3854_010977-T1, DBVPG3854_012286-T1, DBVPG3854_004371-T1, DBVPG3854_011310-T1, DBVPG3854_011935-T1
GF00000070	DBVPG3854_011682-T1, DBVPG3854_000818-T1, DBVPG3854_000816-T1, DBVPG3854_000817-T1, DBVPG3854_011681-T1, DBVPG3854_011684-T1, DBVPG3854_011683-T1
GF00000071	DBVPG3854_011193-T1, DBVPG3854_003358-T1, DBVPG3854_003669-T1, DBVPG3854_014572-T1, DBVPG3854_009265-T1, DBVPG3854_008269-T1, DBVPG3854_013784-T1
GF00000072	DBVPG3854_006222-T1, DBVPG3854_003147-T1, DBVPG3854_007528-T1, DBVPG3854_014520-T1, DBVPG3854_013569-T1, DBVPG3854_014519-T1, DBVPG3854_013570-T1
GF00000073	DBVPG3854_003335-T1, DBVPG3854_005461-T1, DBVPG3854_002848-T1, DBVPG3854_005617-T1, DBVPG3854_002844-T1, DBVPG3854_005645-T1, DBVPG3854_008746-T1
GF00000074	DBVPG3854_006025-T1, DBVPG3854_001046-T1, DBVPG3854_001764-T1, DBVPG3854_003974-T1, DBVPG3854_003878-T1, DBVPG3854_006140-T1, DBVPG3854_006139-T1
GF00000075	DBVPG3854_007129-T1, DBVPG3854_010620-T1, DBVPG3854_010623-T1, DBVPG3854_011584-T1, DBVPG3854_012578-T1, DBVPG3854_000722-T1, DBVPG3854_014526-T1
GF00000076	DBVPG3854_004463-T1, DBVPG3854_008727-T1, DBVPG3854_008726-T1, DBVPG3854_004462-T1, DBVPG3854_006179-T1, DBVPG3854_003932-T1, DBVPG3854_003933-T1
GF00000077	DBVPG3854_000208-T1, DBVPG3854_009823-T1, DBVPG3854_013096-T1, DBVPG3854_009048-T1, DBVPG3854_000162-T1, DBVPG3854_009049-T1, DBVPG3854_014024-T1
GF00000078	DBVPG3854_012063-T1, DBVPG3854_006244-T1, DBVPG3854_014375-T1, DBVPG3854_007514-T1, DBVPG3854_006207-T1, DBVPG3854_001416-T1, DBVPG3854_001415-T1
GF00000079	DBVPG3854_006083-T1, DBVPG3854_005919-T1, DBVPG3854_006082-T1, DBVPG3854_005918-T1, DBVPG3854_005915-T1, DBVPG3854_005917-T1, DBVPG3854_005916-T1
GF00000080	DBVPG3854_006909-T1, DBVPG3854_009415-T1, DBVPG3854_006908-T1, DBVPG3854_009414-T1, DBVPG3854_006910-T1, DBVPG3854_006911-T1, DBVPG3854_009413-T1
GF00000081	DBVPG3854_014036-T1, DBVPG3854_006039-T1, DBVPG3854_013722-T1, DBVPG3854_001061-T1, DBVPG3854_005443-T1, DBVPG3854_013994-T1, DBVPG3854_001062-T1
GF00000082	DBVPG3854_003909-T1, DBVPG3854_012508-T1, DBVPG3854_013819-T1, DBVPG3854_014413-T1, DBVPG3854_003917-T1, DBVPG3854_012262-T1, DBVPG3854_014653-T1
